Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,381 (123 -- 1531),Increasing,1.5 (1.1 -- 2),0.49 (0.16 -- 0.94),1.4 (0.74 -- 4.3)
Belgium,55113 (21865 -- 135304),Increasing,1.5 (1.2 -- 1.8),0.52 (0.26 -- 0.76),1.3 (0.91 -- 2.7)
Bulgaria,665 (331 -- 1484),Likely increasing,1 (0.93 -- 1.2),0.056 (-0.088 -- 0.21),12 (3.3 -- -7.8)
Czechia,7024 (3394 -- 17335),Increasing,1.2 (1.1 -- 1.4),0.24 (0.083 -- 0.43),2.8 (1.6 -- 8.4)
Denmark,3301 (1338 -- 8734),Likely increasing,1.2 (1 -- 1.5),0.25 (-0.0019 -- 0.57),2.8 (1.2 -- -360)
Estonia,531 (222 -- 1377),Stable,1 (0.81 -- 1.3),0.015 (-0.27 -- 0.34),45 (2 -- -2.6)
Greece,311000 (104519 -- 835083),Increasing,1.2 (1 -- 1.5),0.29 (0.062 -- 0.51),2.4 (1.4 -- 11)
Hungary,293 (123 -- 790),Likely increasing,1.1 (0.9 -- 1.3),0.07 (-0.13 -- 0.36),9.8 (1.9 -- -5.3)
Iceland,2729 (1051 -- 7845),Increasing,1.3 (1.1 -- 1.6),0.31 (0.11 -- 0.59),2.2 (1.2 -- 6.2)
Ireland,36981 (16511 -- 87698),Likely increasing,1.2 (0.96 -- 1.4),0.19 (-0.055 -- 0.42),3.6 (1.6 -- -13)
Liechtenstein,29 (7 -- 138),Likely increasing,1.2 (0.94 -- 1.8),0.24 (-0.082 -- 0.79),2.8 (0.88 -- -8.5)
Lithuania,5193 (2689 -- 11311),Increasing,1.2 (1.1 -- 1.4),0.24 (0.079 -- 0.44),2.9 (1.6 -- 8.8)
Luxembourg,21675 (5730 -- 68218),Increasing,1.4 (1.1 -- 1.8),0.48 (0.17 -- 0.81),1.5 (0.86 -- 4)
Malta,28232 (6863 -- 94542),Increasing,1.5 (1.3 -- 1.9),0.57 (0.3 -- 0.88),1.2 (0.79 -- 2.3)
Poland,22245 (11333 -- 49434),Increasing,1.4 (1.2 -- 1.6),0.4 (0.23 -- 0.6),1.7 (1.2 -- 3)
Portugal,197195 (41959 -- 1184620),Likely increasing,1.2 (0.96 -- 1.6),0.24 (-0.052 -- 0.61),2.8 (1.1 -- -13)
Romania,39472 (17531 -- 94344),Increasing,1.4 (1.3 -- 1.7),0.47 (0.3 -- 0.67),1.5 (1 -- 2.3)
Slovenia,2327 (894 -- 6259),Increasing,1.2 (1.1 -- 1.5),0.28 (0.081 -- 0.53),2.5 (1.3 -- 8.6)
Sweden,7279 (3880 -- 15149),Increasing,1.2 (1.1 -- 1.4),0.27 (0.1 -- 0.45),2.6 (1.5 -- 6.9)
