Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,86401 (55144 -- 129851),Likely increasing,1.3 (0.99 -- 1.5),0.044 (-0.0026 -- 0.082),16 (8.5 -- -270)
Belgium,210836 (44462 -- 1964520),Likely increasing,1.4 (0.86 -- 2.5),0.062 (-0.028 -- 0.18),11 (3.9 -- -25)
Bulgaria,7312 (4204 -- 12177),Decreasing,0.64 (0.46 -- 0.84),-0.079 (-0.13 -- -0.031),-8.8 (-22 -- -5.2)
Croatia,31134 (17348 -- 54026),Stable,1 (0.73 -- 1.4),0.0067 (-0.056 -- 0.058),100 (12 -- -12)
Cyprus,1095 (384 -- 4047),Likely increasing,1.1 (0.74 -- 1.7),0.017 (-0.054 -- 0.1),40 (6.7 -- -13)
Czechia,98522 (49595 -- 175857),Likely increasing,1.3 (0.98 -- 1.6),0.055 (-0.0045 -- 0.094),13 (7.4 -- -150)
Denmark,22463 (13963 -- 38094),Likely increasing,1.3 (0.99 -- 1.8),0.049 (-0.002 -- 0.11),14 (6.3 -- -340)
Estonia,2455 (1250 -- 4391),Decreasing,0.6 (0.41 -- 0.82),-0.088 (-0.15 -- -0.035),-7.9 (-20 -- -4.6)
Finland,2443 (971 -- 8258),Stable,0.98 (0.74 -- 1.4),-0.0034 (-0.054 -- 0.059),-200 (12 -- -13)
France,58517 (20282 -- 216643),Likely increasing,1.1 (0.76 -- 1.8),0.023 (-0.048 -- 0.11),30 (6.4 -- -14)
Germany,317512 (168480 -- 663839),Increasing,1.3 (1 -- 1.7),0.051 (0.0063 -- 0.11),13 (6.6 -- 110)
Greece,33062 (15956 -- 52175),Stable,0.96 (0.58 -- 1.2),-0.0072 (-0.096 -- 0.036),-96 (19 -- -7.2)
Hungary,64345 (38323 -- 110141),Increasing,1.4 (1 -- 1.8),0.057 (0.0014 -- 0.11),12 (6.2 -- 510)
Iceland,984 (215 -- 4514),Likely increasing,1.3 (0.62 -- 2.4),0.042 (-0.083 -- 0.17),16 (4 -- -8.4)
Ireland,28189 (15442 -- 55354),Likely increasing,1.2 (0.96 -- 1.5),0.032 (-0.0073 -- 0.075),22 (9.2 -- -95)
Italy,51227 (18751 -- 73620),Likely increasing,1.2 (0.53 -- 1.5),0.038 (-0.11 -- 0.076),18 (9.1 -- -6.3)
Latvia,3734 (2177 -- 6642),Likely decreasing,0.74 (0.55 -- 1.1),-0.053 (-0.1 -- 0.0097),-13 (71 -- -6.6)
Liechtenstein,117 (32 -- 459),Likely increasing,1.3 (0.68 -- 2.4),0.05 (-0.069 -- 0.17),14 (4.2 -- -10)
Lithuania,8585 (6238 -- 11828),Decreasing,0.86 (0.73 -- 0.99),-0.027 (-0.056 -- -0.0025),-26 (-280 -- -12)
Luxembourg,1189 (636 -- 2498),Likely increasing,1.1 (0.89 -- 1.4),0.017 (-0.022 -- 0.058),40 (12 -- -32)
Malta,361 (132 -- 862),Likely increasing,1.2 (0.56 -- 2),0.034 (-0.1 -- 0.13),20 (5.3 -- -6.9)
Netherlands,106330 (56094 -- 199541),Likely increasing,1.3 (0.93 -- 1.6),0.042 (-0.014 -- 0.093),17 (7.5 -- -51)
Norway,11082 (5841 -- 20400),Likely increasing,1.1 (0.74 -- 1.5),0.011 (-0.054 -- 0.073),65 (9.5 -- -13)
Poland,83559 (51051 -- 125841),Likely increasing,1.1 (0.78 -- 1.3),0.0091 (-0.045 -- 0.046),76 (15 -- -16)
Portugal,11035 (7590 -- 17025),Increasing,1.3 (1.1 -- 1.7),0.055 (0.021 -- 0.097),13 (7.1 -- 32)
Romania,9510 (6052 -- 13539),Decreasing,0.55 (0.4 -- 0.67),-0.1 (-0.15 -- -0.072),-6.7 (-9.7 -- -4.5)
Slovakia,55659 (22407 -- 110278),Likely increasing,1.3 (0.86 -- 1.6),0.042 (-0.028 -- 0.088),17 (7.8 -- -25)
Slovenia,14010 (7298 -- 25396),Likely decreasing,0.89 (0.58 -- 1.3),-0.021 (-0.095 -- 0.045),-33 (15 -- -7.3)
Spain,17931 (6425 -- 68403),Likely increasing,1.1 (0.78 -- 1.8),0.021 (-0.045 -- 0.11),33 (6.3 -- -16)
Sweden,3988 (2367 -- 5987),Stable,0.99 (0.77 -- 1.2),-0.0013 (-0.048 -- 0.034),-550 (20 -- -15)
Switzerland,24101 (8018 -- 92221),Likely increasing,1.3 (0.84 -- 2),0.045 (-0.03 -- 0.14),15 (5 -- -23)
United Kingdom,262626 (159783 -- 463126),Likely increasing,1.3 (0.96 -- 1.9),0.052 (-0.0073 -- 0.13),13 (5.5 -- -94)
