Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,44 (13 -- 155),Likely decreasing,0.94 (0.76 -- 1.2),-0.083 (-0.34 -- 0.23),-8.3 (3 -- -2)
Croatia,101 (35 -- 343),Likely increasing,1.1 (0.94 -- 1.5),0.17 (-0.083 -- 0.58),4.1 (1.2 -- -8.4)
Czechia,88 (25 -- 414),Increasing,1.5 (1.1 -- 2.1),0.53 (0.14 -- 1),1.3 (0.68 -- 5)
Denmark,82 (30 -- 258),Stable,0.99 (0.77 -- 1.2),-0.018 (-0.32 -- 0.27),-39 (2.6 -- -2.2)
Estonia,2 (0 -- 18),Likely decreasing,0.84 (0.39 -- 1.1),-0.22 (-1.1 -- 0.18),-3.2 (3.9 -- -0.63)
Finland,157 (68 -- 442),Likely decreasing,0.92 (0.74 -- 1.1),-0.099 (-0.37 -- 0.16),-7 (4.4 -- -1.9)
Greece,926 (440 -- 2137),Likely increasing,1.1 (0.95 -- 1.3),0.1 (-0.072 -- 0.3),6.6 (2.3 -- -9.7)
Hungary,13 (3 -- 55),Stable,1 (0.72 -- 1.4),0.015 (-0.41 -- 0.41),46 (1.7 -- -1.7)
Ireland,99 (24 -- 473),Likely decreasing,0.9 (0.64 -- 1.1),-0.13 (-0.55 -- 0.12),-5.2 (5.7 -- -1.3)
Italy,1156 (384 -- 3772),Stable,0.99 (0.76 -- 1.2),-0.019 (-0.35 -- 0.24),-37 (2.9 -- -2)
Latvia,13 (2 -- 55),Likely decreasing,0.94 (0.66 -- 1.2),-0.071 (-0.52 -- 0.22),-9.7 (3.1 -- -1.3)
Lithuania,28 (6 -- 184),Increasing,1.5 (1.1 -- 2.3),0.53 (0.099 -- 1.1),1.3 (0.6 -- 7)
Malta,23 (7 -- 75),Likely decreasing,0.95 (0.79 -- 1.2),-0.058 (-0.29 -- 0.24),-12 (2.9 -- -2.4)
Poland,27 (9 -- 87),Stable,1 (0.84 -- 1.3),0.019 (-0.22 -- 0.34),36 (2 -- -3.1)
Portugal,1388 (674 -- 3109),Increasing,1.1 (1 -- 1.4),0.18 (0.0048 -- 0.42),3.9 (1.7 -- 140)
Romania,123 (51 -- 320),Likely increasing,1.1 (0.95 -- 1.4),0.15 (-0.062 -- 0.43),4.8 (1.6 -- -11)
Slovenia,14 (2 -- 55),Likely decreasing,0.9 (0.64 -- 1.1),-0.12 (-0.55 -- 0.17),-5.6 (4.1 -- -1.3)
Sweden,145 (54 -- 472),Likely decreasing,0.91 (0.72 -- 1.1),-0.11 (-0.41 -- 0.15),-6.1 (4.7 -- -1.7)
