region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,130 (53 -- 384),130,166,142,53,88,113,151,197,384,New confirmed cases by infection date,Decreasing,0.99
Lithuania,51 (10 -- 251),51,83,107,10,27,41,64,97,251,New confirmed cases by infection date,Stable,0.56
Romania,37 (11 -- 109),37,47,42,11,24,32,44,58,109,New confirmed cases by infection date,Decreasing,0.98
Estonia,12 (2 -- 49),12,18,21,2,6,9,15,22,49,New confirmed cases by infection date,Decreasing,0.95
Bulgaria,10 (1 -- 58),10,17,23,1,5,7,13,21,58,New confirmed cases by infection date,Decreasing,0.99
Lithuania,0.98 (0.69 -- 1.3),0.98,0.98,0.17,0.69,0.88,0.95,1,1.1,1.3,Effective reproduction no.,Stable,0.56
Estonia,0.78 (0.51 -- 1),0.78,0.77,0.15,0.51,0.66,0.73,0.82,0.87,1,Effective reproduction no.,Decreasing,0.95
Romania,0.76 (0.55 -- 0.95),0.76,0.76,0.12,0.55,0.68,0.73,0.8,0.85,0.95,Effective reproduction no.,Decreasing,0.98
Poland,0.71 (0.55 -- 0.9),0.71,0.72,0.11,0.55,0.64,0.68,0.74,0.79,0.9,Effective reproduction no.,Decreasing,0.99
Bulgaria,0.59 (0.37 -- 0.88),0.59,0.6,0.15,0.37,0.5,0.55,0.63,0.7,0.88,Effective reproduction no.,Decreasing,0.99
