Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,15533 (7348 -- 38522),Likely decreasing,0.89 (0.71 -- 1.1),-0.15 (-0.43 -- 0.087),-4.5 (8 -- -1.6)
Czechia,8519 (4420 -- 19987),Decreasing,0.79 (0.65 -- 0.95),-0.29 (-0.53 -- -0.063),-2.4 (-11 -- -1.3)
Denmark,17273 (7941 -- 40298),Likely increasing,1.1 (0.98 -- 1.3),0.16 (-0.028 -- 0.34),4.4 (2.1 -- -24)
Estonia,2961 (1723 -- 5930),Likely increasing,1.1 (0.98 -- 1.2),0.083 (-0.027 -- 0.22),8.3 (3.1 -- -25)
France,43610 (20111 -- 117367),Stable,0.99 (0.83 -- 1.2),-0.011 (-0.23 -- 0.25),-63 (2.8 -- -3)
Germany,43905 (28740 -- 99307),Decreasing,0.75 (0.68 -- 0.88),-0.35 (-0.48 -- -0.16),-2 (-4.3 -- -1.4)
Greece,11215 (6800 -- 20300),Likely decreasing,0.94 (0.86 -- 1),-0.077 (-0.19 -- 0.023),-9 (30 -- -3.7)
Hungary,1736 (711 -- 4408),Likely increasing,1.1 (0.91 -- 1.3),0.08 (-0.12 -- 0.29),8.7 (2.4 -- -5.8)
Iceland,170 (68 -- 497),Stable,1 (0.84 -- 1.3),0.03 (-0.22 -- 0.3),23 (2.3 -- -3.2)
Ireland,6380 (3486 -- 13686),Likely increasing,1 (0.91 -- 1.1),0.038 (-0.12 -- 0.17),18 (4 -- -5.7)
Italy,21539 (14181 -- 39163),Likely decreasing,0.98 (0.91 -- 1.1),-0.024 (-0.11 -- 0.065),-29 (11 -- -6.2)
Latvia,4122 (2161 -- 8719),Likely increasing,1.1 (0.94 -- 1.2),0.072 (-0.072 -- 0.22),9.6 (3.1 -- -9.6)
Luxembourg,348 (144 -- 912),Stable,1 (0.84 -- 1.2),0.017 (-0.21 -- 0.25),42 (2.8 -- -3.2)
Malta,465 (164 -- 1411),Stable,1 (0.82 -- 1.2),0.0063 (-0.25 -- 0.24),110 (2.9 -- -2.8)
Netherlands,11390 (3098 -- 54166),Likely decreasing,0.92 (0.69 -- 1.2),-0.1 (-0.47 -- 0.2),-6.9 (3.4 -- -1.5)
Slovakia,3758 (1699 -- 9130),Likely decreasing,0.86 (0.66 -- 1),-0.19 (-0.51 -- 0.029),-3.6 (24 -- -1.4)
Slovenia,1766 (721 -- 4922),Likely increasing,1.1 (0.95 -- 1.4),0.16 (-0.071 -- 0.41),4.4 (1.7 -- -9.8)
Spain,36242 (20456 -- 73219),Stable,1 (0.91 -- 1.1),0.01 (-0.12 -- 0.12),67 (5.6 -- -6)
