Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,3625 (2202 -- 6518),Likely decreasing,0.92 (0.83 -- 1),-0.1 (-0.24 -- 0.056),-6.6 (12 -- -2.9)
Czechia,503 (279 -- 1071),Decreasing,0.68 (0.58 -- 0.8),-0.47 (-0.67 -- -0.28),-1.5 (-2.5 -- -1)
Denmark,2067 (1220 -- 3936),Decreasing,0.78 (0.67 -- 0.89),-0.32 (-0.49 -- -0.14),-2.2 (-4.9 -- -1.4)
Estonia,574 (281 -- 1314),Decreasing,0.79 (0.64 -- 0.94),-0.3 (-0.54 -- -0.074),-2.3 (-9.4 -- -1.3)
Germany,7609 (4736 -- 13955),Decreasing,0.72 (0.63 -- 0.82),-0.4 (-0.57 -- -0.24),-1.7 (-2.9 -- -1.2)
Greece,9889 (5994 -- 18199),Likely decreasing,0.94 (0.86 -- 1),-0.078 (-0.19 -- 0.014),-8.9 (50 -- -3.6)
Hungary,573 (269 -- 1358),Likely decreasing,0.89 (0.71 -- 1),-0.15 (-0.43 -- 0.054),-4.5 (13 -- -1.6)
Iceland,59 (20 -- 169),Likely decreasing,0.94 (0.7 -- 1.2),-0.074 (-0.45 -- 0.23),-9.4 (3 -- -1.5)
Ireland,3029 (1845 -- 5350),Decreasing,0.89 (0.8 -- 0.97),-0.14 (-0.27 -- -0.039),-4.9 (-18 -- -2.5)
Latvia,1100 (553 -- 2833),Likely decreasing,0.84 (0.68 -- 1),-0.21 (-0.47 -- 0.012),-3.3 (58 -- -1.5)
Malta,343 (157 -- 836),Likely increasing,1.1 (0.95 -- 1.4),0.12 (-0.062 -- 0.45),6 (1.5 -- -11)
Netherlands,2463 (611 -- 11324),Likely decreasing,0.87 (0.66 -- 1.1),-0.17 (-0.52 -- 0.13),-4.1 (5.5 -- -1.3)
Slovakia,482 (260 -- 936),Decreasing,0.77 (0.65 -- 0.88),-0.33 (-0.53 -- -0.16),-2.1 (-4.3 -- -1.3)
Spain,40608 (24626 -- 77693),Likely decreasing,0.98 (0.89 -- 1.1),-0.03 (-0.14 -- 0.084),-23 (8.2 -- -4.9)
