Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,5975 (3430 -- 11952),Decreasing,0.78 (0.67 -- 0.91),-0.32 (-0.5 -- -0.12),-2.2 (-5.7 -- -1.4)
Czechia,1982 (1094 -- 3571),Decreasing,0.67 (0.58 -- 0.78),-0.5 (-0.67 -- -0.31),-1.4 (-2.3 -- -1)
Denmark,12920 (5159 -- 31493),Stable,1 (0.78 -- 1.2),-0.003 (-0.31 -- 0.2),-230 (3.5 -- -2.2)
Estonia,2585 (1385 -- 5391),Likely decreasing,0.98 (0.84 -- 1.1),-0.026 (-0.21 -- 0.097),-27 (7.1 -- -3.3)
France,60424 (26765 -- 131212),Likely increasing,1.1 (0.86 -- 1.3),0.071 (-0.19 -- 0.31),9.7 (2.3 -- -3.7)
Germany,36305 (21291 -- 69478),Decreasing,0.8 (0.71 -- 0.9),-0.28 (-0.43 -- -0.13),-2.5 (-5.2 -- -1.6)
Greece,12021 (7571 -- 20832),Likely increasing,1 (0.94 -- 1.2),0.04 (-0.073 -- 0.18),17 (3.9 -- -9.5)
Hungary,1167 (529 -- 2805),Likely decreasing,0.98 (0.82 -- 1.1),-0.027 (-0.24 -- 0.15),-26 (4.5 -- -2.9)
Iceland,51 (11 -- 201),Likely decreasing,0.84 (0.58 -- 1.1),-0.22 (-0.66 -- 0.078),-3.2 (8.9 -- -1.1)
Ireland,5298 (2820 -- 11782),Likely decreasing,0.9 (0.75 -- 1),-0.13 (-0.36 -- 0.043),-5.2 (16 -- -1.9)
Italy,25021 (14817 -- 50761),Likely increasing,1 (0.92 -- 1.1),0.025 (-0.1 -- 0.16),28 (4.3 -- -6.7)
Latvia,3043 (1410 -- 7546),Likely decreasing,0.95 (0.75 -- 1.1),-0.063 (-0.35 -- 0.13),-11 (5.3 -- -2)
Luxembourg,333 (152 -- 809),Stable,0.99 (0.81 -- 1.2),-0.0083 (-0.26 -- 0.24),-83 (2.8 -- -2.6)
Malta,186 (89 -- 441),Likely decreasing,0.92 (0.76 -- 1.1),-0.11 (-0.34 -- 0.068),-6.4 (10 -- -2)
Netherlands,5938 (1533 -- 25967),Likely decreasing,0.87 (0.65 -- 1.1),-0.18 (-0.54 -- 0.13),-3.9 (5.3 -- -1.3)
Slovakia,2019 (1075 -- 3965),Decreasing,0.82 (0.68 -- 0.94),-0.25 (-0.48 -- -0.076),-2.8 (-9.1 -- -1.4)
Slovenia,1524 (639 -- 4374),Likely increasing,1.1 (0.87 -- 1.3),0.085 (-0.18 -- 0.39),8.1 (1.8 -- -3.8)
Spain,41737 (23996 -- 80825),Likely increasing,1 (0.96 -- 1.2),0.056 (-0.047 -- 0.2),12 (3.5 -- -15)
