Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,3766 (2349 -- 5893),Likely decreasing,0.92 (0.81 -- 1.1),-0.11 (-0.27 -- 0.068),-6.3 (10 -- -2.6)
Czechia,1070 (597 -- 2089),Decreasing,0.72 (0.61 -- 0.82),-0.41 (-0.61 -- -0.26),-1.7 (-2.7 -- -1.1)
Denmark,5801 (3390 -- 11125),Likely decreasing,0.93 (0.83 -- 1),-0.086 (-0.23 -- 0.04),-8 (18 -- -3)
Estonia,1011 (490 -- 2341),Decreasing,0.81 (0.66 -- 0.97),-0.26 (-0.52 -- -0.035),-2.7 (-20 -- -1.3)
Germany,13204 (8573 -- 22464),Decreasing,0.8 (0.72 -- 0.87),-0.28 (-0.42 -- -0.18),-2.5 (-3.8 -- -1.7)
Greece,11495 (6861 -- 20590),Likely decreasing,0.97 (0.89 -- 1),-0.041 (-0.15 -- 0.032),-17 (22 -- -4.5)
Hungary,1040 (534 -- 2358),Stable,0.99 (0.87 -- 1.2),-0.008 (-0.18 -- 0.18),-86 (3.8 -- -3.8)
Iceland,56 (13 -- 195),Likely decreasing,0.87 (0.58 -- 1.1),-0.18 (-0.67 -- 0.14),-3.9 (5.1 -- -1)
Ireland,2996 (1814 -- 5244),Decreasing,0.85 (0.75 -- 0.96),-0.2 (-0.36 -- -0.048),-3.5 (-14 -- -1.9)
Italy,25610 (12361 -- 50614),Likely decreasing,0.95 (0.78 -- 1.1),-0.065 (-0.32 -- 0.093),-11 (7.5 -- -2.2)
Latvia,1254 (628 -- 2814),Decreasing,0.83 (0.7 -- 0.97),-0.23 (-0.45 -- -0.033),-3 (-21 -- -1.6)
Malta,147 (68 -- 360),Likely decreasing,0.92 (0.79 -- 1.1),-0.099 (-0.29 -- 0.086),-7 (8.1 -- -2.4)
Netherlands,3507 (1390 -- 10111),Stable,1 (0.78 -- 1.3),-0.0051 (-0.31 -- 0.32),-140 (2.2 -- -2.2)
Slovakia,397 (234 -- 800),Decreasing,0.7 (0.59 -- 0.81),-0.45 (-0.64 -- -0.26),-1.5 (-2.6 -- -1.1)
Spain,45417 (25919 -- 89268),Likely increasing,1 (0.95 -- 1.1),0.045 (-0.064 -- 0.14),16 (4.9 -- -11)
