Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,1042 (257 -- 4747),Likely increasing,1.1 (0.93 -- 1.5),0.18 (-0.089 -- 0.52),3.9 (1.3 -- -7.8)
Croatia,370 (154 -- 985),Likely increasing,1 (0.86 -- 1.2),0.039 (-0.19 -- 0.26),18 (2.6 -- -3.6)
Denmark,457 (149 -- 1607),Stable,1 (0.78 -- 1.2),0.008 (-0.32 -- 0.28),87 (2.4 -- -2.2)
Estonia,82 (25 -- 339),Likely increasing,1.1 (0.87 -- 1.6),0.14 (-0.17 -- 0.63),5 (1.1 -- -4.1)
Finland,335 (168 -- 705),Stable,1 (0.82 -- 1.2),-0.0039 (-0.24 -- 0.25),-180 (2.7 -- -2.9)
Greece,919 (441 -- 2123),Likely decreasing,0.91 (0.74 -- 1.1),-0.12 (-0.38 -- 0.079),-5.7 (8.7 -- -1.8)
Hungary,150 (47 -- 461),Likely increasing,1 (0.81 -- 1.3),0.048 (-0.27 -- 0.36),15 (1.9 -- -2.6)
Ireland,82 (22 -- 310),Likely decreasing,0.83 (0.58 -- 1),-0.23 (-0.66 -- 0.048),-3.1 (15 -- -1)
Italy,1271 (460 -- 3977),Likely decreasing,0.85 (0.62 -- 1),-0.21 (-0.58 -- 0.056),-3.3 (12 -- -1.2)
Latvia,327 (111 -- 998),Likely increasing,1.2 (0.99 -- 1.6),0.21 (-0.018 -- 0.62),3.3 (1.1 -- -39)
Lithuania,69 (20 -- 320),Likely increasing,1.1 (0.9 -- 1.5),0.14 (-0.13 -- 0.51),5.1 (1.4 -- -5.2)
Malta,6 (1 -- 33),Likely decreasing,0.89 (0.63 -- 1.1),-0.14 (-0.56 -- 0.17),-4.8 (4.2 -- -1.2)
Poland,643 (211 -- 2274),Increasing,1.4 (1.1 -- 1.9),0.41 (0.1 -- 0.82),1.7 (0.84 -- 6.6)
Portugal,328 (177 -- 776),Decreasing,0.87 (0.74 -- 1),-0.17 (-0.37 -- 0.0011),-4 (620 -- -1.9)
Romania,328 (140 -- 852),Likely decreasing,0.97 (0.8 -- 1.1),-0.033 (-0.28 -- 0.16),-21 (4.5 -- -2.5)
Slovenia,383 (100 -- 1557),Stable,0.99 (0.76 -- 1.3),-0.009 (-0.34 -- 0.32),-77 (2.2 -- -2)
Sweden,4827 (1995 -- 12249),Increasing,1.3 (1.1 -- 1.7),0.39 (0.12 -- 0.7),1.8 (0.99 -- 5.6)
