Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,38583 (20296 -- 81541),Increasing,1.6 (1.3 -- 1.9),0.62 (0.34 -- 0.89),1.1 (0.78 -- 2.1)
Bulgaria,3861 (1837 -- 8169),Likely increasing,1.1 (0.94 -- 1.5),0.15 (-0.083 -- 0.52),4.8 (1.3 -- -8.4)
Croatia,16387 (9267 -- 30836),Increasing,1.7 (1.4 -- 2),0.72 (0.43 -- 0.95),0.96 (0.73 -- 1.6)
Cyprus,34942 (12331 -- 89003),Increasing,1.2 (1 -- 1.5),0.27 (0.013 -- 0.57),2.6 (1.2 -- 53)
Czechia,6289 (2827 -- 14704),Increasing,1.4 (1.1 -- 1.9),0.44 (0.1 -- 0.83),1.6 (0.84 -- 6.6)
Denmark,1492 (713 -- 3575),Stable,0.98 (0.81 -- 1.2),-0.019 (-0.26 -- 0.22),-36 (3.2 -- -2.7)
Estonia,411 (169 -- 1392),Likely decreasing,0.95 (0.8 -- 1.2),-0.066 (-0.28 -- 0.23),-10 (3 -- -2.5)
Finland,5623 (1679 -- 21535),Likely increasing,1.1 (0.9 -- 1.4),0.12 (-0.14 -- 0.49),6 (1.4 -- -5.1)
Germany,21263 (11117 -- 42699),Stable,1 (0.85 -- 1.2),-0.0026 (-0.21 -- 0.23),-260 (3 -- -3.3)
Greece,160534 (90987 -- 324066),Increasing,1.3 (1.1 -- 1.4),0.29 (0.12 -- 0.46),2.4 (1.5 -- 5.7)
Hungary,2978 (1408 -- 6280),Increasing,1.5 (1.1 -- 1.9),0.5 (0.14 -- 0.87),1.4 (0.8 -- 5)
Iceland,1065 (372 -- 3743),Likely increasing,1.2 (0.97 -- 1.6),0.2 (-0.033 -- 0.59),3.4 (1.2 -- -21)
Ireland,23181 (10665 -- 52476),Increasing,1.3 (1.1 -- 1.5),0.32 (0.094 -- 0.57),2.2 (1.2 -- 7.4)
Italy,97192 (50465 -- 249240),Likely decreasing,0.93 (0.77 -- 1.1),-0.087 (-0.33 -- 0.071),-7.9 (9.8 -- -2.1)
Latvia,407 (197 -- 1018),Stable,1 (0.91 -- 1.2),-0.00098 (-0.12 -- 0.18),-710 (3.8 -- -5.8)
Lithuania,2788 (1259 -- 6324),Likely increasing,1.2 (0.97 -- 1.5),0.2 (-0.033 -- 0.54),3.4 (1.3 -- -21)
Luxembourg,3203 (1579 -- 6966),Increasing,1.3 (1.1 -- 1.5),0.33 (0.13 -- 0.53),2.1 (1.3 -- 5.5)
Malta,4501 (2166 -- 10660),Increasing,1.1 (1 -- 1.3),0.15 (0.044 -- 0.3),4.6 (2.3 -- 16)
Netherlands,3498 (1884 -- 7099),Increasing,1.2 (1 -- 1.4),0.22 (0.0049 -- 0.46),3.2 (1.5 -- 140)
Norway,7106 (3870 -- 14629),Increasing,1.3 (1.1 -- 1.6),0.39 (0.15 -- 0.61),1.8 (1.1 -- 4.8)
Poland,3062 (1383 -- 7521),Likely increasing,1.1 (0.95 -- 1.4),0.13 (-0.063 -- 0.48),5.2 (1.5 -- -11)
Portugal,101148 (57057 -- 212183),Increasing,1.3 (1.2 -- 1.4),0.34 (0.22 -- 0.47),2 (1.5 -- 3.1)
Romania,56022 (34364 -- 98138),Increasing,1.7 (1.4 -- 1.8),0.67 (0.48 -- 0.82),1 (0.85 -- 1.4)
Slovakia,607 (294 -- 1648),Likely increasing,1.1 (0.92 -- 1.4),0.099 (-0.11 -- 0.46),7 (1.5 -- -6.4)
Slovenia,786 (353 -- 2097),Likely increasing,1.1 (0.96 -- 1.6),0.17 (-0.048 -- 0.59),4.1 (1.2 -- -14)
Spain,41468 (20145 -- 86760),Stable,1 (0.85 -- 1.2),0.0076 (-0.21 -- 0.26),91 (2.7 -- -3.3)
Sweden,7149 (3741 -- 13570),Likely increasing,1.3 (1 -- 1.5),0.29 (-0.0026 -- 0.57),2.4 (1.2 -- -270)
