Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,45717 (20828 -- 101794),Likely increasing,1.1 (0.91 -- 1.2),0.12 (-0.13 -- 0.29),6 (2.4 -- -5.5)
Cyprus,89 (33 -- 243),Stable,0.98 (0.79 -- 1.2),-0.027 (-0.29 -- 0.23),-25 (3.1 -- -2.4)
Czechia,27549 (13205 -- 82762),Stable,0.99 (0.77 -- 1.2),-0.0086 (-0.32 -- 0.22),-80 (3.2 -- -2.1)
Denmark,8490 (4726 -- 17123),Increasing,1.3 (1.1 -- 1.5),0.31 (0.077 -- 0.52),2.3 (1.3 -- 9.1)
Estonia,2126 (1289 -- 4070),Likely increasing,1 (0.95 -- 1.1),0.022 (-0.064 -- 0.14),31 (4.8 -- -11)
France,46049 (22072 -- 110072),Stable,1 (0.87 -- 1.2),0.0049 (-0.17 -- 0.22),140 (3.1 -- -4.1)
Germany,157279 (76373 -- 399484),Likely decreasing,0.85 (0.68 -- 1.1),-0.2 (-0.47 -- 0.086),-3.4 (8 -- -1.5)
Greece,10389 (6309 -- 19906),Likely decreasing,0.94 (0.85 -- 1),-0.084 (-0.2 -- 0.037),-8.2 (19 -- -3.4)
Hungary,1612 (742 -- 3909),Likely increasing,1.1 (0.96 -- 1.3),0.14 (-0.047 -- 0.38),5.1 (1.8 -- -15)
Iceland,172 (59 -- 643),Stable,1 (0.81 -- 1.3),0.024 (-0.27 -- 0.32),29 (2.2 -- -2.6)
Ireland,3516 (1986 -- 7254),Likely decreasing,0.99 (0.9 -- 1.1),-0.017 (-0.13 -- 0.15),-42 (4.7 -- -5.3)
Italy,19472 (11974 -- 33291),Decreasing,0.93 (0.85 -- 0.99),-0.093 (-0.2 -- -0.017),-7.4 (-42 -- -3.4)
Latvia,2835 (1664 -- 5290),Likely increasing,1 (0.96 -- 1.2),0.061 (-0.056 -- 0.22),11 (3.2 -- -12)
Luxembourg,410 (181 -- 1024),Likely increasing,1 (0.9 -- 1.2),0.051 (-0.13 -- 0.25),14 (2.7 -- -5.4)
Malta,366 (155 -- 1002),Likely increasing,1 (0.87 -- 1.2),0.039 (-0.17 -- 0.28),18 (2.5 -- -4)
Netherlands,28378 (12975 -- 67761),Likely increasing,1.1 (0.92 -- 1.3),0.11 (-0.11 -- 0.29),6.5 (2.4 -- -6.3)
Slovakia,7976 (3680 -- 22112),Likely increasing,1 (0.81 -- 1.2),0.035 (-0.26 -- 0.23),20 (3 -- -2.7)
Slovenia,927 (468 -- 2212),Likely increasing,1.1 (0.92 -- 1.3),0.084 (-0.1 -- 0.38),8.3 (1.8 -- -6.8)
Spain,28942 (17287 -- 55771),Likely increasing,1 (0.95 -- 1.2),0.05 (-0.07 -- 0.2),14 (3.5 -- -9.9)
