Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,25 (6 -- 107),Stable,1 (0.79 -- 1.3),0.0059 (-0.29 -- 0.36),120 (1.9 -- -2.4)
Bulgaria,382 (138 -- 1179),Likely decreasing,0.95 (0.77 -- 1.2),-0.069 (-0.32 -- 0.23),-10 (3 -- -2.2)
Czechia,1070 (640 -- 1971),Stable,1 (0.92 -- 1.2),0.022 (-0.11 -- 0.21),31 (3.4 -- -6.5)
Denmark,698 (327 -- 1672),Likely decreasing,0.95 (0.78 -- 1.1),-0.068 (-0.31 -- 0.17),-10 (4.1 -- -2.2)
Estonia,434 (165 -- 1396),Likely increasing,1.1 (0.87 -- 1.4),0.062 (-0.18 -- 0.41),11 (1.7 -- -3.8)
Greece,19053 (8747 -- 44774),Likely increasing,1 (0.89 -- 1.2),0.033 (-0.14 -- 0.26),21 (2.7 -- -4.8)
Hungary,212 (95 -- 517),Likely decreasing,0.94 (0.78 -- 1.1),-0.076 (-0.32 -- 0.13),-9.1 (5.5 -- -2.2)
Iceland,452 (147 -- 1801),Increasing,1.3 (1.1 -- 1.7),0.32 (0.065 -- 0.71),2.1 (0.97 -- 11)
Ireland,9786 (5307 -- 20002),Increasing,1.2 (1.1 -- 1.4),0.24 (0.097 -- 0.4),2.9 (1.7 -- 7.2)
Latvia,79 (41 -- 156),Stable,1 (0.87 -- 1.2),0.022 (-0.18 -- 0.23),32 (3 -- -3.8)
Liechtenstein,5 (0 -- 29),Likely increasing,1.1 (0.8 -- 1.6),0.098 (-0.28 -- 0.61),7.1 (1.1 -- -2.5)
Lithuania,1134 (654 -- 2199),Likely decreasing,0.97 (0.86 -- 1.2),-0.041 (-0.19 -- 0.21),-17 (3.3 -- -3.6)
Luxembourg,898 (384 -- 2384),Likely increasing,1.1 (0.96 -- 1.4),0.15 (-0.044 -- 0.42),4.7 (1.7 -- -16)
Malta,1176 (349 -- 3982),Increasing,1.5 (1.2 -- 2),0.56 (0.2 -- 0.91),1.2 (0.76 -- 3.5)
Poland,1835 (989 -- 4065),Stable,0.99 (0.87 -- 1.2),-0.013 (-0.18 -- 0.24),-52 (2.9 -- -3.8)
Portugal,32573 (15441 -- 74464),Increasing,1.9 (1.5 -- 2.2),0.83 (0.53 -- 1.1),0.84 (0.64 -- 1.3)
Romania,2243 (1132 -- 4791),Stable,1.1 (0.87 -- 1.6),0.063 (-0.18 -- 0.61),11 (1.1 -- -3.9)
Slovenia,334 (150 -- 836),Likely increasing,1.1 (0.97 -- 1.5),0.18 (-0.037 -- 0.52),3.9 (1.3 -- -19)
Sweden,2207 (1246 -- 4443),Likely increasing,1.1 (0.95 -- 1.2),0.067 (-0.064 -- 0.23),10 (3 -- -11)
