Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,768 (256 -- 2737),Increasing,1.3 (1.1 -- 1.7),0.35 (0.064 -- 0.73),2 (0.94 -- 11)
Croatia,441 (182 -- 1364),Likely increasing,1.1 (0.91 -- 1.3),0.088 (-0.12 -- 0.34),7.8 (2 -- -5.7)
Czechia,1017 (333 -- 3264),Increasing,1.2 (1 -- 1.5),0.26 (0.027 -- 0.56),2.7 (1.2 -- 25)
Denmark,334 (133 -- 922),Likely increasing,1 (0.85 -- 1.2),0.03 (-0.2 -- 0.25),23 (2.7 -- -3.5)
Estonia,50 (20 -- 161),Likely increasing,1.1 (0.87 -- 1.5),0.11 (-0.17 -- 0.58),6.5 (1.2 -- -4)
Finland,422 (163 -- 1007),Stable,1 (0.78 -- 1.3),0.012 (-0.32 -- 0.32),57 (2.2 -- -2.2)
Greece,1417 (792 -- 2814),Likely increasing,1 (0.97 -- 1.1),0.059 (-0.045 -- 0.16),12 (4.4 -- -15)
Hungary,84 (28 -- 352),Likely increasing,1.1 (0.85 -- 1.4),0.084 (-0.2 -- 0.44),8.2 (1.6 -- -3.4)
Ireland,48 (13 -- 159),Likely decreasing,0.82 (0.56 -- 1),-0.26 (-0.72 -- 0.03),-2.7 (23 -- -0.97)
Italy,1780 (586 -- 6268),Likely decreasing,0.89 (0.64 -- 1.1),-0.15 (-0.55 -- 0.12),-4.5 (5.7 -- -1.3)
Latvia,242 (82 -- 995),Increasing,1.3 (1.1 -- 1.7),0.33 (0.07 -- 0.67),2.1 (1 -- 9.8)
Lithuania,55 (17 -- 220),Likely increasing,1.1 (0.88 -- 1.5),0.13 (-0.17 -- 0.54),5.5 (1.3 -- -4.1)
Malta,8 (1 -- 40),Likely decreasing,0.92 (0.6 -- 1.2),-0.11 (-0.63 -- 0.2),-6.1 (3.5 -- -1.1)
Poland,259 (91 -- 911),Increasing,1.3 (1 -- 1.8),0.32 (0.048 -- 0.76),2.2 (0.92 -- 14)
Portugal,401 (229 -- 827),Decreasing,0.87 (0.73 -- 0.97),-0.18 (-0.39 -- -0.035),-3.9 (-20 -- -1.8)
Romania,783 (270 -- 2630),Likely increasing,1.1 (0.91 -- 1.3),0.1 (-0.12 -- 0.35),6.6 (2 -- -6)
Slovakia,25 (8 -- 80),Stable,0.99 (0.76 -- 1.3),-0.0086 (-0.34 -- 0.33),-81 (2.1 -- -2)
Slovenia,283 (83 -- 1431),Likely increasing,1.1 (0.89 -- 1.6),0.15 (-0.15 -- 0.59),4.5 (1.2 -- -4.6)
Sweden,980 (320 -- 3444),Likely increasing,1 (0.83 -- 1.3),0.056 (-0.23 -- 0.38),12 (1.8 -- -3)
