region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,878 (537 -- 1598),878,947,337,537,714,809,957,1108,1598,New confirmed cases by infection date,Decreasing,0.99
Finland,697 (215 -- 2160),697,882,709,215,414,565,831,1103,2160,New confirmed cases by infection date,Likely decreasing,0.69
Spain,626 (230 -- 1618),626,724,465,230,396,515,732,935,1618,New confirmed cases by infection date,Decreasing,0.97
Portugal,610 (301 -- 1324),610,704,406,301,451,544,694,854,1324,New confirmed cases by infection date,Likely decreasing,0.74
Poland,514 (198 -- 1877),514,709,634,198,346,441,623,833,1877,New confirmed cases by infection date,Likely increasing,0.16
Sweden,441 (153 -- 1246),441,547,449,153,303,384,511,659,1246,New confirmed cases by infection date,Likely decreasing,0.9
Greece,260 (127 -- 564),260,293,142,127,198,233,289,356,564,New confirmed cases by infection date,Decreasing,0.99
Italy,243 (127 -- 543),243,278,147,127,186,217,271,326,543,New confirmed cases by infection date,Decreasing,1
Germany,122 (62 -- 252),122,135,67,62,93,109,134,160,252,New confirmed cases by infection date,Decreasing,1
Bulgaria,116 (53 -- 257),116,131,71,53,85,102,131,160,257,New confirmed cases by infection date,Likely decreasing,0.9
Romania,60 (24 -- 169),60,74,55,24,40,51,70,90,169,New confirmed cases by infection date,Likely decreasing,0.9
Austria,59 (23 -- 165),59,71,48,23,41,51,68,88,165,New confirmed cases by infection date,Decreasing,0.95
Croatia,56 (18 -- 192),56,74,70,18,33,46,65,90,192,New confirmed cases by infection date,Decreasing,0.95
Slovenia,48 (16 -- 145),48,62,62,16,31,41,56,74,145,New confirmed cases by infection date,Decreasing,0.96
Latvia,44 (15 -- 126),44,54,39,15,29,38,51,66,126,New confirmed cases by infection date,Likely decreasing,0.91
Belgium,40 (12 -- 127),40,51,40,12,26,35,47,63,127,New confirmed cases by infection date,Decreasing,0.97
Ireland,31 (7 -- 124),31,45,49,7,17,26,38,56,124,New confirmed cases by infection date,Decreasing,0.98
Malta,29 (8 -- 147),29,48,105,8,17,24,37,53,147,New confirmed cases by infection date,Likely increasing,0.2
Estonia,14 (2 -- 47),14,17,16,2,8,12,16,21,47,New confirmed cases by infection date,Decreasing,0.97
Hungary,14 (2 -- 62),14,21,21,2,7,11,18,26,62,New confirmed cases by infection date,Likely decreasing,0.93
Lithuania,12 (1 -- 62),12,19,22,1,5,9,15,23,62,New confirmed cases by infection date,Likely decreasing,0.9
Czechia,6 (1 -- 35),6,10,12,1,2,4,7,12,35,New confirmed cases by infection date,Decreasing,1
Slovakia,4 (0 -- 27),4,7,12,0,1,3,5,8,27,New confirmed cases by infection date,Likely decreasing,0.88
Malta,1.1 (0.89 -- 1.5),1.1,1.1,0.2,0.89,1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.2
Poland,1.1 (0.94 -- 1.5),1.1,1.2,0.2,0.94,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.16
Cyprus,1 (0 -- 13),1,3,6,0,0,0,2,3,13,New confirmed cases by infection date,Likely decreasing,0.86
Portugal,0.96 (0.81 -- 1.1),0.96,0.95,0.082,0.81,0.91,0.94,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.74
Finland,0.94 (0.67 -- 1.2),0.94,0.93,0.16,0.67,0.84,0.9,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Bulgaria,0.9 (0.74 -- 1),0.9,0.9,0.091,0.74,0.85,0.88,0.92,0.95,1,Effective reproduction no.,Likely decreasing,0.9
Sweden,0.87 (0.65 -- 1.1),0.87,0.86,0.13,0.65,0.8,0.85,0.9,0.94,1.1,Effective reproduction no.,Likely decreasing,0.9
Latvia,0.86 (0.65 -- 1),0.86,0.85,0.12,0.65,0.78,0.84,0.88,0.93,1,Effective reproduction no.,Likely decreasing,0.91
Romania,0.86 (0.69 -- 1.1),0.86,0.87,0.12,0.69,0.8,0.84,0.89,0.93,1.1,Effective reproduction no.,Likely decreasing,0.9
France,0.83 (0.73 -- 0.95),0.83,0.83,0.066,0.73,0.8,0.82,0.85,0.87,0.95,Effective reproduction no.,Decreasing,0.99
Slovakia,0.83 (0.48 -- 1.1),0.83,0.81,0.19,0.48,0.69,0.78,0.87,0.92,1.1,Effective reproduction no.,Likely decreasing,0.88
Lithuania,0.82 (0.52 -- 1.1),0.82,0.8,0.17,0.52,0.69,0.77,0.86,0.92,1.1,Effective reproduction no.,Likely decreasing,0.9
Austria,0.8 (0.61 -- 1),0.8,0.8,0.12,0.61,0.72,0.77,0.83,0.87,1,Effective reproduction no.,Decreasing,0.95
Belgium,0.8 (0.57 -- 0.98),0.8,0.79,0.12,0.57,0.71,0.76,0.83,0.87,0.98,Effective reproduction no.,Decreasing,0.97
Estonia,0.8 (0.52 -- 0.96),0.8,0.78,0.13,0.52,0.71,0.78,0.83,0.87,0.96,Effective reproduction no.,Decreasing,0.97
Slovenia,0.8 (0.6 -- 0.98),0.8,0.8,0.12,0.6,0.71,0.77,0.83,0.87,0.98,Effective reproduction no.,Decreasing,0.96
Spain,0.8 (0.56 -- 0.98),0.8,0.79,0.13,0.56,0.7,0.76,0.84,0.89,0.98,Effective reproduction no.,Decreasing,0.97
Croatia,0.79 (0.63 -- 1),0.79,0.8,0.12,0.63,0.72,0.76,0.82,0.88,1,Effective reproduction no.,Decreasing,0.95
Hungary,0.78 (0.5 -- 1),0.78,0.78,0.16,0.5,0.66,0.74,0.83,0.89,1,Effective reproduction no.,Likely decreasing,0.93
Cyprus,0.77 (0.29 -- 1.1),0.77,0.74,0.25,0.29,0.57,0.7,0.83,0.92,1.1,Effective reproduction no.,Likely decreasing,0.86
Greece,0.76 (0.62 -- 0.9),0.76,0.76,0.087,0.62,0.7,0.74,0.78,0.82,0.9,Effective reproduction no.,Decreasing,0.99
Ireland,0.7 (0.47 -- 0.93),0.7,0.7,0.14,0.47,0.61,0.66,0.74,0.8,0.93,Effective reproduction no.,Decreasing,0.98
Germany,0.65 (0.53 -- 0.77),0.65,0.65,0.074,0.53,0.6,0.63,0.67,0.7,0.77,Effective reproduction no.,Decreasing,1
Czechia,0.62 (0.39 -- 0.87),0.62,0.62,0.14,0.39,0.52,0.58,0.65,0.71,0.87,Effective reproduction no.,Decreasing,1
Italy,0.56 (0.45 -- 0.7),0.56,0.57,0.075,0.45,0.51,0.54,0.58,0.61,0.7,Effective reproduction no.,Decreasing,1
