Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,59 (23 -- 165),Decreasing,0.8 (0.61 -- 1),-0.28 (-0.61 -- -0.0054),-2.4 (-130 -- -1.1)
Belgium,40 (12 -- 127),Decreasing,0.8 (0.57 -- 0.98),-0.28 (-0.69 -- -0.025),-2.5 (-28 -- -1)
Bulgaria,116 (53 -- 257),Likely decreasing,0.9 (0.74 -- 1),-0.13 (-0.37 -- 0.048),-5.4 (14 -- -1.9)
Croatia,56 (18 -- 192),Decreasing,0.79 (0.63 -- 1),-0.3 (-0.58 -- 0.00068),-2.3 (1000 -- -1.2)
Cyprus,1 (0 -- 13),Likely decreasing,0.77 (0.29 -- 1.1),-0.32 (-1.4 -- 0.12),-2.1 (5.7 -- -0.49)
Czechia,6 (1 -- 35),Decreasing,0.62 (0.39 -- 0.87),-0.6 (-1.1 -- -0.17),-1.2 (-4.1 -- -0.62)
Estonia,14 (2 -- 47),Decreasing,0.8 (0.52 -- 0.96),-0.28 (-0.77 -- -0.051),-2.5 (-14 -- -0.9)
Finland,697 (215 -- 2160),Likely decreasing,0.94 (0.67 -- 1.2),-0.081 (-0.51 -- 0.21),-8.6 (3.4 -- -1.4)
France,878 (537 -- 1598),Decreasing,0.83 (0.73 -- 0.95),-0.23 (-0.39 -- -0.071),-3 (-9.7 -- -1.8)
Germany,122 (62 -- 252),Decreasing,0.65 (0.53 -- 0.77),-0.53 (-0.77 -- -0.32),-1.3 (-2.1 -- -0.89)
Greece,260 (127 -- 564),Decreasing,0.76 (0.62 -- 0.9),-0.34 (-0.59 -- -0.13),-2 (-5.2 -- -1.2)
Hungary,14 (2 -- 62),Likely decreasing,0.78 (0.5 -- 1),-0.3 (-0.83 -- 0.051),-2.3 (14 -- -0.83)
Ireland,31 (7 -- 124),Decreasing,0.7 (0.47 -- 0.93),-0.44 (-0.91 -- -0.091),-1.6 (-7.6 -- -0.76)
Italy,243 (127 -- 543),Decreasing,0.56 (0.45 -- 0.7),-0.71 (-0.95 -- -0.44),-0.98 (-1.6 -- -0.73)
Latvia,44 (15 -- 126),Likely decreasing,0.86 (0.65 -- 1),-0.19 (-0.52 -- 0.039),-3.7 (18 -- -1.3)
Lithuania,12 (1 -- 62),Likely decreasing,0.82 (0.52 -- 1.1),-0.25 (-0.8 -- 0.07),-2.8 (9.9 -- -0.87)
Malta,29 (8 -- 147),Likely increasing,1.1 (0.89 -- 1.5),0.13 (-0.14 -- 0.55),5.1 (1.3 -- -4.9)
Poland,514 (198 -- 1877),Likely increasing,1.1 (0.94 -- 1.5),0.15 (-0.082 -- 0.57),4.7 (1.2 -- -8.5)
Portugal,610 (301 -- 1324),Likely decreasing,0.96 (0.81 -- 1.1),-0.052 (-0.26 -- 0.11),-13 (6.5 -- -2.7)
Romania,60 (24 -- 169),Likely decreasing,0.86 (0.69 -- 1.1),-0.19 (-0.46 -- 0.066),-3.7 (10 -- -1.5)
Slovakia,4 (0 -- 27),Likely decreasing,0.83 (0.48 -- 1.1),-0.24 (-0.88 -- 0.12),-2.9 (5.8 -- -0.79)
Slovenia,48 (16 -- 145),Decreasing,0.8 (0.6 -- 0.98),-0.28 (-0.63 -- -0.02),-2.4 (-34 -- -1.1)
Spain,626 (230 -- 1618),Decreasing,0.8 (0.56 -- 0.98),-0.28 (-0.7 -- -0.032),-2.5 (-22 -- -0.98)
Sweden,441 (153 -- 1246),Likely decreasing,0.87 (0.65 -- 1.1),-0.17 (-0.55 -- 0.068),-4 (10 -- -1.3)
