Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,11019 (6198 -- 32037),Likely decreasing,0.82 (0.66 -- 1),-0.25 (-0.51 -- 0.022),-2.8 (31 -- -1.4)
Belgium,1165 (596 -- 2420),Decreasing,0.72 (0.58 -- 0.84),-0.41 (-0.66 -- -0.22),-1.7 (-3.1 -- -1)
Bulgaria,1460 (938 -- 2576),Decreasing,0.79 (0.72 -- 0.88),-0.29 (-0.41 -- -0.15),-2.4 (-4.5 -- -1.7)
Croatia,1143 (586 -- 2987),Likely decreasing,0.85 (0.68 -- 1.2),-0.2 (-0.47 -- 0.26),-3.4 (2.7 -- -1.5)
Cyprus,4392 (2479 -- 9732),Likely decreasing,0.88 (0.77 -- 1.1),-0.15 (-0.32 -- 0.079),-4.5 (8.8 -- -2.1)
Czechia,793 (425 -- 1686),Likely decreasing,0.85 (0.72 -- 1),-0.21 (-0.41 -- 0.038),-3.3 (18 -- -1.7)
Denmark,906 (451 -- 2150),Likely decreasing,0.83 (0.67 -- 1),-0.24 (-0.5 -- 0.023),-2.9 (31 -- -1.4)
Estonia,559 (267 -- 1117),Likely decreasing,0.91 (0.77 -- 1.3),-0.12 (-0.33 -- 0.32),-5.6 (2.2 -- -2.1)
Finland,13785 (6740 -- 31667),Stable,0.99 (0.8 -- 1.2),-0.014 (-0.28 -- 0.25),-48 (2.8 -- -2.5)
France,142493 (77760 -- 350558),Likely decreasing,0.82 (0.67 -- 1),-0.25 (-0.49 -- 0.04),-2.8 (17 -- -1.4)
Germany,13927 (7810 -- 31708),Decreasing,0.77 (0.62 -- 0.92),-0.33 (-0.59 -- -0.11),-2.1 (-6.5 -- -1.2)
Greece,29218 (16402 -- 52796),Stable,0.99 (0.83 -- 1.3),-0.01 (-0.24 -- 0.34),-69 (2 -- -2.9)
Hungary,299 (131 -- 797),Decreasing,0.81 (0.64 -- 1),-0.27 (-0.55 -- -0.006),-2.6 (-120 -- -1.2)
Iceland,128 (48 -- 377),Likely decreasing,0.85 (0.65 -- 1),-0.2 (-0.53 -- 0.045),-3.4 (15 -- -1.3)
Ireland,3358 (1775 -- 7085),Likely decreasing,0.96 (0.85 -- 1.2),-0.056 (-0.21 -- 0.24),-12 (2.9 -- -3.3)
Italy,27001 (18135 -- 40924),Decreasing,0.66 (0.61 -- 0.73),-0.51 (-0.62 -- -0.39),-1.4 (-1.8 -- -1.1)
Latvia,309 (123 -- 813),Likely decreasing,0.88 (0.69 -- 1),-0.16 (-0.46 -- 0.053),-4.5 (13 -- -1.5)
Liechtenstein,0 (0 -- 10),Likely decreasing,0.81 (0.34 -- 1.1),-0.27 (-1.3 -- 0.16),-2.6 (4.4 -- -0.55)
Lithuania,772 (466 -- 1461),Decreasing,0.84 (0.74 -- 0.99),-0.22 (-0.37 -- -0.013),-3.2 (-52 -- -1.9)
Luxembourg,366 (197 -- 829),Likely decreasing,0.89 (0.78 -- 1.1),-0.14 (-0.3 -- 0.08),-4.9 (8.6 -- -2.3)
Malta,1626 (864 -- 3370),Likely increasing,1.1 (0.95 -- 1.2),0.069 (-0.064 -- 0.26),10 (2.6 -- -11)
Netherlands,1008 (555 -- 2042),Likely decreasing,0.86 (0.75 -- 1),-0.2 (-0.36 -- 0.012),-3.5 (58 -- -2)
Norway,1172 (689 -- 2203),Likely decreasing,0.89 (0.79 -- 1),-0.15 (-0.29 -- 0.012),-4.8 (60 -- -2.4)
Poland,1327 (638 -- 3106),Likely decreasing,0.85 (0.71 -- 1.2),-0.2 (-0.43 -- 0.18),-3.4 (3.8 -- -1.6)
Portugal,19960 (11201 -- 38805),Likely decreasing,0.97 (0.86 -- 1.1),-0.035 (-0.2 -- 0.14),-20 (4.8 -- -3.5)
Romania,5095 (2851 -- 10270),Likely decreasing,0.89 (0.76 -- 1.2),-0.14 (-0.34 -- 0.21),-4.9 (3.3 -- -2)
Slovakia,271 (125 -- 617),Decreasing,0.78 (0.65 -- 0.96),-0.31 (-0.54 -- -0.049),-2.2 (-14 -- -1.3)
Slovenia,185 (75 -- 631),Decreasing,0.74 (0.57 -- 0.95),-0.38 (-0.68 -- -0.069),-1.8 (-10 -- -1)
Spain,36462 (16146 -- 101467),Decreasing,0.72 (0.55 -- 0.95),-0.4 (-0.72 -- -0.064),-1.7 (-11 -- -0.96)
Sweden,1857 (1199 -- 3106),Decreasing,0.83 (0.76 -- 0.9),-0.24 (-0.34 -- -0.13),-2.9 (-5.2 -- -2)
