region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,142493 (77760 -- 350558),142493,168968,100427,77760,108970,127345,157667,192498,350558,New confirmed cases by infection date,Likely decreasing,0.92
Spain,36462 (16146 -- 101467),36462,46060,35019,16146,25600,32275,42641,54323,101467,New confirmed cases by infection date,Decreasing,0.97
Greece,29218 (16402 -- 52796),29218,31202,12059,16402,22915,26804,32099,36907,52796,New confirmed cases by infection date,Stable,0.52
Italy,27001 (18135 -- 40924),27001,27971,7167,18135,22701,25188,29013,32690,40924,New confirmed cases by infection date,Decreasing,1
Portugal,19960 (11201 -- 38805),19960,21998,9778,11201,15429,18018,21928,26317,38805,New confirmed cases by infection date,Likely decreasing,0.66
Germany,13927 (7810 -- 31708),13927,16038,8577,7810,10921,12452,15326,18471,31708,New confirmed cases by infection date,Decreasing,0.99
Finland,13785 (6740 -- 31667),13785,16214,11294,6740,10094,12300,15418,19098,31667,New confirmed cases by infection date,Stable,0.54
Austria,11019 (6198 -- 32037),11019,13342,8731,6198,8551,9969,12287,14522,32037,New confirmed cases by infection date,Likely decreasing,0.94
Romania,5095 (2851 -- 10270),5095,5674,2609,2851,4028,4653,5618,6686,10270,New confirmed cases by infection date,Likely decreasing,0.74
Cyprus,4392 (2479 -- 9732),4392,5060,2683,2479,3488,4026,4885,5772,9732,New confirmed cases by infection date,Likely decreasing,0.9
Ireland,3358 (1775 -- 7085),3358,3852,2217,1775,2605,3022,3754,4650,7085,New confirmed cases by infection date,Likely decreasing,0.65
Sweden,1857 (1199 -- 3106),1857,1969,627,1199,1520,1717,2002,2304,3106,New confirmed cases by infection date,Decreasing,1
Malta,1626 (864 -- 3370),1626,1799,804,864,1233,1478,1805,2143,3370,New confirmed cases by infection date,Likely increasing,0.19
Bulgaria,1460 (938 -- 2576),1460,1571,525,938,1213,1354,1582,1809,2576,New confirmed cases by infection date,Decreasing,1
Poland,1327 (638 -- 3106),1327,1543,947,638,959,1177,1485,1837,3106,New confirmed cases by infection date,Likely decreasing,0.88
Norway,1172 (689 -- 2203),1172,1267,501,689,937,1071,1277,1471,2203,New confirmed cases by infection date,Likely decreasing,0.94
Belgium,1165 (596 -- 2420),1165,1286,635,596,895,1055,1279,1487,2420,New confirmed cases by infection date,Decreasing,1
Croatia,1143 (586 -- 2987),1143,1368,825,586,852,1026,1283,1583,2987,New confirmed cases by infection date,Likely decreasing,0.81
Netherlands,1008 (555 -- 2042),1008,1129,599,555,776,909,1114,1301,2042,New confirmed cases by infection date,Likely decreasing,0.94
Denmark,906 (451 -- 2150),906,1053,591,451,684,807,1003,1248,2150,New confirmed cases by infection date,Likely decreasing,0.94
Czechia,793 (425 -- 1686),793,893,433,425,616,727,873,1033,1686,New confirmed cases by infection date,Likely decreasing,0.93
Lithuania,772 (466 -- 1461),772,842,348,466,630,714,839,963,1461,New confirmed cases by infection date,Decreasing,0.96
Estonia,559 (267 -- 1117),559,611,271,267,414,495,627,763,1117,New confirmed cases by infection date,Likely decreasing,0.68
Luxembourg,366 (197 -- 829),366,423,232,197,282,330,408,497,829,New confirmed cases by infection date,Likely decreasing,0.87
Latvia,309 (123 -- 813),309,372,279,123,215,265,355,445,813,New confirmed cases by infection date,Likely decreasing,0.9
Hungary,299 (131 -- 797),299,352,208,131,217,264,337,419,797,New confirmed cases by infection date,Decreasing,0.95
