Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,15 (3 -- 58),Likely decreasing,0.88 (0.61 -- 1.1),-0.16 (-0.6 -- 0.13),-4.3 (5.5 -- -1.1)
Bulgaria,358 (117 -- 1250),Likely decreasing,0.83 (0.62 -- 1),-0.23 (-0.59 -- 0.025),-3 (27 -- -1.2)
Czechia,636 (360 -- 1263),Decreasing,0.85 (0.73 -- 0.98),-0.21 (-0.39 -- -0.03),-3.3 (-23 -- -1.8)
Denmark,562 (329 -- 1033),Likely decreasing,0.92 (0.83 -- 1),-0.11 (-0.24 -- 0.031),-6.2 (23 -- -2.9)
Estonia,114 (48 -- 295),Decreasing,0.72 (0.56 -- 0.88),-0.41 (-0.7 -- -0.16),-1.7 (-4.4 -- -0.99)
Greece,15479 (8465 -- 32085),Stable,0.99 (0.88 -- 1.2),-0.016 (-0.17 -- 0.21),-45 (3.3 -- -4.1)
Hungary,236 (110 -- 577),Likely decreasing,0.91 (0.76 -- 1.1),-0.13 (-0.35 -- 0.15),-5.5 (4.6 -- -2)
Iceland,70 (24 -- 229),Likely increasing,1 (0.88 -- 1.4),0.06 (-0.17 -- 0.4),12 (1.7 -- -4.1)
Ireland,2517 (1485 -- 4627),Stable,1 (0.91 -- 1.2),0.03 (-0.12 -- 0.23),23 (3 -- -5.7)
Liechtenstein,1 (0 -- 13),Likely decreasing,0.87 (0.45 -- 1.2),-0.17 (-0.98 -- 0.24),-4 (2.9 -- -0.71)
Lithuania,1017 (620 -- 1844),Decreasing,0.82 (0.71 -- 0.89),-0.26 (-0.42 -- -0.14),-2.7 (-4.9 -- -1.6)
Luxembourg,197 (103 -- 429),Likely decreasing,0.88 (0.75 -- 1),-0.17 (-0.36 -- 0.011),-4.2 (61 -- -2)
Malta,54 (17 -- 185),Likely decreasing,0.92 (0.71 -- 1.1),-0.11 (-0.42 -- 0.16),-6.2 (4.5 -- -1.6)
Norway,976 (553 -- 1902),Stable,0.99 (0.88 -- 1.2),-0.013 (-0.16 -- 0.25),-53 (2.7 -- -4.3)
Poland,987 (552 -- 1981),Decreasing,0.77 (0.65 -- 0.92),-0.32 (-0.54 -- -0.1),-2.2 (-6.7 -- -1.3)
Portugal,1093 (622 -- 2144),Stable,0.98 (0.87 -- 1.2),-0.02 (-0.17 -- 0.22),-34 (3.2 -- -4.1)
Romania,1534 (972 -- 2549),Decreasing,0.81 (0.73 -- 0.88),-0.26 (-0.39 -- -0.16),-2.7 (-4.4 -- -1.8)
Slovenia,75 (32 -- 195),Decreasing,0.8 (0.64 -- 0.97),-0.28 (-0.55 -- -0.045),-2.5 (-15 -- -1.3)
Sweden,867 (521 -- 1647),Likely decreasing,0.9 (0.8 -- 1.1),-0.14 (-0.29 -- 0.068),-5 (10 -- -2.4)
