Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,3914 (2298 -- 7162),Likely decreasing,0.94 (0.82 -- 1.1),-0.082 (-0.25 -- 0.14),-8.5 (4.9 -- -2.7)
Czechia,724 (409 -- 1956),Decreasing,0.69 (0.58 -- 0.87),-0.45 (-0.67 -- -0.17),-1.5 (-4.1 -- -1)
Denmark,3035 (1828 -- 5631),Decreasing,0.83 (0.73 -- 0.94),-0.23 (-0.4 -- -0.076),-3 (-9.2 -- -1.8)
Estonia,655 (333 -- 1457),Decreasing,0.79 (0.66 -- 0.93),-0.3 (-0.52 -- -0.089),-2.3 (-7.8 -- -1.3)
Germany,10017 (6053 -- 19202),Decreasing,0.76 (0.66 -- 0.86),-0.34 (-0.51 -- -0.19),-2.1 (-3.6 -- -1.4)
Greece,11540 (6918 -- 21475),Likely decreasing,0.97 (0.9 -- 1),-0.034 (-0.14 -- 0.044),-20 (16 -- -5.1)
Hungary,511 (260 -- 1138),Likely decreasing,0.88 (0.72 -- 1),-0.16 (-0.4 -- 0.027),-4.4 (26 -- -1.7)
Iceland,61 (16 -- 196),Likely decreasing,0.91 (0.62 -- 1.2),-0.12 (-0.58 -- 0.2),-5.9 (3.5 -- -1.2)
Ireland,3074 (1698 -- 5749),Decreasing,0.85 (0.75 -- 0.96),-0.2 (-0.36 -- -0.05),-3.5 (-14 -- -1.9)
Italy,16791 (8801 -- 34945),Decreasing,0.86 (0.7 -- 1),-0.19 (-0.45 -- 0.00064),-3.7 (1100 -- -1.6)
Latvia,1129 (569 -- 2742),Decreasing,0.84 (0.69 -- 0.99),-0.22 (-0.46 -- -0.013),-3.2 (-55 -- -1.5)
Malta,252 (115 -- 619),Likely increasing,1 (0.89 -- 1.3),0.039 (-0.15 -- 0.31),18 (2.2 -- -4.6)
Netherlands,3601 (902 -- 17497),Likely decreasing,0.89 (0.64 -- 1.1),-0.15 (-0.54 -- 0.15),-4.6 (4.5 -- -1.3)
Slovakia,429 (234 -- 933),Decreasing,0.69 (0.57 -- 0.83),-0.46 (-0.68 -- -0.24),-1.5 (-2.9 -- -1)
Spain,42938 (25532 -- 81275),Likely decreasing,0.98 (0.9 -- 1.1),-0.028 (-0.14 -- 0.067),-25 (10 -- -5.1)
