Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,72410 (43231 -- 132487),Decreasing,0.72 (0.62 -- 0.83),-0.41 (-0.58 -- -0.24),-1.7 (-2.9 -- -1.2)
Belgium,20855 (10464 -- 51406),Decreasing,0.61 (0.48 -- 0.78),-0.61 (-0.88 -- -0.32),-1.1 (-2.2 -- -0.78)
Bulgaria,39214 (18828 -- 85706),Likely increasing,1.1 (0.92 -- 1.2),0.084 (-0.1 -- 0.22),8.2 (3.1 -- -6.7)
Croatia,55461 (17678 -- 244497),Likely increasing,1.1 (0.91 -- 1.5),0.14 (-0.12 -- 0.49),5 (1.4 -- -5.7)
Cyprus,12246 (7021 -- 22374),Likely decreasing,0.92 (0.81 -- 1),-0.11 (-0.27 -- 0.039),-6.3 (18 -- -2.6)
Czechia,13116 (7879 -- 24016),Decreasing,0.69 (0.62 -- 0.79),-0.45 (-0.6 -- -0.29),-1.5 (-2.4 -- -1.2)
Denmark,23765 (11108 -- 58863),Stable,0.99 (0.82 -- 1.1),-0.014 (-0.25 -- 0.17),-51 (4 -- -2.7)
Estonia,6220 (3668 -- 12665),Likely decreasing,0.93 (0.81 -- 1),-0.092 (-0.26 -- 0.04),-7.6 (17 -- -2.7)
Finland,60377 (30743 -- 110416),Stable,1 (0.91 -- 1.2),0.029 (-0.13 -- 0.2),24 (3.5 -- -5.5)
France,1364120 (666347 -- 3281730),Likely decreasing,0.89 (0.75 -- 1.1),-0.15 (-0.36 -- 0.13),-4.6 (5.5 -- -1.9)
Germany,89924 (54097 -- 172470),Decreasing,0.76 (0.64 -- 0.93),-0.34 (-0.55 -- -0.09),-2.1 (-7.7 -- -1.3)
Greece,106461 (62304 -- 189133),Stable,0.99 (0.88 -- 1.2),-0.019 (-0.16 -- 0.22),-37 (3.2 -- -4.3)
Hungary,7674 (4691 -- 14701),Likely decreasing,0.94 (0.85 -- 1),-0.083 (-0.21 -- 0.057),-8.3 (12 -- -3.3)
Iceland,120 (52 -- 321),Decreasing,0.74 (0.59 -- 0.9),-0.37 (-0.65 -- -0.13),-1.8 (-5.1 -- -1.1)
Ireland,12440 (5859 -- 30831),Likely decreasing,0.91 (0.75 -- 1.1),-0.12 (-0.37 -- 0.074),-5.8 (9.4 -- -1.9)
Italy,569254 (261404 -- 1310300),Likely decreasing,0.9 (0.71 -- 1.1),-0.14 (-0.42 -- 0.079),-5 (8.8 -- -1.6)
Latvia,3349 (1865 -- 6591),Likely decreasing,0.94 (0.8 -- 1),-0.073 (-0.27 -- 0.062),-9.5 (11 -- -2.5)
Liechtenstein,14 (2 -- 60),Likely decreasing,0.78 (0.54 -- 1),-0.31 (-0.74 -- 0.017),-2.3 (41 -- -0.94)
Lithuania,7842 (4559 -- 15923),Decreasing,0.78 (0.69 -- 0.9),-0.31 (-0.47 -- -0.14),-2.2 (-5.1 -- -1.5)
Luxembourg,3215 (1276 -- 11284),Decreasing,0.68 (0.53 -- 0.9),-0.48 (-0.78 -- -0.14),-1.4 (-5 -- -0.89)
Malta,1864 (993 -- 4097),Likely decreasing,0.95 (0.83 -- 1.1),-0.061 (-0.23 -- 0.074),-11 (9.3 -- -3)
Netherlands,6107 (3644 -- 10928),Decreasing,0.73 (0.64 -- 0.85),-0.39 (-0.55 -- -0.2),-1.8 (-3.5 -- -1.3)
Norway,13253 (5978 -- 31902),Likely decreasing,0.95 (0.76 -- 1.1),-0.06 (-0.34 -- 0.14),-12 (5 -- -2)
Poland,30897 (15353 -- 72817),Decreasing,0.61 (0.5 -- 0.8),-0.61 (-0.86 -- -0.28),-1.1 (-2.5 -- -0.81)
Portugal,29974 (17598 -- 50528),Likely decreasing,0.98 (0.91 -- 1),-0.026 (-0.12 -- 0.053),-27 (13 -- -5.8)
Romania,92465 (44934 -- 192892),Likely decreasing,0.86 (0.73 -- 1),-0.19 (-0.38 -- 0.028),-3.6 (25 -- -1.8)
Slovakia,7869 (4409 -- 15418),Decreasing,0.81 (0.71 -- 0.92),-0.27 (-0.43 -- -0.11),-2.6 (-6.6 -- -1.6)
Slovenia,5861 (2274 -- 19529),Decreasing,0.63 (0.47 -- 0.88),-0.57 (-0.92 -- -0.16),-1.2 (-4.4 -- -0.75)
Spain,141720 (74792 -- 305552),Stable,0.99 (0.86 -- 1.1),-0.0085 (-0.19 -- 0.14),-82 (5 -- -3.7)
Sweden,25645 (14845 -- 49346),Likely increasing,1 (0.93 -- 1.1),0.042 (-0.092 -- 0.14),17 (5.1 -- -7.5)
