Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,2272 (990 -- 6291),Likely decreasing,0.94 (0.69 -- 1.2),-0.076 (-0.46 -- 0.23),-9.1 (3 -- -1.5)
Czechia,117 (53 -- 323),Likely decreasing,0.83 (0.68 -- 1),-0.23 (-0.48 -- 0.032),-3 (22 -- -1.4)
Denmark,1731 (893 -- 3516),Stable,0.99 (0.82 -- 1.2),-0.0081 (-0.25 -- 0.22),-85 (3.2 -- -2.8)
Estonia,112 (49 -- 299),Likely decreasing,0.85 (0.68 -- 1),-0.2 (-0.47 -- 0.025),-3.4 (28 -- -1.5)
Germany,9401 (3991 -- 23127),Likely decreasing,0.95 (0.71 -- 1.2),-0.071 (-0.42 -- 0.22),-9.8 (3.1 -- -1.6)
Greece,3829 (1989 -- 7763),Stable,1 (0.87 -- 1.4),0.0041 (-0.18 -- 0.41),170 (1.7 -- -3.8)
Ireland,2280 (1220 -- 4417),Likely increasing,1.1 (0.92 -- 1.4),0.11 (-0.1 -- 0.46),6.5 (1.5 -- -6.9)
Italy,2085 (1257 -- 4583),Decreasing,0.83 (0.72 -- 0.96),-0.23 (-0.41 -- -0.059),-3 (-12 -- -1.7)
Latvia,247 (107 -- 627),Likely decreasing,0.88 (0.73 -- 1.1),-0.16 (-0.39 -- 0.14),-4.2 (5.1 -- -1.8)
Malta,1008 (405 -- 2677),Likely increasing,1.1 (0.95 -- 1.3),0.11 (-0.07 -- 0.35),6.5 (2 -- -9.9)
Netherlands,2292 (809 -- 8432),Stable,1 (0.82 -- 1.2),-0.0029 (-0.25 -- 0.29),-240 (2.4 -- -2.8)
Slovakia,102 (40 -- 317),Decreasing,0.8 (0.62 -- 1),-0.28 (-0.59 -- 0.00065),-2.5 (1100 -- -1.2)
Spain,28822 (15066 -- 59577),Stable,0.99 (0.81 -- 1.2),-0.01 (-0.25 -- 0.23),-69 (3 -- -2.7)
