region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Spain,28822 (15066 -- 59577),28822,31851,14191,15066,21770,25862,32349,38699,59577,New confirmed cases by infection date,Stable,0.53
Germany,9401 (3991 -- 23127),9401,10932,6417,3991,6565,8269,10825,13339,23127,New confirmed cases by infection date,Likely decreasing,0.68
Greece,3829 (1989 -- 7763),3829,4219,1997,1989,2877,3401,4250,5054,7763,New confirmed cases by infection date,Stable,0.49
Netherlands,2292 (809 -- 8432),2292,3191,2958,809,1507,1959,2758,3855,8432,New confirmed cases by infection date,Stable,0.5
Ireland,2280 (1220 -- 4417),2280,2492,1085,1220,1764,2077,2522,2954,4417,New confirmed cases by infection date,Likely increasing,0.28
Belgium,2272 (990 -- 6291),2272,2753,1851,990,1586,1954,2629,3286,6291,New confirmed cases by infection date,Likely decreasing,0.67
Italy,2085 (1257 -- 4583),2085,2390,1099,1257,1680,1926,2309,2767,4583,New confirmed cases by infection date,Decreasing,0.98
Denmark,1731 (893 -- 3516),1731,1923,860,893,1324,1567,1959,2328,3516,New confirmed cases by infection date,Stable,0.53
Malta,1008 (405 -- 2677),1008,1212,848,405,678,875,1165,1482,2677,New confirmed cases by infection date,Likely increasing,0.15
Latvia,247 (107 -- 627),247,292,196,107,178,217,277,351,627,New confirmed cases by infection date,Likely decreasing,0.87
Czechia,117 (53 -- 323),117,143,96,53,85,104,132,171,323,New confirmed cases by infection date,Likely decreasing,0.92
Estonia,112 (49 -- 299),112,134,91,49,79,98,126,157,299,New confirmed cases by infection date,Likely decreasing,0.93
Slovakia,102 (40 -- 317),102,130,106,40,70,87,119,154,317,New confirmed cases by infection date,Decreasing,0.95
Ireland,1.1 (0.92 -- 1.4),1.1,1.1,0.16,0.92,0.99,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.28
Malta,1.1 (0.95 -- 1.3),1.1,1.1,0.11,0.95,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.15
Greece,1 (0.87 -- 1.4),1,1.1,0.16,0.87,0.94,0.97,1,1.1,1.4,Effective reproduction no.,Stable,0.49
Netherlands,1 (0.82 -- 1.2),1,1,0.14,0.82,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.5
Denmark,0.99 (0.82 -- 1.2),0.99,1,0.11,0.82,0.92,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.53
Spain,0.99 (0.81 -- 1.2),0.99,1,0.12,0.81,0.92,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.53
Germany,0.95 (0.71 -- 1.2),0.95,0.94,0.14,0.71,0.85,0.91,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.68
Belgium,0.94 (0.69 -- 1.2),0.94,0.95,0.16,0.69,0.85,0.91,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Latvia,0.88 (0.73 -- 1.1),0.88,0.89,0.12,0.73,0.82,0.85,0.9,0.94,1.1,Effective reproduction no.,Likely decreasing,0.87
Estonia,0.85 (0.68 -- 1),0.85,0.85,0.1,0.68,0.78,0.82,0.87,0.91,1,Effective reproduction no.,Likely decreasing,0.93
Czechia,0.83 (0.68 -- 1),0.83,0.84,0.11,0.68,0.77,0.81,0.85,0.89,1,Effective reproduction no.,Likely decreasing,0.92
Italy,0.83 (0.72 -- 0.96),0.83,0.83,0.072,0.72,0.8,0.82,0.84,0.87,0.96,Effective reproduction no.,Decreasing,0.98
Slovakia,0.8 (0.62 -- 1),0.8,0.8,0.12,0.62,0.72,0.77,0.83,0.87,1,Effective reproduction no.,Decreasing,0.95
