Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,176 (83 -- 416),Likely decreasing,0.97 (0.83 -- 1.1),-0.032 (-0.23 -- 0.17),-21 (4.2 -- -3)
Croatia,776 (296 -- 2275),Stable,1 (0.79 -- 1.3),0.012 (-0.29 -- 0.31),58 (2.3 -- -2.4)
Czechia,329 (105 -- 1286),Likely decreasing,0.75 (0.5 -- 1),-0.35 (-0.83 -- 0.029),-2 (24 -- -0.84)
Estonia,112 (32 -- 414),Likely decreasing,0.93 (0.72 -- 1.1),-0.094 (-0.42 -- 0.17),-7.3 (4.1 -- -1.7)
Ireland,136 (41 -- 435),Likely decreasing,0.91 (0.65 -- 1.1),-0.13 (-0.52 -- 0.1),-5.5 (7 -- -1.3)
Italy,2454 (1062 -- 5734),Decreasing,0.68 (0.53 -- 0.92),-0.48 (-0.77 -- -0.1),-1.4 (-6.7 -- -0.9)
Latvia,376 (194 -- 754),Stable,1 (0.85 -- 1.2),-0.0059 (-0.21 -- 0.2),-120 (3.4 -- -3.3)
Lithuania,70 (22 -- 255),Likely increasing,1.1 (0.9 -- 1.5),0.1 (-0.14 -- 0.51),7 (1.4 -- -5)
Malta,106 (30 -- 518),Increasing,1.3 (1 -- 1.9),0.33 (0.0076 -- 0.82),2.1 (0.85 -- 91)
Poland,1869 (511 -- 6917),Stable,0.97 (0.72 -- 1.2),-0.036 (-0.41 -- 0.2),-19 (3.5 -- -1.7)
Portugal,896 (410 -- 1951),Stable,0.99 (0.81 -- 1.2),-0.015 (-0.26 -- 0.18),-46 (3.9 -- -2.7)
Romania,236 (89 -- 746),Stable,1 (0.79 -- 1.2),-0.0064 (-0.29 -- 0.24),-110 (2.9 -- -2.4)
Slovakia,44 (8 -- 179),Likely decreasing,0.87 (0.57 -- 1.1),-0.17 (-0.69 -- 0.13),-4 (5.3 -- -1)
Slovenia,418 (104 -- 1421),Likely decreasing,0.86 (0.56 -- 1.1),-0.19 (-0.71 -- 0.064),-3.7 (11 -- -0.97)
Sweden,970 (516 -- 1894),Decreasing,0.74 (0.63 -- 0.88),-0.38 (-0.57 -- -0.16),-1.8 (-4.4 -- -1.2)
