Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,18 (4 -- 68),Likely decreasing,0.96 (0.73 -- 1.2),-0.053 (-0.4 -- 0.23),-13 (3.1 -- -1.7)
Bulgaria,355 (121 -- 1178),Likely decreasing,0.9 (0.71 -- 1.1),-0.14 (-0.43 -- 0.12),-5.1 (5.7 -- -1.6)
Czechia,834 (496 -- 1496),Likely decreasing,0.97 (0.87 -- 1.1),-0.042 (-0.18 -- 0.17),-17 (4.1 -- -3.9)
Denmark,646 (350 -- 1353),Likely decreasing,0.93 (0.81 -- 1.1),-0.093 (-0.28 -- 0.076),-7.4 (9.2 -- -2.5)
Estonia,349 (151 -- 945),Stable,1 (0.85 -- 1.3),0.001 (-0.2 -- 0.31),700 (2.2 -- -3.4)
Greece,14062 (6505 -- 35038),Likely decreasing,0.95 (0.8 -- 1.1),-0.068 (-0.27 -- 0.12),-10 (5.7 -- -2.6)
Hungary,303 (149 -- 720),Likely decreasing,0.98 (0.86 -- 1.2),-0.028 (-0.2 -- 0.18),-24 (3.9 -- -3.5)
Iceland,125 (43 -- 436),Likely increasing,1.1 (0.9 -- 1.5),0.12 (-0.13 -- 0.49),6 (1.4 -- -5.3)
Ireland,5328 (3135 -- 9883),Increasing,1.1 (1 -- 1.2),0.14 (0.027 -- 0.28),4.9 (2.5 -- 26)
Latvia,81 (41 -- 160),Stable,1 (0.87 -- 1.2),0.023 (-0.18 -- 0.24),30 (2.9 -- -3.9)
Liechtenstein,2 (0 -- 15),Stable,1 (0.7 -- 1.5),0.0085 (-0.45 -- 0.49),82 (1.4 -- -1.5)
Lithuania,982 (564 -- 1837),Likely decreasing,0.9 (0.8 -- 1.1),-0.13 (-0.28 -- 0.12),-5.3 (5.9 -- -2.5)
Luxembourg,334 (147 -- 865),Stable,0.99 (0.84 -- 1.2),-0.013 (-0.22 -- 0.21),-55 (3.3 -- -3.2)
Malta,245 (89 -- 813),Increasing,1.2 (1 -- 1.7),0.28 (0.028 -- 0.68),2.5 (1 -- 24)
Poland,1530 (784 -- 3135),Likely decreasing,0.94 (0.81 -- 1.3),-0.073 (-0.27 -- 0.34),-9.6 (2 -- -2.6)
Portugal,6292 (3064 -- 14006),Increasing,1.5 (1.1 -- 1.9),0.5 (0.17 -- 0.83),1.4 (0.83 -- 4)
Romania,1145 (677 -- 2152),Likely decreasing,0.87 (0.76 -- 1.1),-0.18 (-0.35 -- 0.068),-3.9 (10 -- -2)
Slovenia,137 (63 -- 327),Likely decreasing,0.97 (0.83 -- 1.2),-0.042 (-0.23 -- 0.24),-17 (2.9 -- -3)
Sweden,1708 (980 -- 3336),Likely increasing,1.1 (0.97 -- 1.3),0.13 (-0.041 -- 0.34),5.1 (2 -- -17)
