Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,1885 (353 -- 8191),Likely decreasing,0.81 (0.49 -- 1.1),-0.26 (-0.85 -- 0.065),-2.7 (11 -- -0.81)
Czechia,225 (104 -- 554),Decreasing,0.64 (0.5 -- 0.8),-0.54 (-0.84 -- -0.28),-1.3 (-2.5 -- -0.83)
Denmark,1334 (743 -- 2785),Decreasing,0.74 (0.62 -- 0.89),-0.38 (-0.6 -- -0.14),-1.8 (-4.8 -- -1.2)
Estonia,231 (119 -- 540),Decreasing,0.76 (0.62 -- 0.89),-0.35 (-0.59 -- -0.14),-2 (-4.8 -- -1.2)
Germany,5088 (3080 -- 9140),Decreasing,0.74 (0.65 -- 0.82),-0.37 (-0.54 -- -0.24),-1.9 (-2.9 -- -1.3)
Greece,4727 (2601 -- 9897),Decreasing,0.79 (0.67 -- 0.93),-0.29 (-0.5 -- -0.091),-2.4 (-7.7 -- -1.4)
Hungary,545 (237 -- 1577),Likely decreasing,0.91 (0.7 -- 1.1),-0.12 (-0.44 -- 0.14),-5.8 (5.1 -- -1.6)
Ireland,2476 (1501 -- 4325),Likely decreasing,0.91 (0.76 -- 1),-0.11 (-0.35 -- 0.009),-6.1 (77 -- -2)
Italy,6603 (3791 -- 13478),Decreasing,0.8 (0.71 -- 0.93),-0.27 (-0.42 -- -0.093),-2.5 (-7.5 -- -1.6)
Latvia,712 (359 -- 1524),Decreasing,0.88 (0.73 -- 1),-0.17 (-0.39 -- 0.0029),-4.2 (240 -- -1.8)
Malta,421 (183 -- 1113),Likely increasing,1.1 (0.95 -- 1.4),0.13 (-0.061 -- 0.43),5.3 (1.6 -- -11)
Netherlands,2694 (769 -- 12603),Likely decreasing,0.95 (0.74 -- 1.2),-0.062 (-0.38 -- 0.25),-11 (2.8 -- -1.8)
Slovakia,213 (120 -- 417),Decreasing,0.76 (0.63 -- 0.91),-0.34 (-0.56 -- -0.12),-2.1 (-5.6 -- -1.2)
Spain,29349 (17635 -- 56287),Likely decreasing,0.92 (0.85 -- 1),-0.1 (-0.2 -- 0.0038),-6.9 (180 -- -3.4)
