Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,79 (26 -- 299),Likely increasing,1.1 (0.91 -- 1.5),0.13 (-0.12 -- 0.5),5.2 (1.4 -- -5.9)
Croatia,466 (148 -- 1911),Increasing,1.2 (1 -- 1.7),0.28 (0.015 -- 0.66),2.5 (1 -- 45)
Czechia,235 (68 -- 1090),Increasing,1.3 (1 -- 1.9),0.38 (0.053 -- 0.83),1.8 (0.84 -- 13)
Denmark,202 (63 -- 771),Stable,0.99 (0.74 -- 1.2),-0.015 (-0.37 -- 0.25),-47 (2.8 -- -1.9)
Estonia,2 (0 -- 17),Stable,1 (0.77 -- 1.5),0.014 (-0.33 -- 0.51),49 (1.4 -- -2.1)
Greece,1490 (721 -- 3376),Likely increasing,1.1 (0.97 -- 1.2),0.11 (-0.039 -- 0.24),6.5 (2.8 -- -18)
Ireland,42 (7 -- 213),Decreasing,0.71 (0.46 -- 0.97),-0.42 (-0.93 -- -0.037),-1.7 (-19 -- -0.74)
Italy,1743 (564 -- 5535),Likely decreasing,0.97 (0.73 -- 1.2),-0.036 (-0.39 -- 0.19),-19 (3.6 -- -1.8)
Latvia,52 (16 -- 202),Likely increasing,1.2 (0.95 -- 1.6),0.2 (-0.058 -- 0.64),3.4 (1.1 -- -12)
Lithuania,15 (4 -- 63),Stable,0.97 (0.72 -- 1.4),-0.037 (-0.41 -- 0.39),-19 (1.8 -- -1.7)
Malta,13 (2 -- 62),Likely decreasing,0.9 (0.62 -- 1.1),-0.13 (-0.58 -- 0.18),-5.2 (3.9 -- -1.2)
Poland,85 (27 -- 335),Likely increasing,1.2 (0.99 -- 1.7),0.25 (-0.0073 -- 0.71),2.8 (0.98 -- -96)
Portugal,1463 (660 -- 3591),Likely increasing,1 (0.86 -- 1.2),0.027 (-0.19 -- 0.21),26 (3.3 -- -3.7)
Romania,398 (154 -- 1196),Increasing,1.3 (1.1 -- 1.7),0.34 (0.08 -- 0.7),2 (0.99 -- 8.7)
Slovenia,60 (19 -- 238),Likely increasing,1.1 (0.89 -- 1.5),0.11 (-0.16 -- 0.49),6.3 (1.4 -- -4.4)
