Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,17358 (7171 -- 49398),Likely increasing,1.2 (0.82 -- 1.7),0.03 (-0.035 -- 0.1),23 (6.7 -- -20)
Belgium,1744580 (81517 -- 21706300),Increasing,6.9 (2.7 -- 9.6),0.38 (0.18 -- 0.48),1.8 (1.4 -- 3.9)
Bulgaria,93 (47 -- 269),Likely decreasing,0.92 (0.73 -- 1.4),-0.016 (-0.055 -- 0.068),-44 (10 -- -13)
Croatia,146 (78 -- 278),Likely increasing,1.1 (0.76 -- 1.5),0.013 (-0.05 -- 0.075),55 (9.2 -- -14)
Cyprus,453 (249 -- 933),Likely decreasing,0.94 (0.78 -- 1.4),-0.012 (-0.045 -- 0.06),-59 (12 -- -15)
Czechia,3711 (2290 -- 5886),Increasing,1.4 (1.1 -- 1.7),0.059 (0.0098 -- 0.1),12 (6.6 -- 71)
Denmark,232 (73 -- 1142),Likely decreasing,0.86 (0.58 -- 1.6),-0.027 (-0.096 -- 0.086),-25 (8.1 -- -7.3)
Estonia,67 (10 -- 331),Likely decreasing,0.94 (0.54 -- 1.4),-0.011 (-0.11 -- 0.067),-65 (10 -- -6.5)
Finland,291 (37 -- 1393),Likely decreasing,0.87 (0.47 -- 1.2),-0.025 (-0.13 -- 0.039),-28 (18 -- -5.3)
France,11752 (5816 -- 26406),Likely increasing,1.3 (0.82 -- 2.1),0.044 (-0.035 -- 0.15),16 (4.8 -- -20)
Germany,75424 (19855 -- 970608),Likely increasing,1.1 (0.72 -- 2.3),0.019 (-0.058 -- 0.16),37 (4.2 -- -12)
Greece,0 (0 -- 0),Likely decreasing,0.012 (8.5e-06 -- 1.3),-0.56 (-0.91 -- 0.074),-1.2 (9.4 -- -0.76)
Hungary,106 (15 -- 684),Likely decreasing,0.86 (0.45 -- 1.7),-0.028 (-0.14 -- 0.097),-25 (7.2 -- -5)
Ireland,193 (36 -- 901),Likely decreasing,0.92 (0.57 -- 1.4),-0.016 (-0.096 -- 0.067),-43 (10 -- -7.2)
Italy,7763 (4162 -- 16380),Likely decreasing,0.89 (0.72 -- 1.2),-0.022 (-0.058 -- 0.037),-32 (19 -- -12)
Latvia,53 (13 -- 342),Stable,0.97 (0.56 -- 2),-0.0056 (-0.1 -- 0.13),-120 (5.3 -- -6.9)
Liechtenstein,2 (0 -- 9),Likely decreasing,0.85 (0.49 -- 1.4),-0.03 (-0.12 -- 0.061),-23 (11 -- -5.7)
Lithuania,640 (355 -- 1502),Likely decreasing,0.98 (0.81 -- 1.3),-0.0038 (-0.037 -- 0.046),-180 (15 -- -19)
Luxembourg,133 (43 -- 457),Likely decreasing,0.93 (0.63 -- 1.4),-0.013 (-0.082 -- 0.057),-52 (12 -- -8.5)
Malta,4 (0 -- 42),Likely decreasing,0.82 (0.36 -- 2.1),-0.037 (-0.17 -- 0.15),-19 (4.7 -- -4)
Netherlands,695 (98 -- 11938),Stable,1.1 (0.42 -- 3.6),0.011 (-0.15 -- 0.26),65 (2.7 -- -4.6)
Norway,124 (64 -- 220),Likely increasing,1.1 (0.74 -- 1.4),0.0095 (-0.054 -- 0.067),73 (10 -- -13)
Poland,7344 (4097 -- 13256),Increasing,1.4 (1.1 -- 2),0.068 (0.011 -- 0.13),10 (5.4 -- 65)
Portugal,498 (27 -- 4682),Stable,0.96 (0.22 -- 1.5),-0.0083 (-0.25 -- 0.08),-84 (8.7 -- -2.8)
Romania,1132 (524 -- 2925),Stable,1 (0.82 -- 1.5),0.0039 (-0.036 -- 0.074),180 (9.4 -- -19)
Slovakia,713 (406 -- 1258),Likely increasing,1.3 (0.94 -- 1.6),0.042 (-0.011 -- 0.093),17 (7.4 -- -64)
Slovenia,891 (510 -- 1675),Likely increasing,1.3 (0.94 -- 1.8),0.045 (-0.011 -- 0.11),15 (6.5 -- -62)
Spain,1166 (248 -- 6606),Likely decreasing,0.92 (0.57 -- 1.7),-0.016 (-0.099 -- 0.1),-44 (6.7 -- -7)
Sweden,225 (83 -- 698),Likely decreasing,0.81 (0.55 -- 1.2),-0.038 (-0.1 -- 0.037),-18 (19 -- -6.6)
Switzerland,154 (14 -- 1229),Likely decreasing,0.79 (0.34 -- 1.3),-0.042 (-0.18 -- 0.053),-17 (13 -- -3.9)
United Kingdom,4982 (1531 -- 20899),Stable,0.98 (0.7 -- 1.5),-0.0042 (-0.062 -- 0.071),-170 (9.7 -- -11)
