Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,255 (120 -- 655),Likely decreasing,0.93 (0.75 -- 1.1),-0.097 (-0.36 -- 0.069),-7.1 (10 -- -1.9)
Croatia,384 (154 -- 1014),Stable,1 (0.82 -- 1.2),0.015 (-0.25 -- 0.26),47 (2.7 -- -2.7)
Czechia,1907 (919 -- 5038),Increasing,1.2 (1 -- 1.3),0.2 (0.058 -- 0.39),3.5 (1.8 -- 12)
Denmark,864 (271 -- 2870),Likely increasing,1 (0.81 -- 1.3),0.039 (-0.26 -- 0.35),18 (2 -- -2.7)
Estonia,401 (115 -- 1831),Increasing,1.4 (1.1 -- 1.9),0.41 (0.1 -- 0.87),1.7 (0.8 -- 6.9)
Greece,995 (553 -- 2020),Stable,1 (0.9 -- 1.1),0.0079 (-0.13 -- 0.16),87 (4.2 -- -5.3)
Hungary,332 (107 -- 993),Stable,1 (0.77 -- 1.2),0.021 (-0.33 -- 0.25),34 (2.8 -- -2.1)
Ireland,80 (30 -- 213),Likely decreasing,0.87 (0.68 -- 1),-0.17 (-0.47 -- 0.047),-4.1 (15 -- -1.5)
Italy,4243 (1200 -- 19294),Stable,1 (0.78 -- 1.4),0.042 (-0.3 -- 0.4),17 (1.7 -- -2.3)
Latvia,464 (139 -- 1753),Likely increasing,1.1 (0.93 -- 1.7),0.18 (-0.095 -- 0.66),3.9 (1 -- -7.3)
Lithuania,84 (30 -- 282),Likely increasing,1.1 (0.89 -- 1.4),0.091 (-0.14 -- 0.4),7.6 (1.7 -- -4.8)
Malta,6 (1 -- 33),Likely decreasing,0.96 (0.7 -- 1.2),-0.05 (-0.44 -- 0.26),-14 (2.7 -- -1.6)
Poland,5349 (1025 -- 28269),Increasing,1.4 (1.1 -- 1.9),0.42 (0.08 -- 0.83),1.6 (0.83 -- 8.7)
Portugal,341 (172 -- 731),Likely decreasing,0.97 (0.86 -- 1.2),-0.041 (-0.2 -- 0.22),-17 (3.1 -- -3.6)
Romania,122 (51 -- 331),Likely decreasing,0.9 (0.74 -- 1.1),-0.14 (-0.38 -- 0.08),-5.1 (8.7 -- -1.8)
Slovakia,46 (12 -- 166),Stable,0.98 (0.75 -- 1.2),-0.024 (-0.36 -- 0.26),-29 (2.7 -- -1.9)
Slovenia,896 (353 -- 2384),Likely increasing,1.1 (0.9 -- 1.4),0.1 (-0.14 -- 0.4),6.8 (1.7 -- -4.9)
Sweden,4157 (1102 -- 22871),Stable,1 (0.78 -- 1.3),0.04 (-0.32 -- 0.37),17 (1.9 -- -2.2)
