Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,77 (27 -- 276),Likely increasing,1.1 (0.93 -- 1.5),0.13 (-0.098 -- 0.48),5.2 (1.4 -- -7.1)
Croatia,464 (138 -- 2071),Increasing,1.3 (1 -- 1.8),0.35 (0.032 -- 0.78),2 (0.88 -- 22)
Czechia,226 (64 -- 1034),Increasing,1.3 (1 -- 1.9),0.37 (0.046 -- 0.82),1.9 (0.84 -- 15)
Denmark,179 (57 -- 759),Stable,0.97 (0.72 -- 1.2),-0.033 (-0.4 -- 0.22),-21 (3.1 -- -1.7)
Estonia,2 (0 -- 16),Stable,0.99 (0.68 -- 1.4),-0.013 (-0.48 -- 0.44),-55 (1.6 -- -1.4)
Greece,1465 (726 -- 3135),Likely increasing,1.1 (0.95 -- 1.2),0.099 (-0.06 -- 0.24),7 (2.9 -- -11)
Hungary,47 (14 -- 244),Likely increasing,1.2 (0.97 -- 1.8),0.27 (-0.038 -- 0.75),2.6 (0.93 -- -18)
Ireland,41 (10 -- 153),Decreasing,0.7 (0.5 -- 0.91),-0.43 (-0.85 -- -0.11),-1.6 (-6.1 -- -0.82)
Italy,2163 (681 -- 7109),Stable,0.98 (0.75 -- 1.2),-0.031 (-0.35 -- 0.21),-22 (3.3 -- -2)
Latvia,51 (15 -- 216),Likely increasing,1.2 (0.95 -- 1.6),0.2 (-0.071 -- 0.65),3.5 (1.1 -- -9.8)
Lithuania,22 (5 -- 62),Likely increasing,1.1 (0.81 -- 1.4),0.1 (-0.27 -- 0.43),6.8 (1.6 -- -2.6)
Malta,14 (3 -- 59),Likely decreasing,0.95 (0.68 -- 1.2),-0.069 (-0.48 -- 0.2),-10 (3.4 -- -1.4)
Poland,87 (28 -- 363),Likely increasing,1.2 (1 -- 1.7),0.27 (-5e-04 -- 0.68),2.6 (1 -- -1400)
Portugal,1402 (704 -- 3492),Likely increasing,1 (0.86 -- 1.2),0.031 (-0.19 -- 0.21),22 (3.3 -- -3.6)
Romania,358 (138 -- 1082),Increasing,1.3 (1.1 -- 1.7),0.33 (0.1 -- 0.67),2.1 (1 -- 6.7)
Slovenia,63 (19 -- 238),Likely increasing,1.1 (0.89 -- 1.5),0.12 (-0.14 -- 0.51),5.8 (1.4 -- -4.8)
Sweden,469 (141 -- 1953),Stable,1 (0.79 -- 1.3),0.026 (-0.29 -- 0.39),26 (1.8 -- -2.4)
