Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,1704 (891 -- 4366),Decreasing,0.76 (0.6 -- 0.98),-0.35 (-0.62 -- -0.027),-2 (-25 -- -1.1)
Czechia,102 (46 -- 260),Decreasing,0.66 (0.52 -- 0.83),-0.51 (-0.79 -- -0.23),-1.4 (-3 -- -0.87)
Denmark,1914 (787 -- 5461),Likely decreasing,0.88 (0.63 -- 1.1),-0.16 (-0.57 -- 0.15),-4.2 (4.6 -- -1.2)
Estonia,212 (91 -- 557),Decreasing,0.78 (0.6 -- 0.96),-0.31 (-0.62 -- -0.052),-2.2 (-13 -- -1.1)
Germany,5761 (3059 -- 12913),Decreasing,0.76 (0.62 -- 0.93),-0.35 (-0.59 -- -0.096),-2 (-7.2 -- -1.2)
Greece,2532 (1400 -- 4749),Decreasing,0.82 (0.71 -- 0.93),-0.24 (-0.43 -- -0.093),-2.8 (-7.5 -- -1.6)
Hungary,539 (254 -- 1265),Stable,0.98 (0.78 -- 1.2),-0.021 (-0.3 -- 0.27),-33 (2.6 -- -2.3)
Ireland,985 (587 -- 1746),Decreasing,0.8 (0.7 -- 0.89),-0.29 (-0.44 -- -0.14),-2.4 (-4.8 -- -1.6)
Italy,3066 (2001 -- 5767),Decreasing,0.78 (0.68 -- 0.9),-0.31 (-0.48 -- -0.14),-2.2 (-5.1 -- -1.4)
Latvia,343 (152 -- 871),Decreasing,0.74 (0.57 -- 0.94),-0.37 (-0.67 -- -0.085),-1.9 (-8.2 -- -1)
Malta,827 (305 -- 2477),Likely increasing,1.1 (0.91 -- 1.3),0.11 (-0.12 -- 0.38),6.2 (1.8 -- -5.9)
Netherlands,2133 (644 -- 8313),Likely decreasing,0.94 (0.74 -- 1.2),-0.072 (-0.38 -- 0.23),-9.6 (3 -- -1.8)
Slovakia,124 (47 -- 390),Decreasing,0.72 (0.54 -- 0.9),-0.41 (-0.76 -- -0.13),-1.7 (-5.2 -- -0.91)
Spain,27523 (15497 -- 57145),Likely decreasing,0.94 (0.82 -- 1.1),-0.077 (-0.25 -- 0.12),-9 (5.6 -- -2.8)
