Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,579 (179 -- 2190),Likely increasing,1.1 (0.93 -- 1.5),0.16 (-0.091 -- 0.49),4.3 (1.4 -- -7.6)
Belgium,74764 (22981 -- 247721),Likely increasing,1.1 (0.86 -- 1.4),0.15 (-0.2 -- 0.42),4.5 (1.7 -- -3.6)
Bulgaria,5151 (2212 -- 12140),Increasing,1.6 (1.3 -- 2.1),0.65 (0.3 -- 1),1.1 (0.69 -- 2.3)
Czechia,18122 (8558 -- 41545),Increasing,1.3 (1.1 -- 1.5),0.33 (0.17 -- 0.55),2.1 (1.3 -- 4.2)
Denmark,3395 (1263 -- 10590),Likely increasing,1.1 (0.84 -- 1.5),0.078 (-0.23 -- 0.49),8.9 (1.4 -- -3.1)
Greece,327379 (148246 -- 802470),Likely increasing,1.1 (0.97 -- 1.2),0.13 (-0.035 -- 0.29),5.4 (2.4 -- -20)
Hungary,1850 (580 -- 5848),Increasing,1.4 (1.1 -- 1.8),0.4 (0.12 -- 0.75),1.7 (0.92 -- 5.8)
Iceland,1892 (673 -- 6200),Likely increasing,1.1 (0.89 -- 1.3),0.12 (-0.15 -- 0.36),5.8 (1.9 -- -4.6)
Ireland,28882 (11522 -- 77165),Stable,1 (0.81 -- 1.2),0.013 (-0.26 -- 0.21),54 (3.4 -- -2.7)
Liechtenstein,41 (13 -- 136),Likely increasing,1 (0.82 -- 1.4),0.062 (-0.24 -- 0.44),11 (1.6 -- -2.9)
Lithuania,24000 (11979 -- 53174),Increasing,1.5 (1.3 -- 1.7),0.51 (0.3 -- 0.72),1.4 (0.96 -- 2.3)
Luxembourg,11938 (3278 -- 49507),Likely increasing,1.1 (0.84 -- 1.4),0.11 (-0.22 -- 0.4),6.5 (1.8 -- -3.2)
Malta,7542 (1919 -- 34079),Likely increasing,1.1 (0.84 -- 1.4),0.11 (-0.22 -- 0.42),6.5 (1.7 -- -3.1)
Poland,129046 (55915 -- 289871),Increasing,1.5 (1.3 -- 1.7),0.5 (0.33 -- 0.69),1.4 (1 -- 2.1)
Portugal,57094 (21615 -- 173588),Stable,0.99 (0.76 -- 1.2),-0.013 (-0.35 -- 0.21),-54 (3.3 -- -2)
Romania,230937 (112092 -- 541147),Increasing,1.7 (1.5 -- 2),0.74 (0.57 -- 0.91),0.94 (0.77 -- 1.2)
Slovenia,4264 (1918 -- 10340),Increasing,1.3 (1.1 -- 1.6),0.37 (0.16 -- 0.59),1.9 (1.2 -- 4.4)
Sweden,23263 (10612 -- 53727),Increasing,1.3 (1.1 -- 1.5),0.29 (0.13 -- 0.48),2.4 (1.4 -- 5.2)
