Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,90 (36 -- 319),Likely decreasing,0.87 (0.68 -- 1.1),-0.18 (-0.48 -- 0.071),-3.9 (9.8 -- -1.4)
Belgium,44 (12 -- 141),Likely decreasing,0.88 (0.61 -- 1.1),-0.17 (-0.61 -- 0.13),-4.1 (5.2 -- -1.1)
Bulgaria,109 (42 -- 315),Likely decreasing,0.92 (0.73 -- 1.1),-0.11 (-0.4 -- 0.13),-6.3 (5.5 -- -1.7)
Croatia,42 (10 -- 165),Likely decreasing,0.83 (0.59 -- 1),-0.22 (-0.64 -- 0.061),-3.1 (11 -- -1.1)
Czechia,6 (0 -- 35),Likely decreasing,0.75 (0.39 -- 1),-0.36 (-1.1 -- 0.025),-1.9 (28 -- -0.62)
Denmark,38 (9 -- 149),Likely decreasing,0.8 (0.56 -- 1),-0.28 (-0.7 -- 0.011),-2.5 (61 -- -0.99)
Estonia,9 (1 -- 44),Likely decreasing,0.86 (0.61 -- 1.1),-0.19 (-0.62 -- 0.095),-3.6 (7.3 -- -1.1)
Finland,411 (183 -- 950),Stable,1 (0.79 -- 1.3),0.007 (-0.3 -- 0.31),99 (2.2 -- -2.3)
France,1114 (555 -- 2390),Likely decreasing,0.87 (0.72 -- 1),-0.18 (-0.42 -- 0.044),-3.9 (16 -- -1.6)
Germany,128 (57 -- 429),Decreasing,0.64 (0.49 -- 0.92),-0.54 (-0.86 -- -0.1),-1.3 (-6.7 -- -0.8)
Greece,185 (102 -- 377),Likely decreasing,0.87 (0.75 -- 1.1),-0.18 (-0.36 -- 0.073),-3.9 (9.5 -- -1.9)
Hungary,23 (7 -- 80),Likely decreasing,0.92 (0.68 -- 1.2),-0.11 (-0.48 -- 0.2),-6.5 (3.5 -- -1.5)
Ireland,20 (5 -- 83),Decreasing,0.71 (0.48 -- 0.93),-0.42 (-0.89 -- -0.097),-1.6 (-7.2 -- -0.78)
Italy,122 (56 -- 297),Decreasing,0.56 (0.44 -- 0.71),-0.7 (-0.98 -- -0.43),-0.99 (-1.6 -- -0.71)
Latvia,10 (1 -- 59),Decreasing,0.72 (0.46 -- 0.97),-0.42 (-0.95 -- -0.041),-1.7 (-17 -- -0.73)
Lithuania,1 (0 -- 14),Decreasing,0.59 (0.24 -- 0.94),-0.64 (-1.6 -- -0.086),-1.1 (-8.1 -- -0.43)
Malta,32 (9 -- 117),Stable,1 (0.78 -- 1.4),0.022 (-0.31 -- 0.39),32 (1.8 -- -2.2)
Poland,12 (2 -- 59),Decreasing,0.75 (0.5 -- 0.99),-0.36 (-0.84 -- -0.015),-1.9 (-47 -- -0.82)
Portugal,593 (263 -- 1712),Likely decreasing,0.92 (0.77 -- 1.1),-0.1 (-0.33 -- 0.15),-7 (4.7 -- -2.1)
Romania,36 (10 -- 107),Likely decreasing,0.87 (0.65 -- 1.1),-0.18 (-0.54 -- 0.069),-3.9 (10 -- -1.3)
Slovakia,2 (0 -- 13),Stable,0.97 (0.62 -- 1.4),-0.038 (-0.58 -- 0.4),-18 (1.8 -- -1.2)
Slovenia,26 (5 -- 83),Decreasing,0.77 (0.52 -- 0.97),-0.33 (-0.79 -- -0.045),-2.1 (-16 -- -0.88)
Spain,481 (169 -- 1640),Likely decreasing,0.78 (0.53 -- 1),-0.31 (-0.77 -- 0.044),-2.2 (16 -- -0.9)
Sweden,113 (33 -- 469),Decreasing,0.74 (0.52 -- 0.98),-0.36 (-0.79 -- -0.025),-1.9 (-27 -- -0.88)
