Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,7961 (3609 -- 16415),Likely increasing,1.6 (0.88 -- 2.5),0.083 (-0.024 -- 0.18),8.4 (3.9 -- -29)
Belgium,8913 (1883 -- 44158),Stable,1 (0.53 -- 1.8),0.0069 (-0.11 -- 0.11),100 (6.1 -- -6.3)
Bulgaria,8986 (5049 -- 15440),Increasing,1.5 (1.1 -- 2),0.079 (0.019 -- 0.13),8.8 (5.2 -- 37)
Croatia,2176 (1208 -- 4208),Likely increasing,1.4 (0.99 -- 2),0.061 (-0.0017 -- 0.14),11 (5.1 -- -410)
Cyprus,1988 (559 -- 6849),Stable,0.96 (0.44 -- 1.9),-0.0083 (-0.14 -- 0.12),-84 (5.6 -- -4.9)
Czechia,1105 (482 -- 2393),Likely increasing,1.1 (0.65 -- 1.7),0.019 (-0.077 -- 0.1),37 (6.6 -- -9)
Denmark,4716 (1999 -- 10728),Stable,0.92 (0.5 -- 1.6),-0.014 (-0.12 -- 0.088),-49 (7.9 -- -5.7)
Estonia,1517 (832 -- 2889),Likely increasing,1.1 (0.74 -- 1.7),0.016 (-0.053 -- 0.096),44 (7.2 -- -13)
Finland,5328 (1970 -- 12547),Likely increasing,1.1 (0.68 -- 1.6),0.02 (-0.069 -- 0.092),34 (7.5 -- -10)
France,33692 (2375 -- 273237),Likely decreasing,0.64 (0.16 -- 1.9),-0.079 (-0.29 -- 0.12),-8.8 (5.8 -- -2.4)
Germany,34537 (12587 -- 100922),Likely increasing,1.3 (0.76 -- 2.4),0.052 (-0.048 -- 0.17),13 (4.1 -- -14)
Greece,18384 (9027 -- 34959),Stable,1 (0.6 -- 1.7),0.0087 (-0.09 -- 0.1),79 (6.9 -- -7.7)
Hungary,267 (30 -- 2227),Stable,1 (0.33 -- 3),0.0068 (-0.19 -- 0.21),100 (3.3 -- -3.7)
Iceland,284 (12 -- 4270),Likely decreasing,0.52 (0.095 -- 2.1),-0.11 (-0.36 -- 0.14),-6.2 (5 -- -1.9)
Ireland,10277 (5422 -- 20470),Likely increasing,1.1 (0.81 -- 1.5),0.015 (-0.037 -- 0.081),45 (8.6 -- -19)
Italy,34659 (19288 -- 62240),Likely increasing,1.1 (0.75 -- 1.6),0.018 (-0.052 -- 0.089),38 (7.8 -- -13)
Latvia,722 (438 -- 1213),Likely increasing,1.2 (0.96 -- 1.6),0.04 (-0.0073 -- 0.093),17 (7.4 -- -96)
Liechtenstein,110 (28 -- 695),Increasing,1.9 (1.1 -- 5),0.12 (0.021 -- 0.33),5.6 (2.1 -- 33)
Lithuania,2326 (1082 -- 4759),Likely decreasing,0.93 (0.58 -- 1.4),-0.012 (-0.097 -- 0.067),-56 (10 -- -7.2)
Luxembourg,105 (12 -- 759),Likely decreasing,0.66 (0.14 -- 2.4),-0.074 (-0.31 -- 0.17),-9.4 (4.1 -- -2.3)
Malta,883 (198 -- 3377),Likely increasing,1.8 (0.6 -- 5),0.11 (-0.09 -- 0.33),6.3 (2.1 -- -7.7)
Netherlands,8537 (2856 -- 25990),Likely decreasing,0.86 (0.35 -- 2.1),-0.028 (-0.18 -- 0.14),-25 (5 -- -3.9)
Norway,3176 (1423 -- 5770),Likely increasing,1.2 (0.7 -- 1.5),0.026 (-0.064 -- 0.081),26 (8.5 -- -11)
Poland,942 (615 -- 1486),Likely increasing,1.1 (0.88 -- 1.5),0.021 (-0.023 -- 0.07),33 (9.9 -- -30)
Portugal,13944 (8819 -- 22037),Likely increasing,1.2 (0.91 -- 1.5),0.026 (-0.017 -- 0.076),27 (9.1 -- -41)
Romania,2345 (1429 -- 3965),Likely increasing,1.3 (0.97 -- 1.8),0.048 (-0.0048 -- 0.11),15 (6.1 -- -140)
Slovakia,523 (182 -- 1526),Likely increasing,1.2 (0.76 -- 1.9),0.037 (-0.049 -- 0.12),19 (5.9 -- -14)
Slovenia,1597 (641 -- 4080),Likely increasing,1.4 (0.74 -- 2.5),0.056 (-0.053 -- 0.18),12 (3.9 -- -13)
Spain,44417 (15086 -- 120031),Likely decreasing,0.79 (0.4 -- 1.4),-0.042 (-0.16 -- 0.065),-16 (11 -- -4.5)
Sweden,5600 (1343 -- 33174),Likely increasing,1.2 (0.68 -- 2.3),0.034 (-0.068 -- 0.16),20 (4.5 -- -10)
Switzerland,9264 (1021 -- 72568),Likely increasing,1.2 (0.42 -- 3.1),0.034 (-0.15 -- 0.22),20 (3.1 -- -4.7)
United Kingdom,159073 (70548 -- 345136),Stable,1.1 (0.55 -- 2),0.012 (-0.1 -- 0.13),60 (5.2 -- -6.7)
