Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,12712 (4194 -- 35330),Likely decreasing,0.7 (0.43 -- 1),-0.064 (-0.14 -- 0.0066),-11 (100 -- -4.8)
Belgium,7937 (528 -- 36942),Likely decreasing,0.83 (0.29 -- 1.3),-0.033 (-0.21 -- 0.047),-21 (15 -- -3.3)
Bulgaria,916 (540 -- 1493),Likely decreasing,0.83 (0.59 -- 1.1),-0.034 (-0.093 -- 0.02),-21 (34 -- -7.4)
Croatia,926 (545 -- 1567),Likely decreasing,0.76 (0.54 -- 1.1),-0.049 (-0.11 -- 0.01),-14 (68 -- -6.5)
Cyprus,1026 (80 -- 7297),Likely decreasing,0.54 (0.16 -- 1),-0.11 (-0.29 -- 0.0022),-6.5 (320 -- -2.4)
Czechia,6239 (1562 -- 16846),Likely decreasing,0.84 (0.48 -- 1.1),-0.031 (-0.13 -- 0.02),-22 (34 -- -5.5)
Denmark,2834 (1550 -- 5557),Likely decreasing,0.78 (0.6 -- 1),-0.045 (-0.088 -- 0.0044),-15 (160 -- -7.9)
Estonia,627 (325 -- 985),Decreasing,0.7 (0.48 -- 0.86),-0.063 (-0.13 -- -0.028),-11 (-25 -- -5.4)
Finland,6408 (839 -- 23659),Likely decreasing,0.91 (0.41 -- 1.4),-0.018 (-0.15 -- 0.061),-39 (11 -- -4.5)
France,248835 (64678 -- 955457),Likely decreasing,0.87 (0.44 -- 1.7),-0.024 (-0.14 -- 0.095),-29 (7.3 -- -5)
Germany,335137 (109147 -- 638311),Likely decreasing,0.94 (0.63 -- 1.1),-0.011 (-0.081 -- 0.015),-66 (46 -- -8.6)
Greece,11843 (7363 -- 19961),Decreasing,0.71 (0.53 -- 0.97),-0.061 (-0.11 -- -0.0057),-11 (-120 -- -6.3)
Hungary,3814 (867 -- 16548),Likely decreasing,0.91 (0.46 -- 1.5),-0.017 (-0.13 -- 0.073),-40 (9.5 -- -5.2)
Iceland,47 (2 -- 347),Decreasing,0.47 (0.15 -- 0.92),-0.13 (-0.3 -- -0.016),-5.3 (-44 -- -2.3)
Ireland,2229 (78 -- 12571),Likely decreasing,0.74 (0.17 -- 1.3),-0.054 (-0.28 -- 0.043),-13 (16 -- -2.5)
Italy,150706 (106420 -- 215614),Likely increasing,1.1 (0.82 -- 1.4),0.0098 (-0.036 -- 0.062),70 (11 -- -19)
Latvia,661 (449 -- 1048),Decreasing,0.68 (0.56 -- 0.86),-0.068 (-0.1 -- -0.028),-10 (-25 -- -6.9)
Liechtenstein,54 (16 -- 186),Likely decreasing,0.78 (0.49 -- 1.4),-0.045 (-0.12 -- 0.062),-15 (11 -- -5.6)
Lithuania,1975 (995 -- 3351),Decreasing,0.8 (0.6 -- 0.95),-0.041 (-0.088 -- -0.0084),-17 (-82 -- -7.9)
Luxembourg,1423 (493 -- 4375),Likely decreasing,0.84 (0.49 -- 1.6),-0.031 (-0.12 -- 0.084),-23 (8.3 -- -5.6)
Malta,519 (134 -- 1709),Likely decreasing,0.62 (0.29 -- 1.1),-0.084 (-0.21 -- 0.018),-8.2 (39 -- -3.3)
Netherlands,3142 (547 -- 12555),Decreasing,0.5 (0.22 -- 0.83),-0.12 (-0.24 -- -0.033),-5.7 (-21 -- -2.9)
Norway,565 (345 -- 843),Decreasing,0.64 (0.49 -- 0.77),-0.079 (-0.12 -- -0.046),-8.8 (-15 -- -5.6)
Poland,4922 (1934 -- 12570),Likely increasing,1.7 (0.91 -- 3.2),0.099 (-0.017 -- 0.23),7 (3 -- -40)
Portugal,17339 (4534 -- 120609),Likely decreasing,0.94 (0.58 -- 1.8),-0.012 (-0.096 -- 0.1),-60 (6.6 -- -7.2)
Romania,2033 (1079 -- 3588),Likely decreasing,0.79 (0.5 -- 1.2),-0.042 (-0.12 -- 0.031),-16 (22 -- -5.7)
Slovakia,3205 (1141 -- 6788),Decreasing,0.68 (0.42 -- 0.9),-0.068 (-0.15 -- -0.019),-10 (-36 -- -4.7)
Slovenia,2369 (1090 -- 5155),Likely decreasing,0.82 (0.51 -- 1.3),-0.035 (-0.12 -- 0.054),-20 (13 -- -5.9)
Spain,2314 (55 -- 14619),Decreasing,0.65 (0.17 -- 1),-0.077 (-0.29 -- 0.00088),-9 (790 -- -2.4)
Sweden,457 (68 -- 4258),Likely decreasing,0.8 (0.41 -- 1.8),-0.04 (-0.15 -- 0.12),-17 (6 -- -4.5)
Switzerland,4700 (290 -- 28881),Likely decreasing,0.69 (0.26 -- 1.1),-0.065 (-0.22 -- 0.015),-11 (46 -- -3.1)
United Kingdom,52379 (5072 -- 172221),Likely decreasing,0.85 (0.33 -- 1.2),-0.029 (-0.19 -- 0.028),-24 (25 -- -3.7)
