Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,249 (118 -- 600),Likely decreasing,0.92 (0.76 -- 1.1),-0.1 (-0.35 -- 0.067),-6.7 (10 -- -2)
Croatia,366 (154 -- 1190),Stable,0.99 (0.82 -- 1.3),-0.0068 (-0.25 -- 0.29),-100 (2.4 -- -2.7)
Czechia,2003 (897 -- 4401),Increasing,1.2 (1 -- 1.3),0.2 (0.033 -- 0.38),3.4 (1.8 -- 21)
Denmark,831 (266 -- 3245),Stable,1 (0.81 -- 1.3),0.042 (-0.27 -- 0.37),17 (1.9 -- -2.5)
Estonia,384 (116 -- 1640),Increasing,1.4 (1.1 -- 1.9),0.42 (0.098 -- 0.85),1.7 (0.82 -- 7.1)
Greece,931 (495 -- 1866),Stable,1 (0.89 -- 1.2),-0.0019 (-0.15 -- 0.18),-360 (3.8 -- -4.7)
Ireland,76 (30 -- 226),Likely decreasing,0.86 (0.67 -- 1),-0.19 (-0.49 -- 0.014),-3.6 (49 -- -1.4)
Italy,4179 (1215 -- 16250),Stable,1 (0.81 -- 1.3),0.033 (-0.26 -- 0.37),21 (1.9 -- -2.6)
Latvia,482 (164 -- 1802),Likely increasing,1.2 (0.92 -- 1.6),0.19 (-0.11 -- 0.6),3.6 (1.2 -- -6.3)
Lithuania,85 (31 -- 257),Likely increasing,1.1 (0.89 -- 1.4),0.087 (-0.15 -- 0.4),7.9 (1.7 -- -4.6)
Malta,5 (0 -- 28),Likely decreasing,0.93 (0.68 -- 1.2),-0.087 (-0.47 -- 0.26),-7.9 (2.7 -- -1.5)
Poland,4927 (1077 -- 26278),Increasing,1.4 (1.1 -- 1.9),0.4 (0.077 -- 0.83),1.7 (0.84 -- 9)
Portugal,345 (175 -- 727),Likely decreasing,0.98 (0.85 -- 1.2),-0.031 (-0.2 -- 0.22),-22 (3.1 -- -3.5)
Romania,120 (51 -- 299),Likely decreasing,0.89 (0.74 -- 1),-0.14 (-0.38 -- 0.062),-4.9 (11 -- -1.8)
Slovakia,41 (11 -- 156),Likely decreasing,0.96 (0.73 -- 1.2),-0.047 (-0.39 -- 0.22),-15 (3.1 -- -1.8)
Slovenia,915 (368 -- 2511),Likely increasing,1.1 (0.87 -- 1.2),0.073 (-0.17 -- 0.28),9.5 (2.4 -- -4)
Sweden,4015 (1167 -- 20262),Likely increasing,1 (0.8 -- 1.3),0.048 (-0.28 -- 0.38),14 (1.8 -- -2.4)
