Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,18880 (13308 -- 26877),Likely increasing,1.1 (0.94 -- 1.3),0.016 (-0.01 -- 0.043),44 (16 -- -66)
Belgium,17369 (11588 -- 28040),Likely increasing,1 (0.94 -- 1.3),0.0086 (-0.01 -- 0.041),81 (17 -- -67)
Bulgaria,26900 (14382 -- 48977),Likely increasing,1.2 (0.87 -- 1.7),0.039 (-0.025 -- 0.1),18 (6.8 -- -27)
Croatia,7610 (4608 -- 12823),Increasing,1.3 (1 -- 1.6),0.048 (0.0067 -- 0.094),14 (7.4 -- 100)
Cyprus,2175 (626 -- 6067),Stable,0.99 (0.51 -- 1.6),-0.0019 (-0.12 -- 0.086),-370 (8.1 -- -5.9)
Czechia,39923 (22159 -- 71363),Likely decreasing,0.84 (0.62 -- 1.1),-0.032 (-0.083 -- 0.017),-22 (40 -- -8.3)
Denmark,4153 (1914 -- 8401),Stable,1 (0.69 -- 1.4),0.0077 (-0.064 -- 0.066),90 (11 -- -11)
Estonia,6747 (4102 -- 10690),Likely decreasing,0.93 (0.72 -- 1.1),-0.013 (-0.058 -- 0.024),-55 (28 -- -12)
Finland,4276 (3177 -- 5598),Likely increasing,1.1 (0.95 -- 1.1),0.013 (-0.0083 -- 0.024),53 (28 -- -84)
France,135601 (79264 -- 257024),Likely increasing,1 (0.89 -- 1.2),0.0051 (-0.02 -- 0.037),140 (19 -- -34)
Germany,99866 (55082 -- 208174),Likely increasing,1.2 (0.97 -- 1.7),0.037 (-0.0057 -- 0.096),19 (7.2 -- -120)
Greece,14339 (8129 -- 26277),Likely increasing,1.1 (0.78 -- 1.5),0.011 (-0.044 -- 0.076),63 (9.1 -- -16)
Hungary,43940 (22475 -- 79968),Stable,0.99 (0.68 -- 1.3),-0.0026 (-0.068 -- 0.053),-260 (13 -- -10)
Iceland,30 (6 -- 208),Likely increasing,1.5 (0.7 -- 3.4),0.071 (-0.063 -- 0.24),9.7 (2.9 -- -11)
Ireland,1724 (216 -- 10192),Likely decreasing,0.73 (0.13 -- 3),-0.056 (-0.32 -- 0.22),-12 (3.2 -- -2.2)
Italy,118719 (77326 -- 186501),Likely decreasing,0.92 (0.73 -- 1.2),-0.014 (-0.056 -- 0.029),-48 (24 -- -12)
Latvia,2459 (1832 -- 3389),Likely decreasing,0.95 (0.89 -- 1),-0.0085 (-0.021 -- 0.0045),-81 (150 -- -32)
Liechtenstein,19 (5 -- 69),Likely increasing,1.1 (0.59 -- 1.9),0.016 (-0.091 -- 0.12),44 (5.6 -- -7.6)
Lithuania,2648 (1628 -- 5250),Stable,1 (0.82 -- 1.5),0.0024 (-0.035 -- 0.075),290 (9.3 -- -20)
Luxembourg,1116 (659 -- 1979),Likely increasing,1 (0.89 -- 1.3),0.007 (-0.021 -- 0.042),99 (17 -- -33)
Malta,670 (289 -- 1346),Likely decreasing,0.71 (0.43 -- 1),-0.061 (-0.14 -- 0.0022),-11 (320 -- -4.8)
Netherlands,38566 (26957 -- 57126),Likely increasing,1.2 (0.94 -- 1.4),0.027 (-0.011 -- 0.066),26 (10 -- -65)
Norway,6926 (3917 -- 11706),Likely increasing,1.2 (0.86 -- 1.5),0.03 (-0.026 -- 0.072),23 (9.7 -- -26)
Poland,194951 (129312 -- 305742),Increasing,1.2 (1 -- 1.5),0.039 (0.0027 -- 0.077),18 (9 -- 250)
Portugal,1671 (697 -- 3780),Likely decreasing,0.78 (0.44 -- 1.3),-0.045 (-0.14 -- 0.048),-16 (14 -- -5)
Romania,39686 (26439 -- 60168),Likely increasing,1.1 (0.97 -- 1.4),0.025 (-0.006 -- 0.056),28 (12 -- -110)
Slovakia,7765 (4392 -- 12652),Likely decreasing,0.9 (0.7 -- 1.1),-0.02 (-0.064 -- 0.013),-35 (52 -- -11)
Slovenia,4426 (2984 -- 6989),Likely increasing,1 (0.91 -- 1.2),0.0042 (-0.017 -- 0.037),170 (19 -- -41)
Spain,13013 (3041 -- 55037),Likely decreasing,0.83 (0.46 -- 1.4),-0.035 (-0.13 -- 0.067),-20 (10 -- -5.1)
Sweden,23203 (9572 -- 77218),Likely increasing,1 (0.78 -- 1.5),0.0058 (-0.044 -- 0.078),120 (8.9 -- -16)
Switzerland,8298 (4195 -- 20099),Likely increasing,1.1 (0.86 -- 1.5),0.019 (-0.027 -- 0.081),37 (8.6 -- -26)
United Kingdom,29723 (17297 -- 46480),Stable,0.98 (0.7 -- 1.2),-0.0044 (-0.064 -- 0.04),-160 (17 -- -11)
