region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,194951 (129312 -- 305742),194951,203596,56006,129312,165439,183724,208652,232051,305742,New confirmed cases by infection date,Increasing,0.037
France,135601 (79264 -- 257024),135601,147526,58087,79264,110875,125579,146945,169873,257024,New confirmed cases by infection date,Likely increasing,0.29
Italy,118719 (77326 -- 186501),118719,123095,33947,77326,98249,109962,127504,142043,186501,New confirmed cases by infection date,Likely decreasing,0.72
Germany,99866 (55082 -- 208174),99866,111128,49990,55082,77331,91075,111160,130833,208174,New confirmed cases by infection date,Likely increasing,0.07
Hungary,43940 (22475 -- 79968),43940,46866,18430,22475,34070,39937,48462,56637,79968,New confirmed cases by infection date,Stable,0.53
Czechia,39923 (22159 -- 71363),39923,42620,15640,22159,31871,36933,43464,50813,71363,New confirmed cases by infection date,Likely decreasing,0.86
Romania,39686 (26439 -- 60168),39686,41082,10492,26439,33822,37417,42230,46713,60168,New confirmed cases by infection date,Likely increasing,0.084
Netherlands,38566 (26957 -- 57126),38566,39888,9490,26957,33550,36569,40808,44849,57126,New confirmed cases by infection date,Likely increasing,0.092
United Kingdom,29723 (17297 -- 46480),29723,30508,8888,17297,24286,27770,32002,35479,46480,New confirmed cases by infection date,Stable,0.57
Bulgaria,26900 (14382 -- 48977),26900,28572,11005,14382,20918,24483,29177,34065,48977,New confirmed cases by infection date,Likely increasing,0.14
Sweden,23203 (9572 -- 77218),23203,31497,32604,9572,16266,20375,26639,34981,77218,New confirmed cases by infection date,Likely increasing,0.37
Austria,18880 (13308 -- 26877),18880,19317,4186,13308,16341,17931,19838,21771,26877,New confirmed cases by infection date,Likely increasing,0.15
Belgium,17369 (11588 -- 28040),17369,18373,5387,11588,14664,16320,18608,21158,28040,New confirmed cases by infection date,Likely increasing,0.14
Greece,14339 (8129 -- 26277),14339,15428,6056,8129,11650,13236,15541,18014,26277,New confirmed cases by infection date,Likely increasing,0.34
Spain,13013 (3041 -- 55037),13013,19972,31756,3041,7660,10796,15650,21894,55037,New confirmed cases by infection date,Likely decreasing,0.78
Switzerland,8298 (4195 -- 20099),8298,9810,5682,4195,6177,7392,9490,11933,20099,New confirmed cases by infection date,Likely increasing,0.25
Slovakia,7765 (4392 -- 12652),7765,8094,2647,4392,6277,7172,8443,9607,12652,New confirmed cases by infection date,Likely decreasing,0.85
Croatia,7610 (4608 -- 12823),7610,8057,2707,4608,6241,7077,8228,9324,12823,New confirmed cases by infection date,Increasing,0.031
Norway,6926 (3917 -- 11706),6926,7244,2388,3917,5562,6398,7504,8631,11706,New confirmed cases by infection date,Likely increasing,0.17
