region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,23580 (10639 -- 78699),23580,32531,45979,10639,16600,20580,26860,34087,78699,New confirmed cases by infection date,Likely decreasing,0.62
Austria,15796 (7378 -- 38785),15796,18472,10871,7378,11620,14215,17750,22107,38785,New confirmed cases by infection date,Likely increasing,0.07
Italy,8522 (4577 -- 16491),8522,9325,4411,4577,6697,7792,9268,10698,16491,New confirmed cases by infection date,Likely decreasing,0.9
France,6724 (3021 -- 13937),6724,7356,3462,3021,5007,5980,7537,8912,13937,New confirmed cases by infection date,Likely decreasing,0.81
United Kingdom,4741 (1098 -- 21331),4741,7769,19529,1098,2677,3861,5859,8149,21331,New confirmed cases by infection date,Likely decreasing,0.61
Poland,3928 (2096 -- 7643),3928,4310,1911,2096,3012,3563,4316,5130,7643,New confirmed cases by infection date,Increasing,0.005
Switzerland,2833 (258 -- 362239),2833,127974,673169,258,940,1827,4654,13672,362239,New confirmed cases by infection date,Likely increasing,0.38
Spain,1641 (161 -- 9393),1641,2965,5568,161,701,1257,2150,3284,9393,New confirmed cases by infection date,Likely decreasing,0.71
Czechia,1419 (680 -- 3658),1419,1715,1116,680,1017,1256,1621,2048,3658,New confirmed cases by infection date,Likely increasing,0.19
Portugal,852 (161 -- 9577),852,2913,10683,161,428,646,1136,1881,9577,New confirmed cases by infection date,Stable,0.48
Finland,683 (121 -- 3553),683,1297,4549,121,382,548,838,1224,3553,New confirmed cases by infection date,Likely decreasing,0.71
Lithuania,616 (300 -- 1466),616,725,485,300,464,555,691,838,1466,New confirmed cases by infection date,Likely decreasing,0.63
Slovenia,466 (253 -- 882),466,507,204,253,366,425,513,608,882,New confirmed cases by infection date,Stable,0.5
Cyprus,445 (222 -- 811),445,475,203,222,341,400,493,575,811,New confirmed cases by infection date,Likely decreasing,0.93
Belgium,340 (62 -- 3717),340,1054,3440,62,171,256,457,774,3717,New confirmed cases by infection date,Stable,0.59
Sweden,337 (89 -- 1379),337,526,1610,89,200,276,418,588,1379,New confirmed cases by infection date,Likely decreasing,0.84
Slovakia,330 (187 -- 689),330,374,178,187,257,299,370,439,689,New confirmed cases by infection date,Likely increasing,0.21
Denmark,256 (59 -- 1197),256,416,865,59,142,206,312,441,1197,New confirmed cases by infection date,Likely decreasing,0.81
Ireland,229 (16 -- 1150),229,380,671,16,93,170,297,451,1150,New confirmed cases by infection date,Likely decreasing,0.73
Luxembourg,175 (51 -- 945),175,335,923,51,108,145,215,300,945,New confirmed cases by infection date,Likely decreasing,0.65
Netherlands,175 (13 -- 2840),175,738,2926,13,62,117,267,486,2840,New confirmed cases by infection date,Likely decreasing,0.74
Hungary,157 (9 -- 1187),157,357,789,9,55,107,223,370,1187,New confirmed cases by infection date,Likely decreasing,0.76
Estonia,130 (9 -- 645),130,220,459,9,60,98,161,237,645,New confirmed cases by infection date,Stable,0.54
Norway,105 (59 -- 184),105,111,40,59,84,97,114,131,184,New confirmed cases by infection date,Stable,0.5
Croatia,103 (53 -- 216),103,114,54,53,78,93,114,136,216,New confirmed cases by infection date,Likely decreasing,0.71
Bulgaria,71 (26 -- 160),71,79,50,26,48,61,80,98,160,New confirmed cases by infection date,Likely decreasing,0.94
Romania,50 (0 -- 2823),50,674,3147,0,8,25,92,269,2823,New confirmed cases by infection date,Likely decreasing,0.72
Latvia,28 (7 -- 132),28,50,162,7,16,23,35,51,132,New confirmed cases by infection date,Likely decreasing,0.86
Liechtenstein,4 (0 -- 21),4,7,11,0,2,3,5,7,21,New confirmed cases by infection date,Likely decreasing,0.78
Malta,3 (0 -- 15),3,5,7,0,1,2,4,6,15,New confirmed cases by infection date,Likely decreasing,0.94
Poland,1.7 (1.2 -- 2.5),1.7,1.8,0.4,1.2,1.5,1.6,1.8,2,2.5,Effective reproduction no.,Increasing,0.005
Austria,1.4 (0.96 -- 2.1),1.4,1.4,0.36,0.96,1.2,1.3,1.4,1.6,2.1,Effective reproduction no.,Likely increasing,0.07
Czechia,1.2 (0.88 -- 1.9),1.2,1.3,0.34,0.88,1,1.1,1.3,1.4,1.9,Effective reproduction no.,Likely increasing,0.19
Slovakia,1.1 (0.9 -- 1.7),1.1,1.2,0.26,0.9,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.21
Switzerland,1.1 (0.7 -- 7),1.1,1.8,1.9,0.7,0.92,1,1.2,1.7,7,Effective reproduction no.,Likely increasing,0.38
Norway,1 (0.73 -- 1.4),1,1,0.2,0.73,0.89,0.96,1,1.1,1.4,Effective reproduction no.,Stable,0.5
Portugal,1 (0.6 -- 1.9),1,1.1,0.46,0.6,0.89,0.96,1.1,1.2,1.9,Effective reproduction no.,Stable,0.48
Slovenia,1 (0.71 -- 1.4),1,1,0.23,0.71,0.87,0.95,1.1,1.2,1.4,Effective reproduction no.,Stable,0.5
Estonia,0.98 (0.36 -- 1.3),0.98,0.93,0.29,0.36,0.81,0.94,1,1.1,1.3,Effective reproduction no.,Stable,0.54
Lithuania,0.97 (0.77 -- 1.3),0.97,1,0.19,0.77,0.91,0.95,0.99,1.1,1.3,Effective reproduction no.,Likely decreasing,0.63
United Kingdom,0.96 (0.62 -- 1.4),0.96,1,0.35,0.62,0.86,0.93,1,1.1,1.4,Effective reproduction no.,Likely decreasing,0.61
Luxembourg,0.95 (0.68 -- 1.5),0.95,1,0.32,0.68,0.87,0.92,0.98,1.1,1.5,Effective reproduction no.,Likely decreasing,0.65
Germany,0.94 (0.71 -- 1.6),0.94,1,0.36,0.71,0.85,0.91,0.99,1.1,1.6,Effective reproduction no.,Likely decreasing,0.62
Belgium,0.92 (0.54 -- 2.5),0.92,1.1,0.7,0.54,0.76,0.85,1,1.2,2.5,Effective reproduction no.,Stable,0.59
Finland,0.92 (0.54 -- 1.4),0.92,0.95,0.31,0.54,0.82,0.89,0.96,1,1.4,Effective reproduction no.,Likely decreasing,0.71
Spain,0.9 (0.42 -- 1.4),0.9,0.91,0.43,0.42,0.71,0.83,0.95,1,1.4,Effective reproduction no.,Likely decreasing,0.71
Croatia,0.89 (0.65 -- 1.3),0.89,0.92,0.21,0.65,0.79,0.85,0.94,1,1.3,Effective reproduction no.,Likely decreasing,0.71
Ireland,0.89 (0.38 -- 1.3),0.89,0.88,0.34,0.38,0.7,0.83,0.94,1,1.3,Effective reproduction no.,Likely decreasing,0.73
