Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,277 (158 -- 451),Decreasing,0.61 (0.44 -- 0.78),-0.086 (-0.14 -- -0.043),-8.1 (-16 -- -5)
Belgium,1000 (458 -- 1913),Decreasing,0.64 (0.44 -- 0.81),-0.079 (-0.14 -- -0.037),-8.8 (-19 -- -5)
Bulgaria,295 (158 -- 661),Likely decreasing,0.79 (0.63 -- 1),-0.043 (-0.081 -- 0.0088),-16 (79 -- -8.6)
Croatia,220 (115 -- 388),Decreasing,0.7 (0.49 -- 0.92),-0.063 (-0.12 -- -0.014),-11 (-48 -- -5.7)
Cyprus,452 (165 -- 1258),Likely increasing,1.2 (0.72 -- 2.1),0.035 (-0.057 -- 0.14),20 (5 -- -12)
Czechia,328 (224 -- 471),Decreasing,0.71 (0.62 -- 0.82),-0.06 (-0.084 -- -0.036),-12 (-19 -- -8.2)
Denmark,630 (211 -- 1572),Decreasing,0.63 (0.39 -- 0.89),-0.081 (-0.16 -- -0.022),-8.6 (-31 -- -4.3)
Estonia,133 (71 -- 256),Likely decreasing,0.85 (0.62 -- 1.2),-0.03 (-0.085 -- 0.035),-23 (20 -- -8.2)
Finland,290 (160 -- 486),Likely decreasing,0.87 (0.71 -- 1.1),-0.024 (-0.06 -- 0.012),-29 (56 -- -12)
France,9528 (2628 -- 25366),Likely decreasing,0.78 (0.5 -- 1),-0.045 (-0.12 -- 0.0032),-15 (220 -- -5.8)
Germany,2622 (1065 -- 5849),Decreasing,0.66 (0.44 -- 0.89),-0.074 (-0.14 -- -0.021),-9.4 (-33 -- -5)
Greece,1250 (569 -- 2372),Decreasing,0.7 (0.49 -- 0.9),-0.064 (-0.12 -- -0.019),-11 (-36 -- -5.7)
Hungary,201 (83 -- 409),Decreasing,0.68 (0.46 -- 0.86),-0.067 (-0.14 -- -0.027),-10 (-26 -- -5.1)
Iceland,0 (0 -- 0),Decreasing,0.13 (0.0025 -- 0.98),-0.32 (-0.72 -- -0.0033),-2.2 (-210 -- -0.96)
Ireland,1253 (889 -- 1934),Likely decreasing,0.93 (0.82 -- 1.2),-0.012 (-0.036 -- 0.031),-57 (23 -- -19)
Italy,2982 (2092 -- 4108),Decreasing,0.73 (0.6 -- 0.83),-0.057 (-0.09 -- -0.032),-12 (-21 -- -7.7)
Latvia,277 (149 -- 460),Decreasing,0.7 (0.5 -- 0.87),-0.063 (-0.12 -- -0.026),-11 (-27 -- -5.8)
Liechtenstein,0 (0 -- 2),Decreasing,0.51 (0.086 -- 1),-0.12 (-0.37 -- 0.004),-5.9 (170 -- -1.9)
Lithuania,136 (64 -- 235),Decreasing,0.5 (0.31 -- 0.66),-0.12 (-0.19 -- -0.072),-5.8 (-9.6 -- -3.6)
Luxembourg,55 (16 -- 135),Decreasing,0.75 (0.47 -- 0.97),-0.051 (-0.13 -- -0.0063),-14 (-110 -- -5.4)
Malta,1 (0 -- 9),Likely decreasing,0.48 (0.097 -- 1.2),-0.13 (-0.36 -- 0.026),-5.5 (26 -- -1.9)
Netherlands,1928 (1233 -- 2865),Decreasing,0.67 (0.52 -- 0.8),-0.07 (-0.11 -- -0.04),-9.9 (-17 -- -6.2)
Norway,728 (386 -- 1692),Stable,0.95 (0.71 -- 1.6),-0.0088 (-0.061 -- 0.084),-79 (8.3 -- -11)
Poland,433 (258 -- 739),Decreasing,0.69 (0.52 -- 0.89),-0.067 (-0.11 -- -0.021),-10 (-33 -- -6.1)
Portugal,8599 (5599 -- 14826),Increasing,1.3 (1.1 -- 1.7),0.049 (0.013 -- 0.1),14 (6.8 -- 53)
Romania,179 (110 -- 260),Decreasing,0.7 (0.52 -- 0.84),-0.063 (-0.11 -- -0.032),-11 (-22 -- -6.2)
Slovakia,115 (47 -- 215),Decreasing,0.71 (0.5 -- 0.86),-0.06 (-0.12 -- -0.027),-12 (-25 -- -5.8)
Slovenia,163 (68 -- 304),Decreasing,0.6 (0.37 -- 0.78),-0.09 (-0.17 -- -0.045),-7.7 (-15 -- -4.1)
Spain,13505 (4772 -- 46183),Likely decreasing,0.92 (0.65 -- 1.3),-0.015 (-0.074 -- 0.049),-45 (14 -- -9.3)
Sweden,448 (17 -- 3496),Decreasing,0.57 (0.17 -- 0.96),-0.099 (-0.28 -- -0.0077),-7 (-90 -- -2.5)
Switzerland,431 (26 -- 2353),Likely decreasing,0.64 (0.2 -- 1),-0.078 (-0.26 -- 0.0047),-8.9 (150 -- -2.7)
United Kingdom,80157 (39748 -- 167366),Likely increasing,1.3 (0.97 -- 1.7),0.051 (-0.0051 -- 0.1),14 (6.7 -- -140)
