region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,16289 (8167 -- 34477),16289,18264,8757,8167,12390,14639,18280,21992,34477,New confirmed cases by infection date,Stable,0.5
Netherlands,7732 (2310 -- 30606),7732,11547,12809,2310,4782,6421,9485,13708,30606,New confirmed cases by infection date,Likely decreasing,0.73
Latvia,5393 (2638 -- 11404),5393,5980,2788,2638,4039,4844,5970,7344,11404,New confirmed cases by infection date,Stable,0.52
Slovakia,3445 (1724 -- 7373),3445,3855,1802,1724,2635,3087,3882,4733,7373,New confirmed cases by infection date,Stable,0.52
Hungary,3090 (1489 -- 6618),3090,3433,1670,1489,2250,2769,3428,4188,6618,New confirmed cases by infection date,Stable,0.51
Ireland,2832 (1430 -- 5835),2832,3160,1478,1430,2155,2547,3144,3818,5835,New confirmed cases by infection date,Stable,0.52
Estonia,2817 (1366 -- 5969),2817,3107,1489,1366,2069,2502,3131,3776,5969,New confirmed cases by infection date,Stable,0.5
Malta,149 (73 -- 312),149,166,78,73,112,133,167,203,312,New confirmed cases by infection date,Stable,0.5
Estonia,1 (0.83 -- 1.2),1,1,0.12,0.83,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.5
Greece,1 (0.83 -- 1.2),1,1,0.11,0.83,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.5
Hungary,1 (0.84 -- 1.2),1,1,0.11,0.84,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.51
Malta,1 (0.82 -- 1.2),1,1,0.12,0.82,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.5
Slovakia,1 (0.82 -- 1.2),1,1,0.11,0.82,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.52
Ireland,0.99 (0.83 -- 1.2),0.99,1,0.12,0.83,0.92,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.52
Latvia,0.99 (0.83 -- 1.2),0.99,1,0.11,0.83,0.92,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.52
Netherlands,0.93 (0.73 -- 1.2),0.93,0.94,0.14,0.73,0.85,0.9,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.73
