Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,60 (24 -- 145),Decreasing,0.75 (0.58 -- 0.91),-0.36 (-0.67 -- -0.12),-1.9 (-6 -- -1)
Belgium,25 (7 -- 85),Decreasing,0.67 (0.46 -- 0.86),-0.49 (-0.94 -- -0.19),-1.4 (-3.7 -- -0.74)
Bulgaria,150 (70 -- 368),Likely decreasing,0.91 (0.74 -- 1),-0.12 (-0.38 -- 0.049),-5.6 (14 -- -1.8)
Croatia,79 (28 -- 263),Decreasing,0.72 (0.53 -- 0.91),-0.41 (-0.77 -- -0.11),-1.7 (-6.1 -- -0.9)
Cyprus,4 (0 -- 24),Likely decreasing,0.91 (0.53 -- 1.2),-0.12 (-0.76 -- 0.28),-5.6 (2.5 -- -0.91)
Czechia,10 (2 -- 41),Decreasing,0.59 (0.39 -- 0.81),-0.65 (-1.1 -- -0.26),-1.1 (-2.7 -- -0.62)
Denmark,94 (28 -- 366),Decreasing,0.69 (0.48 -- 0.96),-0.45 (-0.91 -- -0.056),-1.5 (-12 -- -0.76)
Estonia,12 (2 -- 52),Decreasing,0.72 (0.47 -- 0.96),-0.41 (-0.92 -- -0.053),-1.7 (-13 -- -0.76)
Finland,754 (233 -- 2866),Likely decreasing,0.83 (0.57 -- 1),-0.23 (-0.68 -- 0.064),-3 (11 -- -1)
France,1305 (696 -- 2911),Decreasing,0.83 (0.7 -- 0.96),-0.24 (-0.44 -- -0.055),-2.9 (-13 -- -1.6)
Germany,207 (97 -- 549),Decreasing,0.61 (0.48 -- 0.8),-0.61 (-0.88 -- -0.29),-1.1 (-2.4 -- -0.79)
Greece,586 (301 -- 1218),Decreasing,0.83 (0.69 -- 0.97),-0.23 (-0.46 -- -0.038),-3 (-18 -- -1.5)
Hungary,31 (9 -- 96),Likely decreasing,0.84 (0.61 -- 1),-0.23 (-0.61 -- 0.0077),-3 (90 -- -1.1)
Ireland,67 (18 -- 285),Likely decreasing,0.78 (0.53 -- 1),-0.32 (-0.78 -- 0.0081),-2.2 (85 -- -0.89)
Italy,679 (287 -- 2184),Decreasing,0.62 (0.44 -- 0.87),-0.59 (-0.98 -- -0.17),-1.2 (-4.1 -- -0.71)
Latvia,81 (31 -- 206),Likely decreasing,0.9 (0.73 -- 1.1),-0.13 (-0.4 -- 0.063),-5.3 (11 -- -1.7)
Lithuania,29 (9 -- 97),Likely decreasing,0.95 (0.73 -- 1.2),-0.06 (-0.39 -- 0.21),-12 (3.2 -- -1.8)
Malta,20 (5 -- 89),Likely increasing,1.1 (0.85 -- 1.5),0.089 (-0.2 -- 0.49),7.8 (1.4 -- -3.5)
Poland,38 (11 -- 145),Decreasing,0.66 (0.47 -- 0.89),-0.51 (-0.91 -- -0.15),-1.4 (-4.8 -- -0.76)
Portugal,806 (418 -- 1814),Stable,1 (0.89 -- 1.2),0.018 (-0.14 -- 0.2),39 (3.4 -- -5)
Romania,38 (14 -- 114),Decreasing,0.71 (0.54 -- 0.89),-0.43 (-0.75 -- -0.14),-1.6 (-4.8 -- -0.92)
Slovakia,0 (0 -- 11),Decreasing,0.52 (0.22 -- 0.9),-0.79 (-1.7 -- -0.14),-0.88 (-5 -- -0.4)
Slovenia,46 (16 -- 134),Decreasing,0.73 (0.55 -- 0.91),-0.4 (-0.72 -- -0.12),-1.7 (-5.7 -- -0.96)
Spain,1028 (419 -- 2621),Likely decreasing,0.89 (0.66 -- 1),-0.15 (-0.51 -- 0.046),-4.5 (15 -- -1.4)
Sweden,304 (106 -- 1052),Decreasing,0.75 (0.52 -- 0.97),-0.37 (-0.79 -- -0.033),-1.9 (-21 -- -0.88)
