region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,1305 (696 -- 2911),1305,1486,785,696,999,1177,1446,1737,2911,New confirmed cases by infection date,Decreasing,0.98
Spain,1028 (419 -- 2621),1028,1232,873,419,717,907,1167,1491,2621,New confirmed cases by infection date,Likely decreasing,0.89
Portugal,806 (418 -- 1814),806,942,567,418,611,728,907,1140,1814,New confirmed cases by infection date,Stable,0.4
Finland,754 (233 -- 2866),754,1053,1050,233,465,623,927,1242,2866,New confirmed cases by infection date,Likely decreasing,0.91
Italy,679 (287 -- 2184),679,905,802,287,469,589,808,1062,2184,New confirmed cases by infection date,Decreasing,0.99
Greece,586 (301 -- 1218),586,653,337,301,433,521,652,790,1218,New confirmed cases by infection date,Decreasing,0.98
Sweden,304 (106 -- 1052),304,420,593,106,190,257,360,479,1052,New confirmed cases by infection date,Decreasing,0.96
Germany,207 (97 -- 549),207,256,206,97,154,186,233,287,549,New confirmed cases by infection date,Decreasing,1
Bulgaria,150 (70 -- 368),150,178,111,70,111,135,170,213,368,New confirmed cases by infection date,Likely decreasing,0.88
Denmark,94 (28 -- 366),94,138,167,28,58,78,114,159,366,New confirmed cases by infection date,Decreasing,0.97
Latvia,81 (31 -- 206),81,95,62,31,54,70,95,118,206,New confirmed cases by infection date,Likely decreasing,0.87
Croatia,79 (28 -- 263),79,107,121,28,51,67,92,123,263,New confirmed cases by infection date,Decreasing,0.99
Ireland,67 (18 -- 285),67,101,134,18,38,55,82,117,285,New confirmed cases by infection date,Likely decreasing,0.94
Austria,60 (24 -- 145),60,70,47,24,41,52,67,84,145,New confirmed cases by infection date,Decreasing,0.99
Slovenia,46 (16 -- 134),46,56,40,16,31,40,53,69,134,New confirmed cases by infection date,Decreasing,0.99
Poland,38 (11 -- 145),38,54,57,11,22,31,45,64,145,New confirmed cases by infection date,Decreasing,0.99
Romania,38 (14 -- 114),38,48,39,14,26,33,45,58,114,New confirmed cases by infection date,Decreasing,0.99
Hungary,31 (9 -- 96),31,39,31,9,19,26,37,48,96,New confirmed cases by infection date,Likely decreasing,0.94
Lithuania,29 (9 -- 97),29,38,32,9,18,25,35,48,97,New confirmed cases by infection date,Likely decreasing,0.66
Belgium,25 (7 -- 85),25,34,44,7,15,21,29,39,85,New confirmed cases by infection date,Decreasing,0.99
Malta,20 (5 -- 89),20,31,40,5,11,16,25,35,89,New confirmed cases by infection date,Likely increasing,0.29
Estonia,12 (2 -- 52),12,18,19,2,7,9,15,21,52,New confirmed cases by infection date,Decreasing,0.98
