Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,38152 (15977 -- 102041),Likely increasing,1 (0.82 -- 1.2),0.054 (-0.25 -- 0.26),13 (2.7 -- -2.8)
Czechia,21784 (8687 -- 60170),Stable,0.99 (0.71 -- 1.2),-0.011 (-0.42 -- 0.19),-63 (3.7 -- -1.6)
Denmark,12732 (6829 -- 25206),Increasing,1.2 (1.1 -- 1.4),0.26 (0.11 -- 0.44),2.7 (1.6 -- 6.6)
Estonia,2801 (1615 -- 5415),Likely increasing,1.1 (0.99 -- 1.2),0.086 (-0.017 -- 0.24),8.1 (2.9 -- -40)
France,45995 (21103 -- 117913),Stable,1 (0.85 -- 1.2),0.0077 (-0.2 -- 0.25),91 (2.8 -- -3.4)
Germany,97092 (45275 -- 226785),Likely decreasing,0.79 (0.6 -- 1),-0.29 (-0.63 -- 0.045),-2.4 (15 -- -1.1)
Greece,10567 (6384 -- 19238),Likely decreasing,0.94 (0.86 -- 1),-0.082 (-0.19 -- 0.03),-8.5 (23 -- -3.6)
Hungary,1587 (724 -- 3692),Likely increasing,1.1 (0.94 -- 1.3),0.1 (-0.072 -- 0.32),6.7 (2.2 -- -9.6)
Iceland,155 (56 -- 463),Stable,0.99 (0.81 -- 1.2),-0.011 (-0.27 -- 0.26),-65 (2.7 -- -2.6)
Ireland,4693 (2468 -- 8739),Stable,1 (0.91 -- 1.1),0.0077 (-0.12 -- 0.14),90 (5.1 -- -5.7)
Italy,19245 (13341 -- 31873),Decreasing,0.96 (0.91 -- 1),-0.058 (-0.13 -- -0.0034),-12 (-200 -- -5.5)
Latvia,3781 (2134 -- 7181),Increasing,1.1 (1 -- 1.2),0.12 (0.0012 -- 0.28),5.8 (2.5 -- 600)
Luxembourg,458 (191 -- 1390),Likely increasing,1 (0.88 -- 1.2),0.05 (-0.16 -- 0.27),14 (2.6 -- -4.3)
Malta,412 (167 -- 1144),Likely increasing,1 (0.85 -- 1.2),0.034 (-0.21 -- 0.24),20 (2.8 -- -3.3)
Netherlands,26537 (11491 -- 69862),Stable,0.99 (0.69 -- 1.2),-0.019 (-0.47 -- 0.22),-36 (3.1 -- -1.5)
Slovakia,6169 (3186 -- 16099),Likely decreasing,0.94 (0.75 -- 1.1),-0.084 (-0.37 -- 0.11),-8.3 (6.4 -- -1.9)
Slovenia,1144 (517 -- 2675),Likely increasing,1.1 (0.94 -- 1.4),0.1 (-0.081 -- 0.39),6.6 (1.8 -- -8.5)
Spain,33131 (20328 -- 63778),Likely increasing,1 (0.95 -- 1.1),0.036 (-0.067 -- 0.15),19 (4.6 -- -10)
