Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,70 (28 -- 210),Likely decreasing,0.82 (0.64 -- 1),-0.24 (-0.56 -- 0.02),-2.8 (35 -- -1.2)
Belgium,45 (13 -- 151),Likely decreasing,0.83 (0.6 -- 1),-0.23 (-0.63 -- 0.032),-3 (21 -- -1.1)
Bulgaria,181 (85 -- 424),Likely decreasing,0.98 (0.84 -- 1.2),-0.027 (-0.22 -- 0.22),-26 (3.1 -- -3.2)
Croatia,62 (19 -- 243),Likely decreasing,0.84 (0.62 -- 1),-0.22 (-0.59 -- 0.054),-3.1 (13 -- -1.2)
Cyprus,2 (0 -- 13),Likely decreasing,0.82 (0.34 -- 1.1),-0.24 (-1.3 -- 0.11),-2.9 (6.1 -- -0.55)
Czechia,3 (0 -- 30),Decreasing,0.6 (0.33 -- 0.93),-0.62 (-1.3 -- -0.085),-1.1 (-8.1 -- -0.54)
Denmark,54 (13 -- 246),Decreasing,0.71 (0.48 -- 0.97),-0.42 (-0.88 -- -0.032),-1.7 (-22 -- -0.78)
Estonia,18 (4 -- 80),Likely decreasing,0.86 (0.58 -- 1.2),-0.18 (-0.66 -- 0.18),-3.8 (3.8 -- -1.1)
Finland,135 (133 -- 1656),Likely decreasing,0.62 (0.62 -- 1.1),-0.57 (-0.57 -- 0.18),-1.2 (3.9 -- -1.2)
France,916 (517 -- 1754),Decreasing,0.84 (0.72 -- 0.95),-0.22 (-0.41 -- -0.066),-3.1 (-10 -- -1.7)
Germany,113 (57 -- 266),Decreasing,0.64 (0.52 -- 0.79),-0.55 (-0.8 -- -0.29),-1.3 (-2.4 -- -0.86)
Greece,202 (101 -- 398),Decreasing,0.78 (0.65 -- 0.9),-0.31 (-0.54 -- -0.13),-2.2 (-5.1 -- -1.3)
Hungary,13 (2 -- 63),Likely decreasing,0.81 (0.54 -- 1),-0.26 (-0.74 -- 0.059),-2.6 (12 -- -0.93)
Ireland,43 (12 -- 152),Decreasing,0.77 (0.54 -- 0.97),-0.33 (-0.75 -- -0.042),-2.1 (-17 -- -0.92)
Italy,334 (162 -- 920),Decreasing,0.62 (0.48 -- 0.81),-0.59 (-0.89 -- -0.27),-1.2 (-2.6 -- -0.78)
Latvia,48 (13 -- 145),Likely decreasing,0.86 (0.62 -- 1),-0.2 (-0.58 -- 0.057),-3.5 (12 -- -1.2)
Lithuania,6 (0 -- 42),Likely decreasing,0.74 (0.39 -- 1),-0.37 (-1.1 -- 0.028),-1.9 (24 -- -0.62)
Malta,31 (7 -- 154),Likely increasing,1.1 (0.87 -- 1.5),0.13 (-0.18 -- 0.54),5.5 (1.3 -- -3.9)
Poland,473 (164 -- 1740),Likely increasing,1.1 (0.92 -- 1.5),0.15 (-0.099 -- 0.56),4.8 (1.2 -- -7)
Portugal,584 (289 -- 1249),Stable,0.98 (0.83 -- 1.1),-0.023 (-0.24 -- 0.16),-30 (4.2 -- -2.9)
Romania,45 (15 -- 134),Likely decreasing,0.84 (0.64 -- 1),-0.22 (-0.55 -- 0.047),-3.2 (15 -- -1.3)
Slovakia,4 (0 -- 27),Likely decreasing,0.89 (0.56 -- 1.2),-0.14 (-0.72 -- 0.22),-4.9 (3.1 -- -0.97)
Slovenia,35 (9 -- 125),Decreasing,0.77 (0.54 -- 0.98),-0.33 (-0.74 -- -0.025),-2.1 (-28 -- -0.94)
Spain,229 (208 -- 1493),Decreasing,0.59 (0.57 -- 0.97),-0.66 (-0.69 -- -0.04),-1.1 (-17 -- -1)
Sweden,387 (94 -- 1226),Likely decreasing,0.85 (0.57 -- 1.1),-0.2 (-0.68 -- 0.069),-3.5 (10 -- -1)
