Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,1580 (897 -- 3417),Decreasing,0.73 (0.61 -- 0.9),-0.39 (-0.61 -- -0.14),-1.8 (-4.9 -- -1.1)
Czechia,124 (55 -- 311),Decreasing,0.65 (0.5 -- 0.8),-0.52 (-0.83 -- -0.27),-1.3 (-2.5 -- -0.83)
Denmark,1506 (697 -- 4951),Likely decreasing,0.79 (0.6 -- 1),-0.29 (-0.63 -- 0.051),-2.4 (14 -- -1.1)
Estonia,190 (86 -- 492),Decreasing,0.77 (0.61 -- 0.93),-0.33 (-0.61 -- -0.093),-2.1 (-7.4 -- -1.1)
Germany,5081 (2139 -- 11125),Decreasing,0.71 (0.57 -- 0.86),-0.42 (-0.7 -- -0.19),-1.7 (-3.7 -- -0.99)
Greece,3211 (1840 -- 6652),Decreasing,0.77 (0.65 -- 0.91),-0.32 (-0.53 -- -0.13),-2.1 (-5.5 -- -1.3)
Hungary,576 (255 -- 1517),Likely decreasing,0.96 (0.74 -- 1.2),-0.052 (-0.38 -- 0.22),-13 (3.1 -- -1.8)
Ireland,1410 (861 -- 2493),Decreasing,0.79 (0.7 -- 0.88),-0.3 (-0.45 -- -0.17),-2.3 (-4.1 -- -1.5)
Italy,4021 (2361 -- 6930),Decreasing,0.79 (0.67 -- 0.87),-0.3 (-0.5 -- -0.17),-2.3 (-4.1 -- -1.4)
Latvia,546 (272 -- 1271),Decreasing,0.83 (0.67 -- 0.97),-0.23 (-0.48 -- -0.034),-3 (-20 -- -1.4)
Malta,713 (268 -- 2131),Likely increasing,1.1 (0.96 -- 1.4),0.16 (-0.057 -- 0.46),4.3 (1.5 -- -12)
Netherlands,2114 (633 -- 8011),Likely decreasing,0.94 (0.73 -- 1.2),-0.075 (-0.39 -- 0.23),-9.3 (3 -- -1.8)
Slovakia,239 (115 -- 614),Decreasing,0.77 (0.63 -- 0.94),-0.32 (-0.56 -- -0.079),-2.2 (-8.7 -- -1.2)
Spain,28656 (16592 -- 55542),Likely decreasing,0.94 (0.83 -- 1.1),-0.082 (-0.23 -- 0.069),-8.5 (10 -- -3)
