Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,477 (133 -- 2053),Increasing,1.4 (1.1 -- 1.9),0.4 (0.098 -- 0.86),1.7 (0.8 -- 7.1)
Belgium,120321 (43999 -- 323761),Increasing,1.3 (1 -- 1.5),0.3 (0.0044 -- 0.56),2.3 (1.2 -- 160)
Bulgaria,1004 (492 -- 2361),Likely increasing,1.2 (1 -- 1.4),0.18 (-0.00045 -- 0.45),3.8 (1.6 -- -1500)
Czechia,9915 (4603 -- 23444),Increasing,1.2 (1.1 -- 1.4),0.26 (0.11 -- 0.45),2.7 (1.6 -- 6.5)
Denmark,3680 (1348 -- 11537),Likely increasing,1.2 (0.93 -- 1.6),0.2 (-0.09 -- 0.57),3.5 (1.2 -- -7.7)
Estonia,533 (232 -- 1302),Stable,1 (0.81 -- 1.3),0.0039 (-0.26 -- 0.3),180 (2.3 -- -2.7)
Greece,357848 (140617 -- 848677),Increasing,1.2 (1 -- 1.3),0.23 (0.052 -- 0.38),3 (1.8 -- 13)
Hungary,301 (127 -- 879),Likely increasing,1 (0.87 -- 1.3),0.049 (-0.18 -- 0.35),14 (2 -- -3.9)
Iceland,2405 (901 -- 6895),Increasing,1.3 (1.1 -- 1.5),0.31 (0.089 -- 0.57),2.3 (1.2 -- 7.8)
Ireland,42352 (17154 -- 111983),Likely increasing,1.1 (0.9 -- 1.3),0.14 (-0.14 -- 0.35),5.1 (2 -- -5.1)
Liechtenstein,48 (13 -- 253),Increasing,1.3 (1 -- 1.9),0.33 (0.0055 -- 0.84),2.1 (0.83 -- 130)
Lithuania,8374 (4069 -- 18819),Increasing,1.3 (1.1 -- 1.5),0.3 (0.12 -- 0.53),2.3 (1.3 -- 5.6)
Luxembourg,26956 (5955 -- 104584),Increasing,1.3 (1 -- 1.7),0.35 (0.03 -- 0.7),2 (0.99 -- 23)
Malta,20629 (5128 -- 67357),Increasing,1.5 (1.2 -- 1.9),0.57 (0.26 -- 0.88),1.2 (0.79 -- 2.7)
Poland,36730 (16726 -- 82709),Increasing,1.3 (1.2 -- 1.6),0.39 (0.21 -- 0.58),1.8 (1.2 -- 3.3)
Portugal,127152 (33729 -- 513461),Likely increasing,1.1 (0.85 -- 1.4),0.13 (-0.21 -- 0.41),5.4 (1.7 -- -3.3)
Romania,67189 (30223 -- 151069),Increasing,1.6 (1.4 -- 1.8),0.61 (0.4 -- 0.82),1.1 (0.85 -- 1.7)
Slovenia,3008 (1197 -- 8295),Increasing,1.3 (1.1 -- 1.6),0.31 (0.11 -- 0.58),2.2 (1.2 -- 6.5)
Sweden,10424 (5290 -- 22533),Increasing,1.2 (1.1 -- 1.4),0.28 (0.11 -- 0.47),2.5 (1.5 -- 6.4)
