Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,10371 (4262 -- 31078),Likely decreasing,0.9 (0.61 -- 1.5),-0.02 (-0.086 -- 0.073),-35 (9.5 -- -8)
Belgium,4898 (919 -- 20197),Likely decreasing,0.84 (0.47 -- 1.2),-0.032 (-0.13 -- 0.041),-22 (17 -- -5.3)
Bulgaria,327 (109 -- 761),Decreasing,0.56 (0.27 -- 0.93),-0.099 (-0.22 -- -0.012),-7 (-55 -- -3.2)
Croatia,1209 (438 -- 3009),Likely decreasing,0.8 (0.4 -- 1.5),-0.04 (-0.16 -- 0.07),-17 (9.9 -- -4.5)
Cyprus,256 (30 -- 2025),Likely decreasing,0.64 (0.3 -- 1.6),-0.077 (-0.2 -- 0.085),-9 (8.2 -- -3.4)
Czechia,1703 (509 -- 4499),Likely decreasing,0.78 (0.53 -- 1),-0.044 (-0.11 -- 0.0074),-16 (93 -- -6.3)
Denmark,1382 (746 -- 3149),Likely decreasing,0.8 (0.61 -- 1.1),-0.039 (-0.085 -- 0.021),-18 (34 -- -8.1)
Estonia,3 (0 -- 51),Decreasing,0.18 (0.025 -- 0.54),-0.28 (-0.52 -- -0.11),-2.5 (-6.5 -- -1.3)
Finland,2852 (535 -- 14605),Likely decreasing,0.84 (0.5 -- 1.5),-0.031 (-0.12 -- 0.076),-22 (9.1 -- -5.8)
France,52316 (19054 -- 139889),Likely decreasing,0.73 (0.46 -- 1.2),-0.055 (-0.13 -- 0.029),-13 (24 -- -5.2)
Germany,146791 (51433 -- 383468),Likely decreasing,0.88 (0.61 -- 1.2),-0.024 (-0.086 -- 0.035),-29 (20 -- -8)
Greece,10621 (5237 -- 25454),Likely decreasing,0.91 (0.67 -- 1.4),-0.017 (-0.071 -- 0.056),-40 (12 -- -9.8)
Hungary,1079 (24 -- 4243),Likely decreasing,0.78 (0.2 -- 1.1),-0.044 (-0.26 -- 0.0099),-16 (70 -- -2.6)
Iceland,54 (10 -- 426),Likely decreasing,0.74 (0.39 -- 1.5),-0.054 (-0.16 -- 0.076),-13 (9.1 -- -4.3)
Ireland,1660 (411 -- 6648),Likely decreasing,0.82 (0.51 -- 1.3),-0.035 (-0.12 -- 0.051),-20 (14 -- -5.9)
Italy,64659 (31366 -- 116667),Likely decreasing,0.75 (0.47 -- 1.1),-0.052 (-0.13 -- 0.014),-13 (50 -- -5.4)
Latvia,575 (187 -- 1689),Likely decreasing,0.79 (0.49 -- 1.2),-0.041 (-0.12 -- 0.026),-17 (26 -- -5.6)
Liechtenstein,19 (6 -- 74),Likely decreasing,0.81 (0.52 -- 1.4),-0.038 (-0.11 -- 0.06),-18 (12 -- -6.1)
Lithuania,207 (28 -- 450),Decreasing,0.58 (0.17 -- 0.77),-0.094 (-0.28 -- -0.046),-7.4 (-15 -- -2.5)
Luxembourg,907 (337 -- 2131),Likely decreasing,0.86 (0.59 -- 1.2),-0.027 (-0.092 -- 0.032),-26 (22 -- -7.5)
Malta,196 (64 -- 702),Likely decreasing,0.76 (0.44 -- 1.5),-0.048 (-0.14 -- 0.07),-15 (9.9 -- -5)
Netherlands,1231 (298 -- 7343),Likely decreasing,0.68 (0.39 -- 1.4),-0.069 (-0.16 -- 0.06),-10 (12 -- -4.3)
Norway,452 (262 -- 710),Likely decreasing,0.82 (0.6 -- 1),-0.035 (-0.089 -- 0.0035),-20 (200 -- -7.8)
Poland,846 (249 -- 2616),Likely decreasing,0.78 (0.35 -- 1.7),-0.045 (-0.18 -- 0.095),-15 (7.3 -- -3.9)
Portugal,29102 (10832 -- 151161),Stable,1 (0.8 -- 1.7),0.0043 (-0.039 -- 0.1),160 (6.7 -- -18)
Romania,1025 (546 -- 2007),Likely decreasing,0.82 (0.65 -- 1.1),-0.035 (-0.077 -- 0.011),-20 (61 -- -9)
Slovakia,1208 (399 -- 3427),Likely decreasing,0.73 (0.5 -- 1),-0.055 (-0.12 -- 0.0058),-13 (120 -- -5.8)
Slovenia,1810 (633 -- 5042),Stable,0.98 (0.5 -- 1.8),-0.0037 (-0.12 -- 0.12),-190 (6 -- -5.7)
Spain,15063 (1774 -- 175788),Stable,0.97 (0.38 -- 2.2),-0.0058 (-0.16 -- 0.16),-120 (4.5 -- -4.3)
Sweden,220 (30 -- 2665),Stable,0.95 (0.41 -- 2.3),-0.0093 (-0.15 -- 0.16),-74 (4.3 -- -4.5)
Switzerland,618 (67 -- 7865),Likely decreasing,0.68 (0.3 -- 1.9),-0.068 (-0.2 -- 0.12),-10 (5.8 -- -3.4)
United Kingdom,16446 (3576 -- 56112),Likely decreasing,0.8 (0.49 -- 1.2),-0.039 (-0.12 -- 0.028),-18 (25 -- -5.6)
