Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,58 (23 -- 158),Decreasing,0.75 (0.57 -- 0.92),-0.36 (-0.69 -- -0.1),-1.9 (-6.7 -- -1)
Belgium,36 (13 -- 102),Decreasing,0.76 (0.62 -- 0.93),-0.34 (-0.59 -- -0.089),-2 (-7.8 -- -1.2)
Bulgaria,163 (77 -- 375),Likely decreasing,0.94 (0.79 -- 1.1),-0.083 (-0.3 -- 0.097),-8.4 (7.2 -- -2.3)
Croatia,85 (31 -- 259),Likely decreasing,0.84 (0.65 -- 1.1),-0.21 (-0.54 -- 0.096),-3.3 (7.2 -- -1.3)
Cyprus,3 (0 -- 17),Likely decreasing,0.89 (0.51 -- 1.2),-0.15 (-0.81 -- 0.2),-4.6 (3.5 -- -0.85)
Czechia,8 (1 -- 44),Decreasing,0.62 (0.37 -- 0.87),-0.59 (-1.2 -- -0.18),-1.2 (-3.8 -- -0.6)
Denmark,88 (24 -- 416),Decreasing,0.7 (0.47 -- 0.97),-0.45 (-0.91 -- -0.04),-1.5 (-17 -- -0.76)
Estonia,13 (2 -- 59),Likely decreasing,0.79 (0.52 -- 1),-0.3 (-0.8 -- 0.011),-2.3 (66 -- -0.86)
Finland,697 (182 -- 2769),Likely decreasing,0.86 (0.57 -- 1.1),-0.19 (-0.69 -- 0.13),-3.7 (5.3 -- -1)
France,1238 (640 -- 2537),Decreasing,0.83 (0.69 -- 0.96),-0.23 (-0.46 -- -0.057),-3 (-12 -- -1.5)
Germany,100 (47 -- 253),Decreasing,0.6 (0.47 -- 0.75),-0.64 (-0.91 -- -0.37),-1.1 (-1.9 -- -0.76)
Greece,365 (184 -- 757),Decreasing,0.77 (0.62 -- 0.92),-0.32 (-0.58 -- -0.1),-2.1 (-6.9 -- -1.2)
Hungary,32 (9 -- 105),Likely decreasing,0.84 (0.6 -- 1.1),-0.21 (-0.63 -- 0.063),-3.3 (11 -- -1.1)
Ireland,24 (4 -- 115),Decreasing,0.64 (0.39 -- 0.91),-0.55 (-1.1 -- -0.12),-1.3 (-5.7 -- -0.61)
Italy,397 (197 -- 916),Decreasing,0.57 (0.45 -- 0.74),-0.69 (-0.98 -- -0.38),-1 (-1.8 -- -0.71)
Latvia,56 (17 -- 140),Likely decreasing,0.87 (0.65 -- 1),-0.18 (-0.53 -- 0.011),-3.9 (66 -- -1.3)
Lithuania,19 (4 -- 79),Likely decreasing,0.9 (0.62 -- 1.1),-0.13 (-0.59 -- 0.13),-5.3 (5.1 -- -1.2)
Malta,15 (3 -- 74),Stable,1 (0.76 -- 1.3),0.019 (-0.34 -- 0.38),37 (1.8 -- -2)
Poland,18 (4 -- 83),Decreasing,0.6 (0.4 -- 0.84),-0.62 (-1.1 -- -0.22),-1.1 (-3.1 -- -0.65)
Portugal,662 (346 -- 1407),Likely decreasing,0.99 (0.84 -- 1.1),-0.015 (-0.21 -- 0.12),-45 (5.9 -- -3.2)
Romania,50 (18 -- 151),Decreasing,0.8 (0.62 -- 0.98),-0.28 (-0.59 -- -0.022),-2.5 (-32 -- -1.2)
Slovakia,1 (0 -- 18),Decreasing,0.57 (0.23 -- 0.95),-0.68 (-1.7 -- -0.067),-1 (-10 -- -0.41)
Slovenia,30 (10 -- 92),Decreasing,0.69 (0.51 -- 0.88),-0.46 (-0.83 -- -0.16),-1.5 (-4.4 -- -0.83)
Spain,992 (389 -- 2846),Likely decreasing,0.89 (0.66 -- 1.1),-0.15 (-0.52 -- 0.082),-4.7 (8.4 -- -1.3)
Sweden,423 (102 -- 1203),Likely decreasing,0.83 (0.56 -- 1),-0.23 (-0.7 -- 0.028),-3 (24 -- -0.99)
