Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,1040 (273 -- 4227),Likely increasing,1.2 (0.93 -- 1.5),0.18 (-0.087 -- 0.51),3.8 (1.4 -- -8)
Croatia,387 (165 -- 1097),Likely increasing,1 (0.87 -- 1.2),0.042 (-0.18 -- 0.26),17 (2.6 -- -3.9)
Czechia,1256 (470 -- 3444),Increasing,1.2 (1 -- 1.4),0.24 (0.017 -- 0.47),2.9 (1.5 -- 42)
Estonia,80 (25 -- 315),Likely increasing,1.1 (0.87 -- 1.6),0.14 (-0.18 -- 0.63),5 (1.1 -- -3.9)
Finland,339 (178 -- 722),Stable,1 (0.82 -- 1.2),0.011 (-0.25 -- 0.24),64 (2.9 -- -2.7)
Greece,998 (447 -- 2265),Likely decreasing,0.95 (0.75 -- 1.1),-0.069 (-0.37 -- 0.13),-10 (5.4 -- -1.9)
Hungary,171 (52 -- 582),Stable,1 (0.81 -- 1.2),0.019 (-0.27 -- 0.28),37 (2.4 -- -2.6)
Ireland,81 (23 -- 286),Likely decreasing,0.85 (0.6 -- 1),-0.21 (-0.63 -- 0.052),-3.3 (13 -- -1.1)
Italy,1314 (432 -- 4135),Likely decreasing,0.84 (0.61 -- 1),-0.21 (-0.59 -- 0.042),-3.2 (17 -- -1.2)
Latvia,366 (131 -- 1184),Likely increasing,1.2 (0.96 -- 1.6),0.23 (-0.049 -- 0.58),3 (1.2 -- -14)
Lithuania,71 (20 -- 295),Likely increasing,1.1 (0.9 -- 1.4),0.13 (-0.14 -- 0.48),5.2 (1.4 -- -5.1)
Malta,6 (0 -- 34),Likely decreasing,0.88 (0.57 -- 1.1),-0.17 (-0.69 -- 0.14),-4.2 (4.9 -- -1)
Poland,680 (221 -- 2493),Increasing,1.4 (1.1 -- 1.9),0.43 (0.11 -- 0.84),1.6 (0.83 -- 6.5)
Portugal,307 (150 -- 699),Decreasing,0.86 (0.72 -- 1),-0.18 (-0.42 -- -0.0057),-3.8 (-120 -- -1.7)
Romania,330 (144 -- 880),Likely decreasing,0.97 (0.8 -- 1.1),-0.035 (-0.28 -- 0.15),-20 (4.6 -- -2.5)
Slovakia,29 (7 -- 111),Stable,0.98 (0.75 -- 1.3),-0.022 (-0.36 -- 0.29),-31 (2.4 -- -1.9)
Slovenia,383 (108 -- 1619),Stable,1 (0.77 -- 1.3),0.0094 (-0.33 -- 0.31),74 (2.2 -- -2.1)
Sweden,4602 (1857 -- 12765),Increasing,1.3 (1.1 -- 1.7),0.39 (0.11 -- 0.73),1.8 (0.96 -- 6)
