Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,44 (15 -- 167),Likely decreasing,0.95 (0.76 -- 1.2),-0.064 (-0.34 -- 0.27),-11 (2.6 -- -2.1)
Croatia,249 (89 -- 817),Increasing,1.3 (1.1 -- 1.8),0.36 (0.085 -- 0.76),1.9 (0.91 -- 8.2)
Czechia,122 (34 -- 535),Increasing,1.4 (1.1 -- 2.1),0.47 (0.11 -- 0.96),1.5 (0.72 -- 6.4)
Denmark,159 (52 -- 583),Stable,1 (0.8 -- 1.3),0.018 (-0.28 -- 0.31),38 (2.2 -- -2.5)
Estonia,1 (0 -- 15),Likely decreasing,0.8 (0.35 -- 1.1),-0.28 (-1.2 -- 0.17),-2.5 (4.1 -- -0.56)
Finland,234 (112 -- 549),Stable,1 (0.87 -- 1.2),-0.0056 (-0.18 -- 0.23),-120 (3.1 -- -3.9)
Greece,1085 (534 -- 3074),Likely increasing,1.1 (0.94 -- 1.2),0.096 (-0.077 -- 0.25),7.2 (2.8 -- -9.1)
Hungary,14 (3 -- 61),Stable,1 (0.78 -- 1.4),0.021 (-0.3 -- 0.47),33 (1.5 -- -2.3)
Ireland,143 (38 -- 449),Likely decreasing,0.94 (0.66 -- 1.1),-0.08 (-0.5 -- 0.16),-8.7 (4.5 -- -1.4)
Italy,1370 (442 -- 4155),Stable,0.99 (0.77 -- 1.2),-0.012 (-0.33 -- 0.22),-57 (3.1 -- -2.1)
Latvia,20 (6 -- 65),Stable,1 (0.85 -- 1.2),0.008 (-0.21 -- 0.25),87 (2.8 -- -3.3)
Lithuania,14 (4 -- 42),Likely decreasing,0.97 (0.73 -- 1.3),-0.045 (-0.39 -- 0.3),-15 (2.3 -- -1.8)
Malta,15 (3 -- 55),Likely decreasing,0.92 (0.67 -- 1.1),-0.1 (-0.49 -- 0.15),-6.8 (4.6 -- -1.4)
Poland,37 (11 -- 135),Likely increasing,1.1 (0.86 -- 1.4),0.064 (-0.19 -- 0.4),11 (1.8 -- -3.6)
Portugal,1603 (790 -- 3613),Likely increasing,1.1 (0.95 -- 1.2),0.098 (-0.072 -- 0.25),7.1 (2.8 -- -9.7)
Romania,190 (66 -- 598),Likely increasing,1.2 (0.98 -- 1.6),0.21 (-0.026 -- 0.63),3.3 (1.1 -- -27)
Slovenia,21 (5 -- 80),Likely decreasing,0.94 (0.72 -- 1.2),-0.073 (-0.41 -- 0.21),-9.5 (3.3 -- -1.7)
Sweden,252 (90 -- 843),Likely decreasing,0.97 (0.77 -- 1.2),-0.036 (-0.32 -- 0.24),-19 (2.9 -- -2.2)
