Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,20917 (7100 -- 87173),Likely increasing,1.1 (0.9 -- 1.5),0.099 (-0.14 -- 0.5),7 (1.4 -- -5)
Czechia,18498 (5682 -- 69901),Likely increasing,1.1 (0.85 -- 1.4),0.065 (-0.2 -- 0.4),11 (1.7 -- -3.4)
Denmark,4281 (1573 -- 15036),Stable,1 (0.84 -- 1.3),0.034 (-0.21 -- 0.36),21 (2 -- -3.2)
Estonia,1838 (1160 -- 3267),Stable,0.99 (0.92 -- 1.1),-0.0089 (-0.1 -- 0.11),-78 (6.4 -- -6.9)
France,37886 (11782 -- 145244),Likely decreasing,0.97 (0.76 -- 1.2),-0.041 (-0.34 -- 0.26),-17 (2.6 -- -2)
Germany,163701 (49114 -- 734168),Stable,1 (0.8 -- 1.3),0.0086 (-0.27 -- 0.35),80 (2 -- -2.5)
Greece,11107 (6718 -- 21246),Likely decreasing,0.94 (0.85 -- 1),-0.08 (-0.21 -- 0.051),-8.6 (14 -- -3.3)
Hungary,1141 (534 -- 2927),Likely increasing,1 (0.89 -- 1.3),0.058 (-0.15 -- 0.3),12 (2.3 -- -4.6)
Iceland,148 (47 -- 558),Likely decreasing,0.96 (0.75 -- 1.2),-0.052 (-0.35 -- 0.26),-13 (2.6 -- -2)
Ireland,2178 (1194 -- 4617),Likely decreasing,0.91 (0.81 -- 1),-0.11 (-0.26 -- 0.04),-6.1 (17 -- -2.7)
Italy,20015 (5944 -- 76982),Likely decreasing,0.94 (0.69 -- 1.2),-0.08 (-0.46 -- 0.22),-8.7 (3.1 -- -1.5)
Latvia,2686 (1601 -- 4915),Likely increasing,1.1 (0.96 -- 1.3),0.12 (-0.046 -- 0.3),5.7 (2.3 -- -15)
Luxembourg,310 (140 -- 807),Likely increasing,1 (0.88 -- 1.3),0.036 (-0.16 -- 0.29),19 (2.4 -- -4.3)
Malta,406 (189 -- 1003),Likely increasing,1.1 (0.93 -- 1.3),0.099 (-0.089 -- 0.36),7 (1.9 -- -7.8)
Netherlands,18747 (6487 -- 73984),Likely increasing,1.1 (0.92 -- 1.5),0.14 (-0.11 -- 0.53),5.1 (1.3 -- -6.5)
Slovakia,8526 (4316 -- 16689),Likely increasing,1.1 (0.93 -- 1.3),0.11 (-0.088 -- 0.29),6.4 (2.4 -- -7.9)
Slovenia,788 (368 -- 1908),Stable,1 (0.88 -- 1.3),0.017 (-0.16 -- 0.38),41 (1.8 -- -4.2)
Spain,24456 (8449 -- 84954),Stable,0.98 (0.78 -- 1.2),-0.022 (-0.31 -- 0.29),-31 (2.4 -- -2.2)
