Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,177 (56 -- 683),Increasing,1.3 (1 -- 1.7),0.29 (0.028 -- 0.71),2.4 (0.98 -- 25)
Croatia,431 (152 -- 1625),Likely increasing,1.2 (0.92 -- 1.6),0.21 (-0.1 -- 0.62),3.3 (1.1 -- -7)
Czechia,426 (126 -- 1697),Increasing,1.4 (1.1 -- 1.9),0.47 (0.15 -- 0.87),1.5 (0.79 -- 4.7)
Denmark,175 (52 -- 653),Likely decreasing,0.95 (0.72 -- 1.2),-0.066 (-0.42 -- 0.21),-11 (3.3 -- -1.7)
Estonia,2 (0 -- 21),Stable,0.98 (0.67 -- 1.4),-0.026 (-0.5 -- 0.45),-27 (1.6 -- -1.4)
Finland,460 (177 -- 1233),Likely increasing,1.1 (0.89 -- 1.4),0.11 (-0.14 -- 0.39),6.6 (1.8 -- -5)
Greece,1290 (671 -- 2807),Likely increasing,1.1 (0.94 -- 1.2),0.081 (-0.078 -- 0.25),8.6 (2.7 -- -8.9)
Hungary,61 (20 -- 232),Likely increasing,1.2 (1 -- 1.7),0.28 (-0.00049 -- 0.73),2.5 (0.95 -- -1400)
Ireland,80 (25 -- 266),Likely decreasing,0.83 (0.61 -- 1),-0.24 (-0.62 -- 0.037),-2.9 (19 -- -1.1)
Italy,4893 (1594 -- 16794),Likely increasing,1.1 (0.84 -- 1.3),0.089 (-0.22 -- 0.38),7.8 (1.8 -- -3.2)
Latvia,48 (15 -- 184),Likely increasing,1.1 (0.92 -- 1.6),0.17 (-0.1 -- 0.61),4.1 (1.1 -- -6.8)
Lithuania,26 (8 -- 101),Likely increasing,1.1 (0.87 -- 1.5),0.084 (-0.18 -- 0.55),8.3 (1.3 -- -3.9)
Malta,14 (3 -- 58),Likely decreasing,0.93 (0.66 -- 1.2),-0.095 (-0.5 -- 0.21),-7.3 (3.4 -- -1.4)
Poland,66 (21 -- 240),Likely increasing,1.1 (0.92 -- 1.5),0.14 (-0.11 -- 0.53),5.1 (1.3 -- -6.3)
Portugal,1103 (544 -- 2432),Likely decreasing,0.97 (0.8 -- 1.1),-0.04 (-0.28 -- 0.13),-17 (5.5 -- -2.5)
Romania,545 (188 -- 1555),Increasing,1.3 (1.1 -- 1.7),0.36 (0.091 -- 0.68),1.9 (1 -- 7.6)
Slovenia,90 (30 -- 264),Likely increasing,1.1 (0.95 -- 1.4),0.16 (-0.069 -- 0.48),4.3 (1.4 -- -10)
Sweden,639 (183 -- 2379),Likely increasing,1 (0.81 -- 1.3),0.063 (-0.26 -- 0.36),11 (1.9 -- -2.7)
