Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,482 (167 -- 1551),Increasing,1.4 (1.1 -- 1.9),0.46 (0.15 -- 0.87),1.5 (0.79 -- 4.7)
Croatia,794 (253 -- 3351),Likely increasing,1.1 (0.94 -- 1.4),0.16 (-0.075 -- 0.47),4.3 (1.5 -- -9.2)
Czechia,512 (167 -- 1785),Likely increasing,1.1 (0.91 -- 1.5),0.17 (-0.11 -- 0.52),4 (1.3 -- -6.2)
Denmark,169 (66 -- 471),Likely decreasing,0.97 (0.78 -- 1.2),-0.044 (-0.31 -- 0.2),-16 (3.5 -- -2.2)
Estonia,5 (0 -- 38),Likely increasing,1.1 (0.81 -- 1.6),0.12 (-0.26 -- 0.65),6 (1.1 -- -2.7)
Finland,499 (182 -- 1524),Likely increasing,1.1 (0.83 -- 1.4),0.079 (-0.23 -- 0.43),8.7 (1.6 -- -3)
Greece,1380 (714 -- 2898),Likely increasing,1 (0.94 -- 1.1),0.06 (-0.08 -- 0.17),12 (4 -- -8.7)
Hungary,42 (11 -- 221),Likely increasing,1 (0.76 -- 1.3),0.056 (-0.33 -- 0.35),12 (2 -- -2.1)
Ireland,74 (26 -- 185),Likely decreasing,0.87 (0.66 -- 1),-0.18 (-0.5 -- 0.024),-3.8 (29 -- -1.4)
Italy,2870 (875 -- 10849),Likely decreasing,0.94 (0.69 -- 1.2),-0.073 (-0.46 -- 0.19),-9.5 (3.7 -- -1.5)
Latvia,47 (16 -- 195),Likely increasing,1.1 (0.89 -- 1.6),0.14 (-0.14 -- 0.65),4.9 (1.1 -- -4.8)
Lithuania,53 (14 -- 229),Likely increasing,1.2 (0.95 -- 1.7),0.21 (-0.06 -- 0.67),3.3 (1 -- -12)
Malta,21 (5 -- 88),Stable,0.99 (0.78 -- 1.3),-0.014 (-0.32 -- 0.33),-49 (2.1 -- -2.2)
Poland,104 (34 -- 391),Likely increasing,1.2 (0.96 -- 1.5),0.19 (-0.056 -- 0.57),3.6 (1.2 -- -12)
Portugal,874 (414 -- 1835),Likely decreasing,0.95 (0.81 -- 1),-0.07 (-0.26 -- 0.055),-9.9 (13 -- -2.7)
Romania,1016 (272 -- 4586),Likely increasing,1.2 (0.97 -- 1.5),0.22 (-0.045 -- 0.52),3.1 (1.3 -- -15)
Slovakia,13 (6 -- 34),Stable,0.99 (0.8 -- 1.2),-0.012 (-0.27 -- 0.25),-59 (2.7 -- -2.5)
Slovenia,226 (75 -- 830),Likely increasing,1.2 (0.97 -- 1.6),0.25 (-0.034 -- 0.64),2.8 (1.1 -- -20)
Sweden,1148 (309 -- 3806),Likely increasing,1.1 (0.88 -- 1.4),0.11 (-0.17 -- 0.42),6.2 (1.7 -- -4.1)
