Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,171 (81 -- 371),Likely decreasing,0.97 (0.82 -- 1.1),-0.038 (-0.24 -- 0.18),-18 (4 -- -2.8)
Croatia,1037 (346 -- 2983),Stable,1 (0.8 -- 1.3),0.027 (-0.28 -- 0.3),26 (2.3 -- -2.5)
Czechia,733 (273 -- 2021),Likely decreasing,0.87 (0.59 -- 1.1),-0.18 (-0.64 -- 0.092),-3.8 (7.5 -- -1.1)
Denmark,989 (291 -- 3216),Likely decreasing,0.92 (0.67 -- 1.1),-0.1 (-0.49 -- 0.17),-6.8 (4.1 -- -1.4)
Estonia,133 (41 -- 539),Likely decreasing,0.93 (0.73 -- 1.2),-0.085 (-0.4 -- 0.2),-8.2 (3.4 -- -1.7)
Greece,2618 (1168 -- 6143),Likely increasing,1.1 (0.96 -- 1.3),0.11 (-0.056 -- 0.33),6.1 (2.1 -- -12)
Hungary,313 (128 -- 860),Likely decreasing,0.94 (0.74 -- 1.1),-0.074 (-0.37 -- 0.13),-9.4 (5.4 -- -1.9)
Ireland,99 (25 -- 351),Likely decreasing,0.87 (0.61 -- 1.1),-0.17 (-0.62 -- 0.097),-4.1 (7.2 -- -1.1)
Italy,4683 (1474 -- 12783),Likely decreasing,0.84 (0.61 -- 1.1),-0.21 (-0.6 -- 0.065),-3.3 (11 -- -1.1)
Latvia,426 (201 -- 926),Stable,1 (0.82 -- 1.2),-0.0061 (-0.25 -- 0.24),-110 (2.9 -- -2.7)
Lithuania,50 (15 -- 186),Stable,1 (0.84 -- 1.4),0.036 (-0.22 -- 0.4),19 (1.7 -- -3.2)
Malta,64 (18 -- 342),Likely increasing,1.2 (0.94 -- 1.8),0.24 (-0.073 -- 0.8),2.9 (0.87 -- -9.5)
Poland,3351 (1033 -- 14221),Likely increasing,1.1 (0.83 -- 1.3),0.077 (-0.23 -- 0.37),9 (1.9 -- -3.1)
Portugal,1147 (579 -- 2538),Likely increasing,1.1 (1 -- 1.3),0.14 (-0.0011 -- 0.34),4.9 (2.1 -- -640)
Romania,258 (108 -- 709),Likely increasing,1 (0.88 -- 1.3),0.044 (-0.17 -- 0.3),16 (2.3 -- -4.2)
Slovakia,25 (25 -- 166),Likely decreasing,0.83 (0.81 -- 1.1),-0.24 (-0.26 -- 0.16),-2.9 (4.3 -- -2.7)
Slovenia,540 (179 -- 1859),Likely decreasing,0.9 (0.65 -- 1.1),-0.13 (-0.52 -- 0.11),-5.2 (6.1 -- -1.3)
Sweden,1533 (834 -- 3008),Decreasing,0.79 (0.66 -- 0.92),-0.3 (-0.5 -- -0.1),-2.3 (-6.7 -- -1.4)
