region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,4683 (1474 -- 12783),4683,5680,4320,1474,3095,3968,5457,7114,12783,New confirmed cases by infection date,Likely decreasing,0.88
Poland,3351 (1033 -- 14221),3351,5088,5887,1033,1987,2752,4178,6153,14221,New confirmed cases by infection date,Likely increasing,0.3
Greece,2618 (1168 -- 6143),2618,3014,2033,1168,1850,2321,2959,3652,6143,New confirmed cases by infection date,Likely increasing,0.12
Sweden,1533 (834 -- 3008),1533,1678,725,834,1184,1382,1691,2010,3008,New confirmed cases by infection date,Decreasing,1
Portugal,1147 (579 -- 2538),1147,1298,686,579,831,1006,1273,1579,2538,New confirmed cases by infection date,Likely increasing,0.051
Croatia,1037 (346 -- 2983),1037,1301,1026,346,685,888,1203,1603,2983,New confirmed cases by infection date,Stable,0.43
Denmark,989 (291 -- 3216),989,1309,1080,291,610,823,1219,1688,3216,New confirmed cases by infection date,Likely decreasing,0.75
Czechia,733 (273 -- 2021),733,893,633,273,499,640,855,1080,2021,New confirmed cases by infection date,Likely decreasing,0.83
Slovenia,540 (179 -- 1859),540,726,713,179,336,454,627,869,1859,New confirmed cases by infection date,Likely decreasing,0.81
Latvia,426 (201 -- 926),426,474,237,201,312,377,473,573,926,New confirmed cases by infection date,Stable,0.52
Hungary,313 (128 -- 860),313,381,261,128,219,273,365,467,860,New confirmed cases by infection date,Likely decreasing,0.72
Romania,258 (108 -- 709),258,313,247,108,176,222,293,369,709,New confirmed cases by infection date,Likely increasing,0.34
Bulgaria,171 (81 -- 371),171,194,105,81,125,154,191,232,371,New confirmed cases by infection date,Likely decreasing,0.65
Estonia,133 (41 -- 539),133,194,203,41,82,111,163,232,539,New confirmed cases by infection date,Likely decreasing,0.71
Ireland,99 (25 -- 351),99,135,135,25,59,81,121,167,351,New confirmed cases by infection date,Likely decreasing,0.85
Malta,64 (18 -- 342),64,111,223,18,35,50,81,117,342,New confirmed cases by infection date,Likely increasing,0.1
Lithuania,50 (15 -- 186),50,71,80,15,30,42,61,83,186,New confirmed cases by infection date,Stable,0.41
Slovakia,25 (25 -- 166),25,58,59,25,25,25,39,73,166,New confirmed cases by infection date,Likely decreasing,0.8
Malta,1.2 (0.94 -- 1.8),1.2,1.3,0.29,0.94,1.1,1.2,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.1
Greece,1.1 (0.96 -- 1.3),1.1,1.1,0.12,0.96,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.12
Poland,1.1 (0.83 -- 1.3),1.1,1.1,0.16,0.83,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.3
Portugal,1.1 (1 -- 1.3),1.1,1.1,0.091,1,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.051
Croatia,1 (0.8 -- 1.3),1,1,0.15,0.8,0.95,0.99,1,1.1,1.3,Effective reproduction no.,Stable,0.43
Latvia,1 (0.82 -- 1.2),1,1,0.12,0.82,0.91,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.52
Lithuania,1 (0.84 -- 1.4),1,1.1,0.17,0.84,0.95,0.99,1.1,1.1,1.4,Effective reproduction no.,Stable,0.41
Romania,1 (0.88 -- 1.3),1,1,0.12,0.88,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.34
Bulgaria,0.97 (0.82 -- 1.1),0.97,0.98,0.1,0.82,0.92,0.95,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Hungary,0.94 (0.74 -- 1.1),0.94,0.94,0.12,0.74,0.87,0.92,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.72
Estonia,0.93 (0.73 -- 1.2),0.93,0.94,0.14,0.73,0.85,0.9,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.71
Denmark,0.92 (0.67 -- 1.1),0.92,0.91,0.15,0.67,0.83,0.89,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Slovenia,0.9 (0.65 -- 1.1),0.9,0.89,0.14,0.65,0.81,0.87,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.81
Czechia,0.87 (0.59 -- 1.1),0.87,0.85,0.15,0.59,0.74,0.82,0.9,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Ireland,0.87 (0.61 -- 1.1),0.87,0.86,0.15,0.61,0.77,0.84,0.91,0.95,1.1,Effective reproduction no.,Likely decreasing,0.85
Italy,0.84 (0.61 -- 1.1),0.84,0.84,0.14,0.61,0.74,0.8,0.88,0.94,1.1,Effective reproduction no.,Likely decreasing,0.88
Slovakia,0.83 (0.81 -- 1.1),0.83,0.9,0.12,0.81,0.83,0.83,0.88,0.98,1.1,Effective reproduction no.,Likely decreasing,0.8
Sweden,0.79 (0.66 -- 0.92),0.79,0.79,0.076,0.66,0.74,0.77,0.8,0.83,0.92,Effective reproduction no.,Decreasing,1
