Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,375 (216 -- 1171),Likely decreasing,0.91 (0.68 -- 2),-0.017 (-0.069 -- 0.13),-40 (5.1 -- -10)
Belgium,1196 (611 -- 2414),Decreasing,0.75 (0.58 -- 0.99),-0.05 (-0.093 -- -0.0021),-14 (-320 -- -7.4)
Bulgaria,219 (108 -- 472),Likely decreasing,0.79 (0.6 -- 1),-0.043 (-0.09 -- 0.0087),-16 (79 -- -7.7)
Croatia,265 (153 -- 502),Likely decreasing,0.88 (0.67 -- 1.2),-0.022 (-0.07 -- 0.041),-31 (17 -- -9.9)
Cyprus,2655 (999 -- 8000),Increasing,2.1 (1.2 -- 3.9),0.14 (0.041 -- 0.28),4.9 (2.5 -- 17)
Czechia,448 (280 -- 899),Likely decreasing,0.89 (0.74 -- 1.3),-0.022 (-0.053 -- 0.046),-32 (15 -- -13)
Denmark,430 (176 -- 1008),Decreasing,0.68 (0.46 -- 1),-0.068 (-0.13 -- 0.00083),-10 (830 -- -5.2)
Estonia,50 (23 -- 97),Decreasing,0.65 (0.42 -- 0.91),-0.075 (-0.15 -- -0.017),-9.3 (-42 -- -4.7)
Finland,386 (235 -- 1146),Likely decreasing,0.93 (0.84 -- 1.5),-0.012 (-0.031 -- 0.079),-57 (8.8 -- -22)
France,4895 (1456 -- 15773),Likely decreasing,0.74 (0.47 -- 1),-0.054 (-0.13 -- 0.0084),-13 (83 -- -5.3)
Germany,1475 (630 -- 3169),Decreasing,0.65 (0.45 -- 0.9),-0.075 (-0.14 -- -0.02),-9.2 (-35 -- -5.1)
Greece,1024 (559 -- 1944),Likely decreasing,0.75 (0.58 -- 1),-0.05 (-0.094 -- 0.0035),-14 (200 -- -7.4)
Hungary,145 (56 -- 348),Decreasing,0.7 (0.47 -- 0.97),-0.063 (-0.13 -- -0.0059),-11 (-120 -- -5.3)
Iceland,0 (0 -- 0),Likely decreasing,0.12 (0.0013 -- 1.1),-0.33 (-0.77 -- 0.022),-2.1 (31 -- -0.9)
Ireland,1446 (1076 -- 2056),Likely decreasing,0.98 (0.9 -- 1.2),-0.0038 (-0.019 -- 0.027),-180 (26 -- -37)
Italy,1659 (1061 -- 2396),Decreasing,0.69 (0.55 -- 0.8),-0.067 (-0.1 -- -0.04),-10 (-17 -- -6.7)
Latvia,70 (20 -- 155),Decreasing,0.46 (0.22 -- 0.67),-0.13 (-0.25 -- -0.069),-5.2 (-10 -- -2.8)
Liechtenstein,1 (0 -- 8),Likely decreasing,0.84 (0.52 -- 1.6),-0.032 (-0.11 -- 0.083),-22 (8.4 -- -6.2)
Lithuania,53 (27 -- 97),Decreasing,0.49 (0.34 -- 0.67),-0.12 (-0.18 -- -0.07),-5.7 (-9.8 -- -3.8)
Luxembourg,36 (13 -- 80),Decreasing,0.75 (0.53 -- 0.99),-0.051 (-0.11 -- -0.0023),-14 (-300 -- -6.2)
Malta,24 (4 -- 230),Likely increasing,1.6 (0.67 -- 5.7),0.084 (-0.07 -- 0.36),8.2 (1.9 -- -9.8)
Netherlands,1603 (1129 -- 2395),Decreasing,0.74 (0.63 -- 0.89),-0.054 (-0.081 -- -0.021),-13 (-33 -- -8.6)
Norway,911 (474 -- 2032),Stable,1 (0.73 -- 1.6),0.0084 (-0.055 -- 0.091),83 (7.6 -- -13)
Poland,295 (142 -- 551),Decreasing,0.69 (0.43 -- 0.98),-0.064 (-0.14 -- -0.0036),-11 (-190 -- -4.9)
Portugal,10835 (6953 -- 16951),Likely increasing,1.2 (1 -- 1.5),0.037 (-0.00012 -- 0.072),19 (9.6 -- -5900)
Romania,154 (104 -- 274),Likely decreasing,0.8 (0.68 -- 1.1),-0.04 (-0.069 -- 0.024),-17 (29 -- -10)
Slovakia,137 (68 -- 266),Likely decreasing,0.8 (0.64 -- 1),-0.04 (-0.079 -- 0.0041),-17 (170 -- -8.7)
Slovenia,37 (13 -- 82),Decreasing,0.45 (0.26 -- 0.67),-0.14 (-0.22 -- -0.07),-5 (-9.8 -- -3.1)
Spain,12329 (4197 -- 42520),Likely decreasing,0.93 (0.63 -- 1.3),-0.014 (-0.081 -- 0.054),-50 (13 -- -8.6)
Sweden,926 (175 -- 4548),Likely decreasing,0.74 (0.42 -- 1.2),-0.054 (-0.15 -- 0.029),-13 (24 -- -4.7)
Switzerland,198 (28 -- 1060),Likely decreasing,0.61 (0.28 -- 1.1),-0.087 (-0.21 -- 0.011),-7.9 (61 -- -3.3)
United Kingdom,124966 (59209 -- 259723),Likely increasing,1.3 (0.99 -- 1.8),0.054 (-0.0025 -- 0.11),13 (6.4 -- -280)
