Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,188 (88 -- 445),Likely decreasing,0.96 (0.83 -- 1.2),-0.052 (-0.23 -- 0.18),-13 (3.8 -- -3)
Croatia,1289 (433 -- 3608),Likely increasing,1.1 (0.86 -- 1.3),0.072 (-0.19 -- 0.33),9.6 (2.1 -- -3.7)
Czechia,1231 (517 -- 3208),Stable,0.98 (0.74 -- 1.2),-0.026 (-0.38 -- 0.22),-26 (3.2 -- -1.8)
Denmark,1124 (336 -- 3825),Likely decreasing,0.95 (0.72 -- 1.2),-0.069 (-0.42 -- 0.2),-10 (3.4 -- -1.7)
Estonia,159 (39 -- 680),Likely decreasing,0.95 (0.7 -- 1.2),-0.061 (-0.44 -- 0.19),-11 (3.6 -- -1.6)
Greece,2511 (1263 -- 5346),Increasing,1.2 (1 -- 1.3),0.18 (0.03 -- 0.38),3.8 (1.8 -- 23)
Hungary,269 (86 -- 893),Likely decreasing,0.93 (0.68 -- 1.1),-0.087 (-0.47 -- 0.16),-8 (4.3 -- -1.5)
Ireland,127 (40 -- 452),Likely decreasing,0.93 (0.69 -- 1.1),-0.098 (-0.46 -- 0.17),-7.1 (4.1 -- -1.5)
Italy,5080 (1547 -- 20286),Likely decreasing,0.85 (0.45 -- 1.1),-0.21 (-0.94 -- 0.13),-3.3 (5.4 -- -0.74)
Latvia,414 (176 -- 1109),Stable,1 (0.8 -- 1.3),0.0052 (-0.27 -- 0.3),130 (2.3 -- -2.5)
Lithuania,85 (32 -- 243),Stable,1 (0.79 -- 1.3),0.011 (-0.29 -- 0.33),61 (2.1 -- -2.4)
Malta,88 (24 -- 427),Increasing,1.5 (1.1 -- 2.3),0.57 (0.18 -- 1.1),1.2 (0.62 -- 4)
Poland,5154 (1426 -- 24068),Likely increasing,1.2 (0.94 -- 1.5),0.19 (-0.081 -- 0.56),3.7 (1.2 -- -8.5)
Portugal,1026 (519 -- 2051),Increasing,1.1 (1 -- 1.3),0.17 (0.033 -- 0.37),4 (1.9 -- 21)
Romania,229 (105 -- 600),Likely increasing,1 (0.89 -- 1.3),0.053 (-0.14 -- 0.35),13 (2 -- -5)
Slovakia,80 (30 -- 233),Stable,0.99 (0.78 -- 1.2),-0.018 (-0.31 -- 0.21),-39 (3.3 -- -2.2)
Slovenia,656 (222 -- 2170),Likely decreasing,0.91 (0.66 -- 1.1),-0.11 (-0.51 -- 0.13),-6.2 (5.1 -- -1.4)
