Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,535 (255 -- 1444),Likely decreasing,0.9 (0.75 -- 1),-0.13 (-0.36 -- 0.02),-5.3 (34 -- -1.9)
Belgium,233 (107 -- 676),Decreasing,0.79 (0.62 -- 0.95),-0.3 (-0.58 -- -0.06),-2.3 (-12 -- -1.2)
Bulgaria,420 (183 -- 1011),Likely increasing,1.1 (0.98 -- 1.3),0.15 (-0.03 -- 0.39),4.7 (1.8 -- -23)
Croatia,656 (229 -- 2231),Likely increasing,1.1 (0.89 -- 1.4),0.12 (-0.15 -- 0.46),5.9 (1.5 -- -4.6)
Cyprus,12 (2 -- 55),Likely decreasing,0.93 (0.66 -- 1.2),-0.095 (-0.51 -- 0.23),-7.3 (3 -- -1.3)
Czechia,301 (126 -- 706),Decreasing,0.8 (0.6 -- 0.97),-0.28 (-0.63 -- -0.04),-2.5 (-18 -- -1.1)
Denmark,509 (201 -- 1397),Stable,0.98 (0.84 -- 1.2),-0.025 (-0.22 -- 0.22),-27 (3.1 -- -3.1)
Estonia,203 (90 -- 563),Likely increasing,1.1 (0.93 -- 1.3),0.09 (-0.096 -- 0.36),7.7 (1.9 -- -7.2)
Finland,1373 (582 -- 3612),Likely increasing,1.1 (0.9 -- 1.3),0.089 (-0.14 -- 0.3),7.8 (2.3 -- -5)
France,5191 (2799 -- 10402),Likely increasing,1.1 (0.99 -- 1.2),0.11 (-0.017 -- 0.27),6.4 (2.5 -- -40)
Germany,823 (363 -- 2629),Decreasing,0.61 (0.45 -- 0.87),-0.61 (-0.94 -- -0.18),-1.1 (-3.8 -- -0.74)
Greece,706 (424 -- 1254),Likely decreasing,0.94 (0.86 -- 1.1),-0.072 (-0.19 -- 0.12),-9.6 (5.6 -- -3.7)
Hungary,132 (51 -- 436),Likely decreasing,0.9 (0.7 -- 1.1),-0.13 (-0.45 -- 0.099),-5.1 (7 -- -1.5)
Ireland,106 (45 -- 336),Likely decreasing,0.95 (0.76 -- 1.1),-0.06 (-0.34 -- 0.18),-12 (3.9 -- -2)
Italy,2424 (1040 -- 6823),Likely decreasing,0.85 (0.65 -- 1),-0.2 (-0.53 -- 0.055),-3.5 (13 -- -1.3)
Latvia,223 (104 -- 541),Likely decreasing,0.97 (0.82 -- 1.1),-0.034 (-0.25 -- 0.14),-21 (4.9 -- -2.8)
Liechtenstein,3 (1 -- 8),Stable,0.99 (0.79 -- 1.2),-0.014 (-0.3 -- 0.23),-48 (3 -- -2.3)
Lithuania,32 (10 -- 99),Likely decreasing,0.91 (0.67 -- 1.1),-0.12 (-0.49 -- 0.11),-5.7 (6.2 -- -1.4)
Luxembourg,65 (25 -- 221),Stable,1 (0.8 -- 1.4),0.0093 (-0.29 -- 0.39),74 (1.8 -- -2.4)
Malta,11 (2 -- 56),Stable,0.97 (0.71 -- 1.3),-0.039 (-0.43 -- 0.31),-18 (2.2 -- -1.6)
Poland,1102 (443 -- 3280),Likely decreasing,0.88 (0.65 -- 1),-0.17 (-0.53 -- 0.057),-4.1 (12 -- -1.3)
Portugal,543 (304 -- 1169),Likely decreasing,0.94 (0.84 -- 1.1),-0.073 (-0.22 -- 0.062),-9.6 (11 -- -3.1)
Romania,706 (342 -- 1599),Likely increasing,1 (0.89 -- 1.1),0.035 (-0.14 -- 0.17),20 (4.1 -- -4.8)
Slovakia,44 (11 -- 158),Likely decreasing,0.87 (0.63 -- 1.1),-0.17 (-0.57 -- 0.1),-4 (6.6 -- -1.2)
Slovenia,264 (91 -- 836),Likely decreasing,0.94 (0.7 -- 1.1),-0.074 (-0.44 -- 0.15),-9.3 (4.7 -- -1.6)
Spain,823 (371 -- 2223),Likely decreasing,0.85 (0.65 -- 1),-0.2 (-0.53 -- 0.023),-3.4 (30 -- -1.3)
Sweden,660 (244 -- 1910),Likely decreasing,0.96 (0.74 -- 1.1),-0.057 (-0.37 -- 0.16),-12 (4.4 -- -1.9)
