Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,10570 (7165 -- 17872),Decreasing,0.78 (0.72 -- 0.86),-0.3 (-0.41 -- -0.18),-2.3 (-3.8 -- -1.7)
Belgium,2247 (1280 -- 4608),Decreasing,0.63 (0.52 -- 0.76),-0.57 (-0.79 -- -0.34),-1.2 (-2 -- -0.87)
Bulgaria,5982 (3764 -- 10772),Decreasing,0.85 (0.78 -- 0.92),-0.21 (-0.32 -- -0.1),-3.3 (-6.9 -- -2.2)
Croatia,3764 (2076 -- 9233),Decreasing,0.63 (0.52 -- 0.79),-0.57 (-0.78 -- -0.29),-1.2 (-2.4 -- -0.88)
Cyprus,8746 (4479 -- 16916),Decreasing,0.84 (0.68 -- 0.98),-0.22 (-0.48 -- -0.029),-3.1 (-24 -- -1.4)
Czechia,1379 (806 -- 2537),Decreasing,0.76 (0.64 -- 0.9),-0.35 (-0.55 -- -0.14),-2 (-5 -- -1.3)
Estonia,933 (599 -- 1537),Decreasing,0.79 (0.71 -- 0.87),-0.29 (-0.43 -- -0.18),-2.4 (-3.8 -- -1.6)
Finland,11053 (6552 -- 24873),Decreasing,0.74 (0.64 -- 0.96),-0.37 (-0.54 -- -0.056),-1.9 (-12 -- -1.3)
France,163296 (103208 -- 285826),Decreasing,0.84 (0.75 -- 0.91),-0.22 (-0.36 -- -0.11),-3.2 (-6.2 -- -1.9)
Germany,28622 (18055 -- 48100),Decreasing,0.76 (0.69 -- 0.83),-0.34 (-0.46 -- -0.23),-2 (-3 -- -1.5)
Greece,47434 (25982 -- 99779),Decreasing,0.74 (0.64 -- 0.91),-0.37 (-0.55 -- -0.12),-1.9 (-5.8 -- -1.3)
Hungary,655 (378 -- 1310),Decreasing,0.65 (0.56 -- 0.76),-0.54 (-0.72 -- -0.34),-1.3 (-2 -- -0.97)
Iceland,365 (160 -- 860),Likely increasing,1.1 (0.93 -- 1.3),0.087 (-0.096 -- 0.37),8 (1.9 -- -7.2)
Ireland,4849 (3071 -- 8499),Decreasing,0.9 (0.8 -- 0.97),-0.13 (-0.28 -- -0.032),-5.3 (-21 -- -2.5)
Italy,121010 (51657 -- 308361),Decreasing,0.7 (0.52 -- 0.92),-0.44 (-0.78 -- -0.11),-1.6 (-6.2 -- -0.88)
Liechtenstein,4 (0 -- 28),Likely decreasing,0.84 (0.49 -- 1.1),-0.23 (-0.87 -- 0.13),-3.1 (5.5 -- -0.79)
Lithuania,2022 (1231 -- 3718),Decreasing,0.85 (0.76 -- 0.94),-0.21 (-0.35 -- -0.077),-3.4 (-9 -- -2)
Luxembourg,456 (244 -- 903),Decreasing,0.72 (0.61 -- 0.84),-0.41 (-0.61 -- -0.22),-1.7 (-3.1 -- -1.1)
Malta,813 (419 -- 1635),Likely decreasing,0.94 (0.83 -- 1.1),-0.075 (-0.24 -- 0.11),-9.3 (6.2 -- -2.9)
Netherlands,1563 (952 -- 2674),Decreasing,0.76 (0.66 -- 0.85),-0.35 (-0.52 -- -0.21),-2 (-3.4 -- -1.3)
Norway,2267 (1405 -- 3790),Decreasing,0.87 (0.79 -- 0.97),-0.17 (-0.29 -- -0.046),-4.1 (-15 -- -2.4)
Poland,2010 (963 -- 5038),Decreasing,0.7 (0.55 -- 0.87),-0.44 (-0.72 -- -0.18),-1.6 (-3.9 -- -0.96)
Portugal,26405 (14589 -- 56302),Likely decreasing,0.97 (0.85 -- 1.1),-0.044 (-0.2 -- 0.08),-16 (8.6 -- -3.4)
Romania,8322 (5042 -- 15550),Decreasing,0.73 (0.64 -- 0.84),-0.39 (-0.54 -- -0.23),-1.8 (-3.1 -- -1.3)
Slovakia,476 (279 -- 892),Decreasing,0.73 (0.62 -- 0.87),-0.4 (-0.6 -- -0.18),-1.7 (-3.9 -- -1.2)
Slovenia,786 (412 -- 1892),Decreasing,0.77 (0.63 -- 0.9),-0.33 (-0.57 -- -0.13),-2.1 (-5.2 -- -1.2)
Spain,104236 (48029 -- 272030),Likely decreasing,0.82 (0.6 -- 1),-0.25 (-0.62 -- 0.028),-2.8 (24 -- -1.1)
Sweden,6716 (4170 -- 11902),Decreasing,0.86 (0.78 -- 0.93),-0.19 (-0.31 -- -0.09),-3.6 (-7.7 -- -2.3)
