region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,6812 (2187 -- 21758),6812,8836,6839,2187,4346,5757,8186,11212,21758,New confirmed cases by infection date,Stable,0.58
Poland,5410 (1812 -- 18522),5410,7243,6996,1812,3551,4609,6509,8785,18522,New confirmed cases by infection date,Increasing,0.022
Sweden,4382 (1263 -- 14823),4382,5973,7018,1263,2685,3637,5240,7121,14823,New confirmed cases by infection date,Stable,0.56
Czechia,1778 (740 -- 4752),1778,2154,1502,740,1252,1528,2009,2557,4752,New confirmed cases by infection date,Likely increasing,0.26
Greece,1677 (875 -- 3543),1677,1885,900,875,1318,1534,1843,2229,3543,New confirmed cases by infection date,Likely increasing,0.072
Denmark,978 (309 -- 3366),978,1302,1215,309,628,839,1157,1553,3366,New confirmed cases by infection date,Likely decreasing,0.64
Croatia,968 (400 -- 2704),968,1169,814,400,651,826,1114,1420,2704,New confirmed cases by infection date,Likely increasing,0.27
Portugal,895 (460 -- 1988),895,1010,500,460,685,804,988,1175,1988,New confirmed cases by infection date,Increasing,0.032
Slovenia,692 (231 -- 2218),692,897,730,231,431,580,831,1114,2218,New confirmed cases by infection date,Likely decreasing,0.67
Hungary,506 (206 -- 1436),506,607,404,206,348,437,581,720,1436,New confirmed cases by infection date,Likely increasing,0.34
Latvia,342 (146 -- 927),342,408,251,146,245,303,390,486,927,New confirmed cases by infection date,Likely increasing,0.38
Romania,222 (98 -- 566),222,270,188,98,159,197,251,318,566,New confirmed cases by infection date,Likely increasing,0.31
Bulgaria,204 (98 -- 482),204,238,146,98,150,184,232,281,482,New confirmed cases by infection date,Likely decreasing,0.67
Estonia,185 (52 -- 702),185,270,449,52,108,150,228,317,702,New confirmed cases by infection date,Likely decreasing,0.6
Ireland,97 (36 -- 297),97,122,91,36,67,85,115,147,297,New confirmed cases by infection date,Likely decreasing,0.76
Lithuania,88 (31 -- 276),88,115,104,31,56,73,103,139,276,New confirmed cases by infection date,Likely increasing,0.32
Slovakia,84 (43 -- 317),84,129,123,43,78,81,102,147,317,New confirmed cases by infection date,Likely increasing,0.31
Malta,43 (9 -- 214),43,75,140,9,23,34,57,82,214,New confirmed cases by infection date,Increasing,0.024
Malta,1.4 (1.1 -- 2),1.4,1.4,0.3,1.1,1.2,1.3,1.4,1.6,2,Effective reproduction no.,Increasing,0.024
Poland,1.3 (1.1 -- 1.7),1.3,1.3,0.2,1.1,1.2,1.3,1.4,1.4,1.7,Effective reproduction no.,Increasing,0.022
Portugal,1.2 (1 -- 1.4),1.2,1.2,0.11,1,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Increasing,0.032
Croatia,1.1 (0.9 -- 1.3),1.1,1.1,0.13,0.9,0.99,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.27
Czechia,1.1 (0.88 -- 1.2),1.1,1.1,0.11,0.88,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.26
Greece,1.1 (0.98 -- 1.3),1.1,1.1,0.11,0.98,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.072
Lithuania,1.1 (0.85 -- 1.4),1.1,1.1,0.17,0.85,0.97,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.32
Romania,1.1 (0.9 -- 1.4),1.1,1.1,0.15,0.9,0.99,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.31
Hungary,1 (0.86 -- 1.2),1,1,0.11,0.86,0.98,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.34
Latvia,1 (0.84 -- 1.3),1,1,0.14,0.84,0.95,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.38
Slovakia,1 (0.89 -- 1.3),1,1,0.12,0.89,1,1,1,1.1,1.3,Effective reproduction no.,Likely increasing,0.31
Italy,0.98 (0.68 -- 1.2),0.98,0.96,0.15,0.68,0.88,0.94,1,1,1.2,Effective reproduction no.,Stable,0.58
Sweden,0.98 (0.68 -- 1.2),0.98,0.97,0.16,0.68,0.88,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.56
Estonia,0.97 (0.74 -- 1.2),0.97,0.97,0.14,0.74,0.89,0.94,1,1,1.2,Effective reproduction no.,Likely decreasing,0.6
Bulgaria,0.96 (0.83 -- 1.2),0.96,0.98,0.11,0.83,0.91,0.95,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Denmark,0.96 (0.68 -- 1.2),0.96,0.94,0.15,0.68,0.87,0.93,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.64
Ireland,0.94 (0.75 -- 1.1),0.94,0.93,0.11,0.75,0.87,0.91,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.76
Slovenia,0.94 (0.67 -- 1.2),0.94,0.93,0.15,0.67,0.85,0.92,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
