Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,204 (98 -- 482),Likely decreasing,0.96 (0.83 -- 1.2),-0.047 (-0.23 -- 0.19),-15 (3.6 -- -3)
Croatia,968 (400 -- 2704),Likely increasing,1.1 (0.9 -- 1.3),0.081 (-0.14 -- 0.33),8.5 (2.1 -- -5)
Czechia,1778 (740 -- 4752),Likely increasing,1.1 (0.88 -- 1.2),0.079 (-0.16 -- 0.27),8.7 (2.6 -- -4.4)
Denmark,978 (309 -- 3366),Likely decreasing,0.96 (0.68 -- 1.2),-0.051 (-0.47 -- 0.18),-13 (3.8 -- -1.5)
Estonia,185 (52 -- 702),Likely decreasing,0.97 (0.74 -- 1.2),-0.036 (-0.37 -- 0.24),-19 (2.9 -- -1.9)
Greece,1677 (875 -- 3543),Likely increasing,1.1 (0.98 -- 1.3),0.17 (-0.024 -- 0.37),4.2 (1.9 -- -29)
Hungary,506 (206 -- 1436),Likely increasing,1 (0.86 -- 1.2),0.041 (-0.18 -- 0.25),17 (2.8 -- -3.8)
Ireland,97 (36 -- 297),Likely decreasing,0.94 (0.75 -- 1.1),-0.083 (-0.36 -- 0.14),-8.4 (5 -- -1.9)
Italy,6812 (2187 -- 21758),Stable,0.98 (0.68 -- 1.2),-0.029 (-0.46 -- 0.2),-24 (3.5 -- -1.5)
Latvia,342 (146 -- 927),Likely increasing,1 (0.84 -- 1.3),0.053 (-0.22 -- 0.33),13 (2.1 -- -3.2)
Lithuania,88 (31 -- 276),Likely increasing,1.1 (0.85 -- 1.4),0.067 (-0.21 -- 0.44),10 (1.6 -- -3.3)
Malta,43 (9 -- 214),Increasing,1.4 (1.1 -- 2),0.42 (0.069 -- 0.94),1.7 (0.74 -- 10)
Poland,5410 (1812 -- 18522),Increasing,1.3 (1.1 -- 1.7),0.34 (0.073 -- 0.7),2 (0.98 -- 9.6)
Portugal,895 (460 -- 1988),Increasing,1.2 (1 -- 1.4),0.2 (0.02 -- 0.41),3.5 (1.7 -- 35)
Romania,222 (98 -- 566),Likely increasing,1.1 (0.9 -- 1.4),0.062 (-0.13 -- 0.4),11 (1.7 -- -5.2)
Slovakia,84 (43 -- 317),Likely increasing,1 (0.89 -- 1.3),0.011 (-0.15 -- 0.32),65 (2.2 -- -4.8)
Slovenia,692 (231 -- 2218),Likely decreasing,0.94 (0.67 -- 1.2),-0.074 (-0.5 -- 0.19),-9.4 (3.6 -- -1.4)
Sweden,4382 (1263 -- 14823),Stable,0.98 (0.68 -- 1.2),-0.022 (-0.47 -- 0.23),-31 (3.1 -- -1.5)
