Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,1176 (316 -- 4780),Likely increasing,1.2 (0.99 -- 1.6),0.27 (-0.011 -- 0.63),2.6 (1.1 -- -63)
Croatia,425 (169 -- 1190),Likely increasing,1 (0.86 -- 1.2),0.053 (-0.18 -- 0.26),13 (2.7 -- -3.8)
Czechia,1291 (405 -- 4038),Increasing,1.2 (1 -- 1.5),0.26 (0.037 -- 0.52),2.7 (1.3 -- 19)
Estonia,53 (18 -- 191),Likely increasing,1.1 (0.84 -- 1.6),0.096 (-0.21 -- 0.6),7.2 (1.2 -- -3.2)
Greece,1345 (757 -- 2923),Stable,1 (0.88 -- 1.1),0.013 (-0.17 -- 0.14),53 (4.8 -- -4.1)
Ireland,81 (20 -- 377),Likely decreasing,0.86 (0.58 -- 1.1),-0.19 (-0.67 -- 0.098),-3.7 (7.1 -- -1)
Latvia,241 (85 -- 802),Increasing,1.2 (1 -- 1.6),0.29 (0.03 -- 0.62),2.4 (1.1 -- 23)
Lithuania,74 (21 -- 338),Likely increasing,1.1 (0.91 -- 1.6),0.17 (-0.12 -- 0.6),4.1 (1.1 -- -5.8)
Malta,10 (2 -- 50),Likely decreasing,0.95 (0.68 -- 1.2),-0.059 (-0.47 -- 0.25),-12 (2.8 -- -1.5)
Poland,481 (163 -- 1556),Increasing,1.4 (1.1 -- 1.9),0.44 (0.13 -- 0.85),1.6 (0.82 -- 5.2)
Portugal,278 (140 -- 615),Decreasing,0.78 (0.66 -- 0.92),-0.3 (-0.52 -- -0.1),-2.3 (-6.8 -- -1.3)
Romania,490 (180 -- 1451),Stable,1 (0.82 -- 1.2),0.014 (-0.25 -- 0.23),49 (3 -- -2.8)
Slovenia,447 (129 -- 1734),Likely increasing,1.1 (0.83 -- 1.3),0.077 (-0.23 -- 0.39),9 (1.8 -- -3)
Sweden,1222 (440 -- 4582),Likely increasing,1.1 (0.85 -- 1.4),0.073 (-0.2 -- 0.4),9.5 (1.7 -- -3.5)
