Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,18732 (7797 -- 42555),Likely increasing,1.1 (0.75 -- 1.6),0.022 (-0.051 -- 0.088),31 (7.9 -- -14)
Belgium,13306 (479 -- 494296),Likely increasing,1.5 (0.36 -- 4.4),0.076 (-0.17 -- 0.29),9.2 (2.4 -- -4)
Bulgaria,148 (68 -- 534),Stable,1 (0.79 -- 1.7),0.0078 (-0.043 -- 0.1),89 (6.6 -- -16)
Croatia,2 (0 -- 24),Decreasing,0.22 (0.046 -- 0.64),-0.25 (-0.45 -- -0.079),-2.8 (-8.8 -- -1.5)
Cyprus,684 (328 -- 1899),Stable,1.1 (0.85 -- 1.7),0.0092 (-0.029 -- 0.1),75 (6.7 -- -24)
Czechia,3346 (1875 -- 5474),Likely increasing,1.1 (0.84 -- 1.5),0.025 (-0.031 -- 0.073),27 (9.5 -- -22)
Denmark,240 (72 -- 1222),Likely decreasing,0.89 (0.59 -- 1.5),-0.021 (-0.092 -- 0.082),-33 (8.4 -- -7.5)
Estonia,52 (8 -- 276),Likely decreasing,0.92 (0.51 -- 1.4),-0.015 (-0.12 -- 0.069),-47 (10 -- -5.9)
Finland,185 (23 -- 1010),Likely decreasing,0.85 (0.46 -- 1.3),-0.03 (-0.13 -- 0.043),-23 (16 -- -5.2)
France,12814 (5904 -- 25553),Likely increasing,1.2 (0.7 -- 1.8),0.027 (-0.062 -- 0.11),25 (6.4 -- -11)
Germany,40570 (8632 -- 213265),Stable,0.97 (0.47 -- 1.6),-0.0046 (-0.13 -- 0.082),-150 (8.4 -- -5.3)
Greece,0 (0 -- 0),Likely decreasing,0.0049 (8.8e-07 -- 1.5),-0.6 (-0.92 -- 0.11),-1.2 (6.2 -- -0.75)
Hungary,106 (18 -- 803),Likely decreasing,0.88 (0.49 -- 1.7),-0.023 (-0.12 -- 0.1),-31 (6.7 -- -5.6)
Ireland,161 (32 -- 896),Likely decreasing,0.92 (0.56 -- 1.5),-0.016 (-0.1 -- 0.079),-44 (8.7 -- -6.9)
Italy,9143 (4504 -- 19155),Likely decreasing,0.95 (0.74 -- 1.4),-0.0085 (-0.054 -- 0.056),-81 (12 -- -13)
Latvia,53 (11 -- 312),Stable,0.98 (0.5 -- 1.9),-0.0046 (-0.12 -- 0.12),-150 (5.8 -- -5.9)
Liechtenstein,2 (0 -- 13),Likely decreasing,0.91 (0.56 -- 1.7),-0.017 (-0.1 -- 0.097),-41 (7.2 -- -6.9)
Lithuania,749 (397 -- 1804),Stable,1 (0.84 -- 1.3),0.00041 (-0.032 -- 0.054),1700 (13 -- -22)
Luxembourg,68 (7 -- 221),Likely decreasing,0.87 (0.37 -- 1.1),-0.026 (-0.17 -- 0.024),-27 (29 -- -4.1)
Malta,7 (0 -- 69),Stable,0.92 (0.27 -- 2.4),-0.015 (-0.22 -- 0.17),-45 (4 -- -3.2)
Netherlands,922 (156 -- 11908),Stable,1.1 (0.47 -- 3.1),0.015 (-0.13 -- 0.22),46 (3.1 -- -5.3)
Norway,98 (51 -- 178),Stable,0.97 (0.68 -- 1.3),-0.0062 (-0.068 -- 0.046),-110 (15 -- -10)
Poland,8917 (4968 -- 16302),Likely increasing,1.3 (0.96 -- 1.8),0.051 (-0.0072 -- 0.11),14 (6.3 -- -97)
Portugal,0 (0 -- 96),Decreasing,0.13 (0.0039 -- 0.81),-0.32 (-0.68 -- -0.037),-2.1 (-19 -- -1)
Romania,1625 (783 -- 4287),Likely increasing,1.1 (0.86 -- 1.6),0.015 (-0.026 -- 0.087),48 (8 -- -27)
Slovakia,606 (335 -- 1004),Likely increasing,1.1 (0.82 -- 1.4),0.018 (-0.036 -- 0.063),38 (11 -- -19)
Slovenia,1075 (594 -- 1876),Likely increasing,1.2 (0.89 -- 1.6),0.038 (-0.02 -- 0.094),18 (7.4 -- -34)
Spain,1039 (246 -- 6243),Likely decreasing,0.92 (0.57 -- 1.6),-0.016 (-0.096 -- 0.093),-44 (7.4 -- -7.2)
Sweden,160 (62 -- 396),Likely decreasing,0.8 (0.55 -- 1.1),-0.04 (-0.1 -- 0.022),-17 (32 -- -6.8)
Switzerland,131 (11 -- 843),Likely decreasing,0.81 (0.32 -- 1.4),-0.038 (-0.19 -- 0.069),-18 (10 -- -3.6)
United Kingdom,5569 (1665 -- 28930),Stable,0.99 (0.72 -- 1.6),-0.001 (-0.058 -- 0.091),-700 (7.6 -- -12)
