Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Bulgaria,255 (111 -- 612),Likely decreasing,0.92 (0.76 -- 1.1),-0.1 (-0.35 -- 0.075),-6.6 (9.2 -- -2)
Croatia,369 (163 -- 1050),Stable,1 (0.83 -- 1.3),0.025 (-0.23 -- 0.31),28 (2.2 -- -3)
Czechia,2015 (917 -- 4780),Increasing,1.2 (1.1 -- 1.4),0.21 (0.064 -- 0.45),3.3 (1.5 -- 11)
Denmark,840 (257 -- 3214),Likely increasing,1 (0.81 -- 1.3),0.054 (-0.27 -- 0.38),13 (1.8 -- -2.5)
Estonia,385 (117 -- 1695),Increasing,1.4 (1.1 -- 1.9),0.4 (0.1 -- 0.83),1.7 (0.83 -- 6.7)
Greece,912 (525 -- 1690),Stable,1 (0.9 -- 1.2),-0.0052 (-0.13 -- 0.19),-130 (3.7 -- -5.4)
Hungary,296 (83 -- 1157),Stable,1 (0.79 -- 1.3),0.011 (-0.31 -- 0.34),64 (2 -- -2.3)
Ireland,77 (30 -- 206),Likely decreasing,0.87 (0.68 -- 1),-0.18 (-0.49 -- 0.017),-3.8 (42 -- -1.4)
Italy,4051 (1260 -- 13679),Stable,1 (0.81 -- 1.3),0.029 (-0.26 -- 0.33),24 (2.1 -- -2.7)
Latvia,418 (138 -- 1622),Likely increasing,1.1 (0.92 -- 1.6),0.17 (-0.097 -- 0.6),4.1 (1.2 -- -7.1)
Lithuania,85 (31 -- 270),Likely increasing,1.1 (0.89 -- 1.4),0.09 (-0.15 -- 0.41),7.7 (1.7 -- -4.6)
Malta,6 (0 -- 34),Likely decreasing,0.94 (0.66 -- 1.3),-0.075 (-0.52 -- 0.31),-9.2 (2.2 -- -1.3)
Poland,4937 (1081 -- 27705),Increasing,1.4 (1.1 -- 1.8),0.4 (0.094 -- 0.82),1.7 (0.84 -- 7.4)
Portugal,341 (172 -- 731),Likely decreasing,0.97 (0.85 -- 1.2),-0.037 (-0.2 -- 0.22),-19 (3.2 -- -3.4)
Romania,118 (53 -- 306),Likely decreasing,0.89 (0.73 -- 1.1),-0.15 (-0.39 -- 0.069),-4.8 (10 -- -1.8)
Slovakia,42 (11 -- 156),Likely decreasing,0.97 (0.71 -- 1.2),-0.041 (-0.42 -- 0.27),-17 (2.6 -- -1.6)
Slovenia,900 (362 -- 2629),Likely increasing,1.1 (0.86 -- 1.3),0.079 (-0.19 -- 0.29),8.8 (2.4 -- -3.7)
Sweden,4040 (1253 -- 17889),Stable,1 (0.78 -- 1.3),0.031 (-0.31 -- 0.37),22 (1.9 -- -2.2)
